Orthogroup	Species	PLAZA_proteome.selected_transcript.ppe	Orthologs
OG0004245	OrthoDB_Prunus_persica_Lovell	Prupe.8G142600.2	3760_0_005430
OG0004245	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G142600.2	ONH91899, ONH91898
OG0004246	OrthoDB_Prunus_persica_Lovell	Prupe.8G064900.1	3760_0_00576d
OG0004246	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G064900.1	ONH90624, ONH90623
OG0004247	OrthoDB_Prunus_persica_Lovell	Prupe.8G161400.1	3760_0_00547f
OG0004247	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G161400.1	ONH92190, ONH92191
OG0004248	OrthoDB_Prunus_persica_Lovell	Prupe.8G253900.1	3760_0_00566d
OG0004248	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G253900.1	ONH93805, ONH93806
OG0004250	OrthoDB_Prunus_persica_Lovell	Prupe.8G105800.2	3760_0_005586
OG0004250	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G105800.2	ONH91309, ONH91308
OG0004251	OrthoDB_Prunus_persica_Lovell	Prupe.8G199700.2	3760_0_005921
OG0004251	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G199700.2	ONH92847, ONH92846
OG0004252	OrthoDB_Prunus_persica_Lovell	Prupe.8G244400.1	3760_0_00577a
OG0004252	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G244400.1	ONH93653, ONH93652
OG0004253	OrthoDB_Prunus_persica_Lovell	Prupe.8G189000.2	3760_0_005153
OG0004253	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G189000.2	ONH92678, ONH92679
OG0004254	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G194800.1	ONH92767
OG0004254	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G194500.1	ONH92770
OG0004255	OrthoDB_Prunus_persica_Lovell	Prupe.8G180800.1	3760_0_0058a7
OG0004255	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G180800.1	ONH92559, ONH92560
OG0004256	OrthoDB_Prunus_persica_Lovell	Prupe.8G089900.2	3760_0_005524
OG0004256	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G089900.2	ONH91040, ONH91039
OG0004257	OrthoDB_Prunus_persica_Lovell	Prupe.8G234500.2	3760_0_0050e9
OG0004257	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G234500.2	ONH93476, ONH93477
OG0004258	OrthoDB_Prunus_persica_Lovell	Prupe.8G166600.4	3760_0_00571e
OG0004258	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G166600.4	ONH92280, ONH92279
OG0004259	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G181400.2	ONH92570, ONH92569, ONH92571
OG0004260	OrthoDB_Prunus_persica_Lovell	Prupe.8G094200.2	3760_0_0052fc
OG0004260	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G094200.2	ONH91115, ONH91117
OG0004261	OrthoDB_Prunus_persica_Lovell	Prupe.8G041800.1	3760_0_005486
OG0004261	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G041800.1	ONH90231, ONH90230
OG0004263	OrthoDB_Prunus_persica_Lovell	Prupe.8G161200.1	3760_0_0057b7
OG0004263	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G161200.1	ONH92188, ONH92187
OG0004264	OrthoDB_Prunus_persica_Lovell	Prupe.8G110500.2	3760_0_005911
OG0004264	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G110500.2	ONH91372, ONH91373
OG0004265	OrthoDB_Prunus_persica_Lovell	Prupe.8G016300.1	3760_0_0051ac
OG0004265	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G016300.1	ONH89787, ONH89788
OG0004266	OrthoDB_Prunus_persica_Lovell	Prupe.8G165200.1	3760_0_0053dd
OG0004266	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G165200.1	ONH92245, ONH92244
OG0004267	OrthoDB_Prunus_persica_Lovell	Prupe.8G035200.2	3760_0_0051db
OG0004267	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G035200.2	ONH90111, ONH90104
OG0004268	OrthoDB_Prunus_persica_Lovell	Prupe.8G235300.2	3760_0_00553a
OG0004268	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G235300.2	ONH93513, ONH93511
OG0004269	OrthoDB_Prunus_persica_Lovell	Prupe.8G158300.2	3760_0_005608
OG0004269	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G158300.2	ONH92146, ONH92147
OG0004270	OrthoDB_Prunus_persica_Lovell	Prupe.8G067500.2	3760_0_00534d
OG0004270	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G067500.2	ONH90661, ONH90660
OG0004271	OrthoDB_Prunus_persica_Lovell	Prupe.8G086300.2	3760_0_0055e8
OG0004271	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G086300.2	ONH90969, ONH90970
OG0004272	OrthoDB_Prunus_persica_Lovell	Prupe.8G142300.1	3760_0_0051a4
OG0004272	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G142300.1	ONH91893, ONH91894
OG0004273	OrthoDB_Prunus_persica_Lovell	Prupe.8G036700.2	3760_0_0054df
OG0004273	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G036700.2	ONH90136, ONH90137
OG0004274	OrthoDB_Prunus_persica_Lovell	Prupe.8G266200.3	3760_0_00517d
OG0004274	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G266200.3	ONH94016, ONH94014
OG0004275	OrthoDB_Prunus_persica_Lovell	Prupe.8G181800.2	3760_0_0056fb
OG0004275	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G181800.2	ONH92576, ONH92575
OG0004276	OrthoDB_Prunus_persica_Lovell	Prupe.8G016800.1	3760_0_0055d7
OG0004276	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G016800.1	ONH89797, ONH89796
OG0004277	OrthoDB_Prunus_persica_Lovell	Prupe.8G250900.1	3760_0_005814
OG0004277	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G250900.1	ONH93760, ONH93761
OG0004278	OrthoDB_Prunus_persica_Lovell	Prupe.8G036600.1	3760_0_0056ba
OG0004278	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G036600.1	ONH90133, ONH90134
OG0004279	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G254100.2	ONH93808, ONH93810, ONH93809
OG0004280	OrthoDB_Prunus_persica_Lovell	Prupe.8G022400.2	3760_0_0058ff
OG0004280	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G022400.2	ONH89890, ONH89891
OG0004281	OrthoDB_Prunus_persica_Lovell	Prupe.8G178500.2	3760_0_005958
OG0004281	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G178500.2	ONH92487, ONH92488
OG0004282	OrthoDB_Prunus_persica_Lovell	Prupe.8G259700.1	3760_0_005208
OG0004282	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G259700.1	ONH93898, ONH93897
OG0004283	OrthoDB_Prunus_persica_Lovell	Prupe.8G207500.1	3760_0_005224
OG0004283	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G207500.1	ONH93002, ONH93003
OG0004284	OrthoDB_Prunus_persica_Lovell	Prupe.8G131000.2	3760_0_0057c0
OG0004284	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G131000.2	ONH91697, ONH91698
OG0004285	OrthoDB_Prunus_persica_Lovell	Prupe.8G132800.2	3760_0_00518a
OG0004285	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G132800.2	ONH91719, ONH91718
OG0004286	OrthoDB_Prunus_persica_Lovell	Prupe.8G146400.1	3760_0_005233
OG0004286	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G146400.1	ONH91957, ONH91958
OG0004287	OrthoDB_Prunus_persica_Lovell	Prupe.8G065100.1	3760_0_0056e5
OG0004287	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G065100.1	ONH90628, ONH90627
OG0004288	OrthoDB_Prunus_persica_Lovell	Prupe.8G085200.1	3760_0_0054f3
OG0004288	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G085200.1	ONH90957, ONH90956
OG0004289	OrthoDB_Prunus_persica_Lovell	Prupe.8G240800.2	3760_0_0055c6
OG0004289	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G240800.2	ONH93590, ONH93591
OG0004292	OrthoDB_Prunus_persica_Lovell	Prupe.8G059800.1	3760_0_005140
OG0004292	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G059800.1	ONH90534, ONH90533
OG0004293	OrthoDB_Prunus_persica_Lovell	Prupe.8G267600.1	3760_0_0052ce
OG0004293	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G267600.1	ONH94046, ONH94047
OG0004294	OrthoDB_Prunus_persica_Lovell	Prupe.8G148700.2	3760_0_0053be
OG0004294	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G148700.2	ONH91995, ONH91996
OG0004295	OrthoDB_Prunus_persica_Lovell	Prupe.8G138400.2	3760_0_00540b
OG0004295	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G138400.2	ONH91835, ONH91836
OG0004296	OrthoDB_Prunus_persica_Lovell	Prupe.8G163800.1	3760_0_0050a9
OG0004296	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G163800.1	ONH92224, ONH92223
OG0004298	OrthoDB_Prunus_persica_Lovell	Prupe.8G052200.1	3760_0_0050e0
OG0004298	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G052200.1	ONH90403, ONH90404
OG0004299	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.1G527700.1	ONI35289
OG0004299	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G067700.1	ONH90663
OG0004300	OrthoDB_Prunus_persica_Lovell	Prupe.8G225900.2	3760_0_0058ad
OG0004300	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G225900.2	ONH93326, ONH93325
OG0004301	OrthoDB_Prunus_persica_Lovell	Prupe.8G122300.2	3760_0_005976
OG0004301	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G122300.2	ONH91538, ONH91539
OG0004302	OrthoDB_Prunus_persica_Lovell	Prupe.8G207700.1	3760_0_0056f0
OG0004302	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G207700.1	ONH93008, ONH93007
OG0004303	OrthoDB_Prunus_persica_Lovell	Prupe.8G170300.2	3760_0_0054a2
OG0004303	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G170300.2	ONH92356, ONH92360
OG0004304	OrthoDB_Prunus_persica_Lovell	Prupe.8G134400.2	3760_0_005417
OG0004304	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G134400.2	ONH91741, ONH91742
OG0004305	OrthoDB_Prunus_persica_Lovell	Prupe.8G138200.1	3760_0_005272
OG0004305	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G138200.1	ONH91833, ONH91832
OG0004306	OrthoDB_Prunus_persica_Lovell	Prupe.8G131800.2	3760_0_005235
OG0004306	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G131800.2	ONH91707, ONH91706
OG0004307	OrthoDB_Prunus_persica_Lovell	Prupe.8G226100.1	3760_0_0057df
OG0004307	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G226100.1	ONH93329, ONH93330
OG0004308	OrthoDB_Prunus_persica_Lovell	Prupe.8G162300.1	3760_0_0057f1
OG0004308	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G162300.1	ONH92201, ONH92202
OG0004310	OrthoDB_Prunus_persica_Lovell	Prupe.8G167900.2	3760_0_005317
OG0004310	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G167900.2	ONH92310, ONH92308
OG0004311	OrthoDB_Prunus_persica_Lovell	Prupe.8G127400.3	3760_0_005917
OG0004311	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G127400.3	ONH91646, ONH91648
OG0004312	OrthoDB_Prunus_persica_Lovell	Prupe.8G218000.2	3760_0_00513f
OG0004312	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G218000.2	ONH93184, ONH93185
OG0004313	OrthoDB_Prunus_persica_Lovell	Prupe.8G265900.2	3760_0_00597c
OG0004313	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G265900.2	ONH94010, ONH94011
OG0004314	OrthoDB_Prunus_persica_Lovell	Prupe.8G060200.2	3760_0_005973
OG0004314	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G060200.2	ONH90541, ONH90542
OG0004315	OrthoDB_Prunus_persica_Lovell	Prupe.8G202100.3	3760_0_005612
OG0004315	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G202100.3	ONH92899, ONH92896
OG0004316	OrthoDB_Prunus_persica_Lovell	Prupe.8G074900.1	3760_0_005392
OG0004316	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G074900.1	ONH90799, ONH90798
OG0004317	OrthoDB_Prunus_persica_Lovell	Prupe.8G087000.1	3760_0_0053f5
OG0004317	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G087000.1	ONH90983, ONH90984
OG0004318	OrthoDB_Prunus_persica_Lovell	Prupe.8G253200.1	3760_0_0050d2
OG0004318	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G253200.1	ONH93798, ONH93797
OG0004319	OrthoDB_Prunus_persica_Lovell	Prupe.8G066400.2	3760_0_00574b
OG0004319	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G066400.2	ONH90644, ONH90643
OG0004320	OrthoDB_Prunus_persica_Lovell	Prupe.8G242000.2	3760_0_0054e5
OG0004320	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G242000.2	ONH93606, ONH93607
OG0004321	OrthoDB_Prunus_persica_Lovell	Prupe.8G110600.2	3760_0_005978
OG0004321	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G110600.2	ONH91377, ONH91378
OG0004322	OrthoDB_Prunus_persica_Lovell	Prupe.8G029000.1	3760_0_005361
OG0004322	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G029000.1	ONH89999, ONH90000
OG0004323	OrthoDB_Prunus_persica_Lovell	Prupe.8G204900.1	3760_0_005288
OG0004323	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G204900.1	ONH92970, ONH92971
OG0004324	OrthoDB_Prunus_persica_Lovell	Prupe.8G013200.1	3760_0_0058ca
OG0004324	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G013200.1	ONH89743, ONH89744
OG0004325	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G248900.1	ONH93718, ONH93719, ONH93720
OG0004326	OrthoDB_Prunus_persica_Lovell	Prupe.8G168200.2	3760_0_0057fa
OG0004326	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G168200.2	ONH92316, ONH92315
OG0004327	OrthoDB_Prunus_persica_Lovell	Prupe.8G030500.1	3760_0_005475
OG0004327	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G030500.1	ONH90022, ONH90023
OG0004328	OrthoDB_Prunus_persica_Lovell	Prupe.8G191000.3	3760_0_0050ab
OG0004328	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G191000.3	ONH92709, ONH92710
OG0004329	OrthoDB_Prunus_persica_Lovell	Prupe.8G200000.1	3760_0_003de9, 3760_0_00557a
OG0004329	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G200000.1	ONH92850
OG0004330	OrthoDB_Prunus_persica_Lovell	Prupe.8G036800.1	3760_0_005648
OG0004330	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G036800.1	ONH90142, ONH90141
OG0004331	OrthoDB_Prunus_persica_Lovell	Prupe.8G225400.2	3760_0_005251
OG0004331	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G225400.2	ONH93315, ONH93316
OG0004332	OrthoDB_Prunus_persica_Lovell	Prupe.8G170100.1	3760_0_00543d
OG0004332	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G170100.1	ONH92354, ONH92353
OG0004333	OrthoDB_Prunus_persica_Lovell	Prupe.8G234200.2	3760_0_005102
OG0004333	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G234200.2	ONH93473, ONH93472
OG0004334	OrthoDB_Prunus_persica_Lovell	Prupe.8G106600.2	3760_0_00556a
OG0004334	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G106600.2	ONH91323, ONH91324
OG0004335	OrthoDB_Prunus_persica_Lovell	Prupe.8G063200.1	3760_0_0057da
OG0004335	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G063200.1	ONH90604, ONH90603
OG0004336	OrthoDB_Prunus_persica_Lovell	Prupe.8G028100.2	3760_0_005357
OG0004336	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G028100.2	ONH89986, ONH89987
OG0004337	OrthoDB_Prunus_persica_Lovell	Prupe.8G197700.1	3760_0_00561d
OG0004337	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G197700.1	ONH92817, ONH92816
OG0004338	OrthoDB_Prunus_persica_Lovell	Prupe.8G220300.1	3760_0_0051de
OG0004338	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G220300.1	ONH93224, ONH93223
OG0004339	OrthoDB_Prunus_persica_Lovell	Prupe.8G155900.1	3760_0_0058c1
OG0004339	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G155900.1	ONH92107, ONH92108
OG0004340	OrthoDB_Prunus_persica_Lovell	Prupe.8G065000.1	3760_0_0058fc
OG0004340	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G065000.1	ONH90625, ONH90626
OG0004341	OrthoDB_Prunus_persica_Lovell	Prupe.8G062200.2	3760_0_0058b2
OG0004341	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G062200.2	ONH90579, ONH90580
OG0004342	OrthoDB_Prunus_persica_Lovell	Prupe.8G182200.2	3760_0_00524b
OG0004342	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G182200.2	ONH92582, ONH92581
OG0004343	OrthoDB_Prunus_persica_Lovell	Prupe.8G169700.1	3760_0_00548b
OG0004343	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G169700.1	ONH92346, ONH92345
OG0004344	OrthoDB_Prunus_persica_Lovell	Prupe.8G107800.2	3760_0_0056bf
OG0004344	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G107800.2	ONH91342, ONH91343
OG0004345	OrthoDB_Prunus_persica_Lovell	Prupe.8G028200.2	3760_0_005388
OG0004345	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G028200.2	ONH89988, ONH89989
OG0004346	OrthoDB_Prunus_persica_Lovell	Prupe.8G252500.2	3760_0_00565c
OG0004346	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G252500.2	ONH93786, ONH93787
OG0004347	OrthoDB_Prunus_persica_Lovell	Prupe.8G222100.1	3760_0_005964
OG0004347	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G222100.1	ONH93266, ONH93265
OG0004348	OrthoDB_Prunus_persica_Lovell	Prupe.8G087800.2	3760_0_0058b3
OG0004348	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G087800.2	ONH91003, ONH91004
OG0004349	OrthoDB_Prunus_persica_Lovell	Prupe.8G218600.2	3760_0_00596d
OG0004349	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G218600.2	ONH93194, ONH93195
OG0004350	OrthoDB_Prunus_persica_Lovell	Prupe.8G174300.2	3760_0_0054ab
OG0004350	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G174300.2	ONH92414, ONH92413
OG0004351	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G157900.1	ONH92142
OG0004351	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G157800.1	ONH92141
OG0004352	OrthoDB_Prunus_persica_Lovell	Prupe.8G249400.1	3760_0_00588b
OG0004352	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G249400.1	ONH93725, ONH93726
OG0004353	OrthoDB_Prunus_persica_Lovell	Prupe.8G204000.2	3760_0_0057f4
OG0004353	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G204000.2	ONH92945, ONH92946
OG0004355	OrthoDB_Prunus_persica_Lovell	Prupe.8G033600.2	3760_0_0056b7
OG0004355	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G033600.2	ONH90077, ONH90076
OG0004356	OrthoDB_Prunus_persica_Lovell	Prupe.8G129200.2	3760_0_0058f1
OG0004356	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G129200.2	ONH91674, ONH91675
OG0004357	OrthoDB_Prunus_persica_Lovell	Prupe.8G222700.1	3760_0_0054fc
OG0004357	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G222700.1	ONH93278, ONH93279
OG0004358	OrthoDB_Prunus_persica_Lovell	Prupe.8G231200.2	3760_0_005765
OG0004358	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G231200.2	ONH93419, ONH93420
OG0004359	OrthoDB_Prunus_persica_Lovell	Prupe.8G218700.2	3760_0_005427
OG0004359	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G218700.2	ONH93197, ONH93198
OG0004360	OrthoDB_Prunus_persica_Lovell	Prupe.8G255600.2	3760_0_005493
OG0004360	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G255600.2	ONH93833, ONH93834
OG0004361	OrthoDB_Prunus_persica_Lovell	Prupe.8G059900.1	3760_0_00515f
OG0004361	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G059900.1	ONH90535, ONH90536
OG0004362	OrthoDB_Prunus_persica_Lovell	Prupe.8G045200.2	3760_0_005607
OG0004362	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G045200.2	ONH90294, ONH90293
OG0004363	OrthoDB_Prunus_persica_Lovell	Prupe.8G138700.2	3760_0_0058a8
OG0004363	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G138700.2	ONH91839, ONH91840
OG0004364	OrthoDB_Prunus_persica_Lovell	Prupe.8G219000.1	3760_0_0057b1
OG0004364	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G219000.1	ONH93202, ONH93203
OG0004365	OrthoDB_Prunus_persica_Lovell	Prupe.8G077800.2	3760_0_005585
OG0004365	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G077800.2	ONH90854, ONH90855
OG0004366	OrthoDB_Prunus_persica_Lovell	Prupe.8G139400.2	3760_0_00591d
OG0004366	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G139400.2	ONH91847, ONH91848
OG0004367	OrthoDB_Prunus_persica_Lovell	Prupe.8G097300.2	3760_0_0051e6
OG0004367	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G097300.2	ONH91186, ONH91187
OG0004368	OrthoDB_Prunus_persica_Lovell	Prupe.8G071100.2	3760_0_0052a8
OG0004368	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G071100.2	ONH90715, ONH90716
OG0004369	OrthoDB_Prunus_persica_Lovell	Prupe.8G270600.2	3760_0_005434
OG0004369	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G270600.2	ONH94102, ONH94103
OG0004370	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G101500.2	ONH91240, ONH91239, ONH91241
OG0004371	OrthoDB_Prunus_persica_Lovell	Prupe.8G157600.1	3760_0_00535a
OG0004371	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G157600.1	ONH92139, ONH92138
OG0004372	OrthoDB_Prunus_persica_Lovell	Prupe.8G215900.4	3760_0_005962
OG0004372	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G215900.4	ONH93150, ONH93149
OG0004373	OrthoDB_Prunus_persica_Lovell	Prupe.8G231500.2	3760_0_00557d
OG0004373	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G231500.2	ONH93428, ONH93427
OG0004374	OrthoDB_Prunus_persica_Lovell	Prupe.8G140700.2	3760_0_0057f0
OG0004374	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G140700.2	ONH91867, ONH91868
OG0004375	OrthoDB_Prunus_persica_Lovell	Prupe.8G192800.1	3760_0_0055ba
OG0004375	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G192800.1	ONH92741, ONH92742
OG0004376	OrthoDB_Prunus_persica_Lovell	Prupe.8G093500.1	3760_0_00541b
OG0004376	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G093500.1	ONH91108, ONH91107
OG0004377	OrthoDB_Prunus_persica_Lovell	Prupe.8G257800.3	3760_0_0056af
OG0004377	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G257800.3	ONH93868, ONH93869
OG0004378	OrthoDB_Prunus_persica_Lovell	Prupe.8G193600.1	3760_0_005426
OG0004378	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G193600.1	ONH92757, ONH92756
OG0004379	OrthoDB_Prunus_persica_Lovell	Prupe.8G236000.2	3760_0_00580d
OG0004379	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G236000.2	ONH93529, ONH93530
OG0004380	OrthoDB_Prunus_persica_Lovell	Prupe.8G155800.2	3760_0_005479
OG0004380	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Prupe.8G155800.2	ONH92106, ONH92105
OG0004381	OrthoDB_Prunus_persica_Lovell	Prupe.8G186800.2	3760_0_005600
