Orthogroup	Species	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Orthologs
OG0003004	OrthoDB_Prunus_persica_Lovell	ONH94859	3760_0_0048f7
OG0003004	PLAZA_proteome.selected_transcript.ppe	ONH94859	Prupe.7G035800.1
OG0003005	OrthoDB_Prunus_persica_Lovell	ONH95303	3760_0_004f30
OG0003005	PLAZA_proteome.selected_transcript.ppe	ONH95303	Prupe.7G062300.1
OG0003005	OrthoDB_Prunus_persica_Lovell	ONH95265	3760_0_004d7d
OG0003005	PLAZA_proteome.selected_transcript.ppe	ONH95265	Prupe.7G060200.1
OG0003007	OrthoDB_Prunus_persica_Lovell	ONH96366, ONH96369, ONH96368, ONH96367	3760_0_004bb9
OG0003007	PLAZA_proteome.selected_transcript.ppe	ONH96366, ONH96369, ONH96368, ONH96367	Prupe.7G123900.2
OG0003008	OrthoDB_Prunus_persica_Lovell	ONH95394, ONH95396, ONH95397, ONH95395	3760_0_0049d3
OG0003008	PLAZA_proteome.selected_transcript.ppe	ONH95394, ONH95396, ONH95397, ONH95395	Prupe.7G067800.2
OG0003009	PLAZA_proteome.selected_transcript.ppe	ONH95833	Prupe.7G091500.2
OG0003009	OrthoDB_Prunus_persica_Lovell	ONH95833	3760_0_004f0d
OG0003009	OrthoDB_Prunus_persica_Lovell	ONH95832	3760_0_0059e8
OG0003010	OrthoDB_Prunus_persica_Lovell	ONH95346, ONH95345, ONH95344, ONH95347	3760_0_004a30
OG0003010	PLAZA_proteome.selected_transcript.ppe	ONH95346, ONH95345, ONH95344, ONH95347	Prupe.7G065700.1
OG0003011	OrthoDB_Prunus_persica_Lovell	ONH96616	3760_0_004d52
OG0003011	PLAZA_proteome.selected_transcript.ppe	ONH96616	Prupe.7G141200.1
OG0003011	PLAZA_proteome.selected_transcript.ppe	ONH96615	Prupe.7G141100.1
OG0003011	OrthoDB_Prunus_persica_Lovell	ONH96615	3760_0_004b3a
OG0003012	OrthoDB_Prunus_persica_Lovell	ONH94645, ONH94647, ONH94646, ONH94644	3760_0_004d88
OG0003012	PLAZA_proteome.selected_transcript.ppe	ONH94645, ONH94647, ONH94646, ONH94644	Prupe.7G024900.2
OG0003013	OrthoDB_Prunus_persica_Lovell	ONH97303	3760_0_005002
OG0003013	PLAZA_proteome.selected_transcript.ppe	ONH97303	Prupe.7G182800.1
OG0003013	OrthoDB_Prunus_persica_Lovell	ONH97302	3760_0_004842
OG0003013	PLAZA_proteome.selected_transcript.ppe	ONH97302	Prupe.7G182700.1
OG0003014	OrthoDB_Prunus_persica_Lovell	ONH95717, ONH95719, ONH95718	3760_0_004fae
OG0003014	PLAZA_proteome.selected_transcript.ppe	ONH95717	Prupe.7G087200.1
OG0003014	PLAZA_proteome.selected_transcript.ppe	ONH95719, ONH95718	Prupe.7G087300.1
OG0003015	OrthoDB_Prunus_persica_Lovell	ONH94271	3760_0_004dd1
OG0003015	PLAZA_proteome.selected_transcript.ppe	ONH94271	Prupe.7G007000.1
OG0003015	OrthoDB_Prunus_persica_Lovell	ONH94277	3760_0_005046
OG0003015	PLAZA_proteome.selected_transcript.ppe	ONH94277	Prupe.7G007500.1
OG0003016	OrthoDB_Prunus_persica_Lovell	ONH94780	3760_0_004801
OG0003016	PLAZA_proteome.selected_transcript.ppe	ONH94780	Prupe.7G030000.1
OG0003016	OrthoDB_Prunus_persica_Lovell	ONH94773	3760_0_004fad
OG0003016	PLAZA_proteome.selected_transcript.ppe	ONH94773	Prupe.7G029300.1
OG0003017	OrthoDB_Prunus_persica_Lovell	ONI14468, ONI14467, ONI14465, ONI14466	3760_0_002b6c
OG0003017	PLAZA_proteome.selected_transcript.ppe	ONI14468, ONI14467, ONI14465, ONI14466	Prupe.4G281900.2
OG0003018	OrthoDB_Prunus_persica_Lovell	ONI11455, ONI11457, ONI11456, ONI11458	3760_0_00299e
OG0003018	PLAZA_proteome.selected_transcript.ppe	ONI11455, ONI11457, ONI11456, ONI11458	Prupe.4G107300.3
OG0003019	OrthoDB_Prunus_persica_Lovell	ONI11254	3760_0_00308e
OG0003019	PLAZA_proteome.selected_transcript.ppe	ONI11254	Prupe.4G096000.1
OG0003019	OrthoDB_Prunus_persica_Lovell	ONI11255	3760_0_003199
OG0003019	PLAZA_proteome.selected_transcript.ppe	ONI11255	Prupe.4G096100.1
OG0003020	OrthoDB_Prunus_persica_Lovell	ONI13184, ONI13187, ONI13186, ONI13185	3760_0_0029cb
OG0003020	PLAZA_proteome.selected_transcript.ppe	ONI13184, ONI13187, ONI13186, ONI13185	Prupe.4G208600.2
OG0003022	OrthoDB_Prunus_persica_Lovell	ONI13641, ONI13639, ONI13642, ONI13640	3760_0_002ebd
OG0003022	PLAZA_proteome.selected_transcript.ppe	ONI13641, ONI13639, ONI13642, ONI13640	Prupe.4G234600.2
OG0003023	OrthoDB_Prunus_persica_Lovell	ONI13298, ONI13300, ONI13301, ONI13299	3760_0_002db6
OG0003023	PLAZA_proteome.selected_transcript.ppe	ONI13298, ONI13300, ONI13301, ONI13299	Prupe.4G214200.2
OG0003024	OrthoDB_Prunus_persica_Lovell	ONI11178, ONI11180, ONI11181, ONI11179	3760_0_003120
OG0003024	PLAZA_proteome.selected_transcript.ppe	ONI11178, ONI11180, ONI11181, ONI11179	Prupe.4G091300.3
OG0003025	OrthoDB_Prunus_persica_Lovell	ONI12298, ONI12301, ONI12300, ONI12299	3760_0_0029fc
OG0003025	PLAZA_proteome.selected_transcript.ppe	ONI12298, ONI12301, ONI12300, ONI12299	Prupe.4G156300.1
OG0003026	OrthoDB_Prunus_persica_Lovell	ONI12443	3760_0_002d9c
OG0003026	PLAZA_proteome.selected_transcript.ppe	ONI12443	Prupe.4G165100.1
OG0003026	OrthoDB_Prunus_persica_Lovell	ONI12442	3760_0_002d4b
OG0003026	PLAZA_proteome.selected_transcript.ppe	ONI12442	Prupe.4G165000.1
OG0003027	OrthoDB_Prunus_persica_Lovell	ONI13802, ONI13800, ONI13799, ONI13801	3760_0_002b82
OG0003027	PLAZA_proteome.selected_transcript.ppe	ONI13802, ONI13800, ONI13799, ONI13801	Prupe.4G245900.2
OG0003029	OrthoDB_Prunus_persica_Lovell	ONI12080, ONI12081, ONI12079, ONI12082	3760_0_002ce5
OG0003029	PLAZA_proteome.selected_transcript.ppe	ONI12080, ONI12081, ONI12079, ONI12082	Prupe.4G143400.4
OG0003030	OrthoDB_Prunus_persica_Lovell	ONI10679, ONI10685, ONI10686, ONI10684	3760_0_003225
OG0003030	PLAZA_proteome.selected_transcript.ppe	ONI10679, ONI10685, ONI10686, ONI10684	Prupe.4G061800.6
OG0003031	OrthoDB_Prunus_persica_Lovell	ONI11477	3760_0_002aed
OG0003031	PLAZA_proteome.selected_transcript.ppe	ONI11477	Prupe.4G108100.1
OG0003031	OrthoDB_Prunus_persica_Lovell	ONI11476	3760_0_002c6a
OG0003031	PLAZA_proteome.selected_transcript.ppe	ONI11476	Prupe.4G108000.1
OG0003032	OrthoDB_Prunus_persica_Lovell	ONI13270, ONI13271, ONI13268, ONI13269	3760_0_002a28
OG0003032	PLAZA_proteome.selected_transcript.ppe	ONI13270, ONI13271, ONI13268, ONI13269	Prupe.4G212800.2
OG0003033	OrthoDB_Prunus_persica_Lovell	ONI10705, ONI10706, ONI10707, ONI10708	3760_0_0030fb
OG0003033	PLAZA_proteome.selected_transcript.ppe	ONI10705, ONI10706, ONI10707, ONI10708	Prupe.4G062500.1
OG0003034	PLAZA_proteome.selected_transcript.ppe	ONI13056, ONI13055, ONI13054	Prupe.4G200300.1
OG0003034	OrthoDB_Prunus_persica_Lovell	ONI13056	3760_0_00560a
OG0003034	OrthoDB_Prunus_persica_Lovell	ONI13055, ONI13054	3760_0_003150
OG0003035	OrthoDB_Prunus_persica_Lovell	ONI10465, ONI10466, ONI10467, ONI10468	3760_0_002a95
OG0003035	PLAZA_proteome.selected_transcript.ppe	ONI10465, ONI10466, ONI10467, ONI10468	Prupe.4G049100.2
OG0003036	OrthoDB_Prunus_persica_Lovell	ONI13078, ONI13077, ONI13079, ONI13080	3760_0_00329f
OG0003036	PLAZA_proteome.selected_transcript.ppe	ONI13078, ONI13077, ONI13079, ONI13080	Prupe.4G201100.2
OG0003037	OrthoDB_Prunus_persica_Lovell	ONI10222, ONI10221, ONI10220, ONI10219	3760_0_0030c2
OG0003037	PLAZA_proteome.selected_transcript.ppe	ONI10222, ONI10221, ONI10220, ONI10219	Prupe.4G035200.1
OG0003038	OrthoDB_Prunus_persica_Lovell	ONI12655, ONI12656, ONI12654, ONI12653	3760_0_0032b0
OG0003038	PLAZA_proteome.selected_transcript.ppe	ONI12655, ONI12656, ONI12654, ONI12653	Prupe.4G177400.2
OG0003039	OrthoDB_Prunus_persica_Lovell	ONI10276	3760_0_002f43
OG0003039	PLAZA_proteome.selected_transcript.ppe	ONI10276	Prupe.4G038200.1
OG0003039	OrthoDB_Prunus_persica_Lovell	ONI12876	3760_0_002b77
OG0003039	PLAZA_proteome.selected_transcript.ppe	ONI12876	Prupe.4G188900.1
OG0003040	OrthoDB_Prunus_persica_Lovell	ONI12344, ONI12345, ONI12347, ONI12346	3760_0_002b10
OG0003040	PLAZA_proteome.selected_transcript.ppe	ONI12344, ONI12345, ONI12347, ONI12346	Prupe.4G158300.3
OG0003041	PLAZA_proteome.selected_transcript.ppe	ONI13506, ONI13505, ONI13504, ONI13503, ONI13507	Prupe.4G226600.2
OG0003042	OrthoDB_Prunus_persica_Lovell	ONI10284, ONI10283, ONI10282, ONI10281	3760_0_002dc5
OG0003042	PLAZA_proteome.selected_transcript.ppe	ONI10284, ONI10283, ONI10282, ONI10281	Prupe.4G038500.2
OG0003043	OrthoDB_Prunus_persica_Lovell	ONI10306, ONI10304, ONI10305, ONI10303	3760_0_002f51
OG0003043	PLAZA_proteome.selected_transcript.ppe	ONI10306, ONI10304, ONI10305, ONI10303	Prupe.4G039800.5
OG0003044	OrthoDB_Prunus_persica_Lovell	ONI14506	3760_0_003194
OG0003044	PLAZA_proteome.selected_transcript.ppe	ONI14506	Prupe.4G283900.1
OG0003044	OrthoDB_Prunus_persica_Lovell	ONI14518	3760_0_002c46
OG0003044	PLAZA_proteome.selected_transcript.ppe	ONI14518	Prupe.4G284700.1
OG0003045	OrthoDB_Prunus_persica_Lovell	ONI11257	3760_0_00314b
OG0003045	PLAZA_proteome.selected_transcript.ppe	ONI11257	Prupe.4G096300.1
OG0003045	OrthoDB_Prunus_persica_Lovell	ONI11258	3760_0_00296d
OG0003045	PLAZA_proteome.selected_transcript.ppe	ONI11258	Prupe.4G096400.1
OG0003046	OrthoDB_Prunus_persica_Lovell	ONI10113	3760_0_002fb2
OG0003046	PLAZA_proteome.selected_transcript.ppe	ONI10113	Prupe.4G027800.1
OG0003046	OrthoDB_Prunus_persica_Lovell	ONI10112	3760_0_002c54
OG0003046	PLAZA_proteome.selected_transcript.ppe	ONI10112	Prupe.4G027700.1
OG0003047	OrthoDB_Prunus_persica_Lovell	ONI10201, ONI10198, ONI10199, ONI10200	3760_0_003212
OG0003047	PLAZA_proteome.selected_transcript.ppe	ONI10201, ONI10198, ONI10199, ONI10200	Prupe.4G034500.2
OG0003048	OrthoDB_Prunus_persica_Lovell	ONI11232	3760_0_002d91
OG0003048	PLAZA_proteome.selected_transcript.ppe	ONI11232	Prupe.4G094200.1
OG0003048	OrthoDB_Prunus_persica_Lovell	ONI11233	3760_0_002bd1
OG0003048	PLAZA_proteome.selected_transcript.ppe	ONI11233	Prupe.4G094300.1
OG0003050	OrthoDB_Prunus_persica_Lovell	ONI11361	3760_0_002cce
OG0003050	OrthoDB_Prunus_persica_Lovell	ONI11357, ONI11362	3760_0_002e52
OG0003050	PLAZA_proteome.selected_transcript.ppe	ONI11357, ONI11362	Prupe.4G103600.2
OG0003051	OrthoDB_Prunus_persica_Lovell	ONI11481, ONI11479, ONI11478, ONI11480	3760_0_002ff0
OG0003051	PLAZA_proteome.selected_transcript.ppe	ONI11481, ONI11479, ONI11478, ONI11480	Prupe.4G108200.1
OG0003052	OrthoDB_Prunus_persica_Lovell	ONI14124, ONI14123, ONI14126, ONI14127	3760_0_002ce2
OG0003052	PLAZA_proteome.selected_transcript.ppe	ONI14124, ONI14123, ONI14126, ONI14127	Prupe.4G263800.4
OG0003054	OrthoDB_Prunus_persica_Lovell	ONI13733	3760_0_002e96
OG0003054	PLAZA_proteome.selected_transcript.ppe	ONI13733	Prupe.4G241900.1
OG0003054	OrthoDB_Prunus_persica_Lovell	ONI13734	3760_0_002a14
OG0003054	PLAZA_proteome.selected_transcript.ppe	ONI13734	Prupe.4G242000.1
OG0003055	OrthoDB_Prunus_persica_Lovell	ONI10206, ONI10205, ONI10204, ONI10207	3760_0_0032bf
OG0003055	PLAZA_proteome.selected_transcript.ppe	ONI10206, ONI10205, ONI10204, ONI10207	Prupe.4G034800.1
OG0003056	OrthoDB_Prunus_persica_Lovell	ONI09631, ONI09628, ONI09629, ONI09630	3760_0_00308d
OG0003056	PLAZA_proteome.selected_transcript.ppe	ONI09631, ONI09628, ONI09629, ONI09630	Prupe.4G000800.1
OG0003057	OrthoDB_Prunus_persica_Lovell	ONI09786	3760_0_003061
OG0003057	PLAZA_proteome.selected_transcript.ppe	ONI09786	Prupe.4G009500.2
OG0003057	OrthoDB_Prunus_persica_Lovell	ONI09785	3760_0_002c25
OG0003057	PLAZA_proteome.selected_transcript.ppe	ONI09785	Prupe.4G009400.1
OG0003058	OrthoDB_Prunus_persica_Lovell	ONI11594, ONI11592, ONI11593, ONI11591	3760_0_002fe1
OG0003058	PLAZA_proteome.selected_transcript.ppe	ONI11594, ONI11592, ONI11593, ONI11591	Prupe.4G115100.2
OG0003059	OrthoDB_Prunus_persica_Lovell	ONI10829, ONI10832, ONI10830, ONI10831	3760_0_003171
OG0003059	PLAZA_proteome.selected_transcript.ppe	ONI10829, ONI10832, ONI10830, ONI10831	Prupe.4G070500.1
OG0003060	OrthoDB_Prunus_persica_Lovell	ONI12407	3760_0_002ae7
OG0003060	PLAZA_proteome.selected_transcript.ppe	ONI12407	Prupe.4G162800.1
OG0003060	OrthoDB_Prunus_persica_Lovell	ONI12408	3760_0_002de4
OG0003060	PLAZA_proteome.selected_transcript.ppe	ONI12408	Prupe.4G162900.1
OG0003061	OrthoDB_Prunus_persica_Lovell	ONI09844	3760_0_002c3f
OG0003061	PLAZA_proteome.selected_transcript.ppe	ONI09844	Prupe.4G013200.1
OG0003061	OrthoDB_Prunus_persica_Lovell	ONI13354	3760_0_002da6
OG0003061	PLAZA_proteome.selected_transcript.ppe	ONI13354	Prupe.4G217000.1
OG0003062	OrthoDB_Prunus_persica_Lovell	ONI10060, ONI10062, ONI10059, ONI10061	3760_0_00326c
OG0003062	PLAZA_proteome.selected_transcript.ppe	ONI10060, ONI10062, ONI10059, ONI10061	Prupe.4G025600.3
OG0003063	OrthoDB_Prunus_persica_Lovell	ONI13811	3760_0_0030b2
OG0003063	PLAZA_proteome.selected_transcript.ppe	ONI13811	Prupe.4G246600.1
OG0003063	OrthoDB_Prunus_persica_Lovell	ONI13816	3760_0_002d55
OG0003063	PLAZA_proteome.selected_transcript.ppe	ONI13816	Prupe.4G247100.1
OG0003064	OrthoDB_Prunus_persica_Lovell	ONI13225	3760_0_002f19
OG0003064	PLAZA_proteome.selected_transcript.ppe	ONI13225	Prupe.4G211000.1
OG0003064	OrthoDB_Prunus_persica_Lovell	ONI13224	3760_0_002b9f
OG0003064	PLAZA_proteome.selected_transcript.ppe	ONI13224	Prupe.4G210900.1
OG0003066	OrthoDB_Prunus_persica_Lovell	ONI09990, ONI09992, ONI09989, ONI09991	3760_0_003005
OG0003066	PLAZA_proteome.selected_transcript.ppe	ONI09990, ONI09992, ONI09989, ONI09991	Prupe.4G022600.2
OG0003067	OrthoDB_Prunus_persica_Lovell	ONI10551, ONI10549, ONI10548, ONI10550	3760_0_0032a9
OG0003067	PLAZA_proteome.selected_transcript.ppe	ONI10551, ONI10549, ONI10548, ONI10550	Prupe.4G052800.1
OG0003068	OrthoDB_Prunus_persica_Lovell	ONI11050, ONI11052, ONI11053, ONI11051	3760_0_00308c
OG0003068	PLAZA_proteome.selected_transcript.ppe	ONI11050, ONI11052, ONI11053, ONI11051	Prupe.4G084900.2
OG0003069	OrthoDB_Prunus_persica_Lovell	ONI09814	3760_0_0029e7
OG0003069	PLAZA_proteome.selected_transcript.ppe	ONI09814	Prupe.4G010700.1
OG0003069	OrthoDB_Prunus_persica_Lovell	ONI09813	3760_0_0030a9
OG0003069	PLAZA_proteome.selected_transcript.ppe	ONI09813	Prupe.4G010600.1
OG0003070	OrthoDB_Prunus_persica_Lovell	ONI12922, ONI12924, ONI12925, ONI12923	3760_0_002bf5
OG0003070	PLAZA_proteome.selected_transcript.ppe	ONI12922, ONI12924, ONI12925, ONI12923	Prupe.4G192100.3
OG0003071	OrthoDB_Prunus_persica_Lovell	ONI11482, ONI11483, ONI11485, ONI11484	3760_0_003168
OG0003071	PLAZA_proteome.selected_transcript.ppe	ONI11482, ONI11483, ONI11485, ONI11484	Prupe.4G108300.2
OG0003072	OrthoDB_Prunus_persica_Lovell	ONI11161, ONI11162, ONI11163, ONI11160	3760_0_0029b8
OG0003072	PLAZA_proteome.selected_transcript.ppe	ONI11161, ONI11162, ONI11163, ONI11160	Prupe.4G090700.2
OG0003073	OrthoDB_Prunus_persica_Lovell	ONI13515	3760_0_002fac
OG0003073	PLAZA_proteome.selected_transcript.ppe	ONI13515	Prupe.4G227400.1
OG0003073	OrthoDB_Prunus_persica_Lovell	ONI13513	3760_0_002eb7
OG0003073	PLAZA_proteome.selected_transcript.ppe	ONI13513	Prupe.4G227200.1
OG0003074	OrthoDB_Prunus_persica_Lovell	ONI14258, ONI14257, ONI14256, ONI14255	3760_0_002aa9
OG0003074	PLAZA_proteome.selected_transcript.ppe	ONI14258, ONI14257, ONI14256, ONI14255	Prupe.4G271400.3
OG0003075	OrthoDB_Prunus_persica_Lovell	ONI12905	3760_0_002ded
OG0003075	PLAZA_proteome.selected_transcript.ppe	ONI12905	Prupe.4G191000.1
OG0003075	OrthoDB_Prunus_persica_Lovell	ONI12902	3760_0_002cc0
OG0003075	PLAZA_proteome.selected_transcript.ppe	ONI12902	Prupe.4G190700.1
OG0003076	OrthoDB_Prunus_persica_Lovell	ONI10712, ONI10710, ONI10709, ONI10711	3760_0_0029dc
OG0003076	PLAZA_proteome.selected_transcript.ppe	ONI10712, ONI10710, ONI10709, ONI10711	Prupe.4G062600.1
OG0003077	OrthoDB_Prunus_persica_Lovell	ONI14148, ONI14149, ONI14151, ONI14150	3760_0_003020
OG0003077	PLAZA_proteome.selected_transcript.ppe	ONI14148, ONI14149, ONI14151, ONI14150	Prupe.4G265100.1
OG0003078	OrthoDB_Prunus_persica_Lovell	ONI12487, ONI12486, ONI12488, ONI12485	3760_0_002daf
OG0003078	PLAZA_proteome.selected_transcript.ppe	ONI12487, ONI12486, ONI12488, ONI12485	Prupe.4G167700.2
OG0003079	OrthoDB_Prunus_persica_Lovell	ONI12328, ONI12327, ONI12325	3760_0_002df6
OG0003079	PLAZA_proteome.selected_transcript.ppe	ONI12328	Prupe.4G157500.1
OG0003079	PLAZA_proteome.selected_transcript.ppe	ONI12327, ONI12325	Prupe.4G157400.1
OG0003080	OrthoDB_Prunus_persica_Lovell	ONI13195, ONI13196, ONI13194, ONI13197	3760_0_002be6
OG0003080	PLAZA_proteome.selected_transcript.ppe	ONI13195, ONI13196, ONI13194, ONI13197	Prupe.4G209200.1
OG0003081	OrthoDB_Prunus_persica_Lovell	ONI11107, ONI11109, ONI11110, ONI11108	3760_0_002b24
OG0003081	PLAZA_proteome.selected_transcript.ppe	ONI11107, ONI11109, ONI11110, ONI11108	Prupe.4G088100.2
OG0003082	OrthoDB_Prunus_persica_Lovell	ONI11752, ONI11753, ONI11754, ONI11755	3760_0_002cff
OG0003082	PLAZA_proteome.selected_transcript.ppe	ONI11752, ONI11753, ONI11754, ONI11755	Prupe.4G123900.2
OG0003083	OrthoDB_Prunus_persica_Lovell	ONI12278, ONI12279, ONI12280, ONI12277	3760_0_002acc
OG0003083	PLAZA_proteome.selected_transcript.ppe	ONI12278, ONI12279, ONI12280, ONI12277	Prupe.4G155700.1
OG0003084	OrthoDB_Prunus_persica_Lovell	ONI12467	3760_0_0030d5
OG0003084	PLAZA_proteome.selected_transcript.ppe	ONI12467	Prupe.4G166700.1
OG0003084	OrthoDB_Prunus_persica_Lovell	ONI12319	3760_0_002e85
OG0003084	PLAZA_proteome.selected_transcript.ppe	ONI12319	Prupe.4G157000.1
OG0003085	OrthoDB_Prunus_persica_Lovell	ONI13951, ONI13952, ONI13954, ONI13953	3760_0_002e09
OG0003085	PLAZA_proteome.selected_transcript.ppe	ONI13951, ONI13952, ONI13954, ONI13953	Prupe.4G254300.2
OG0003086	OrthoDB_Prunus_persica_Lovell	ONI11559, ONI11560, ONI11558, ONI11557	3760_0_003016
OG0003086	PLAZA_proteome.selected_transcript.ppe	ONI11559, ONI11560, ONI11558, ONI11557	Prupe.4G113200.1
OG0003087	OrthoDB_Prunus_persica_Lovell	ONI10635	3760_0_002fc0
OG0003087	PLAZA_proteome.selected_transcript.ppe	ONI10635	Prupe.4G058700.1
OG0003087	OrthoDB_Prunus_persica_Lovell	ONI10637	3760_0_0030f9
OG0003087	PLAZA_proteome.selected_transcript.ppe	ONI10637	Prupe.4G058900.1
OG0003088	OrthoDB_Prunus_persica_Lovell	ONI13518, ONI13519, ONI13516, ONI13517	3760_0_00317c
OG0003088	PLAZA_proteome.selected_transcript.ppe	ONI13518, ONI13519, ONI13516, ONI13517	Prupe.4G227500.1
OG0003089	OrthoDB_Prunus_persica_Lovell	ONI14072, ONI14071, ONI14074, ONI14073	3760_0_002ce1
OG0003089	PLAZA_proteome.selected_transcript.ppe	ONI14072, ONI14071, ONI14074, ONI14073	Prupe.4G260500.3
OG0003090	OrthoDB_Prunus_persica_Lovell	ONI11570	3760_0_002fa9
OG0003090	PLAZA_proteome.selected_transcript.ppe	ONI11570	Prupe.4G113900.1
OG0003090	OrthoDB_Prunus_persica_Lovell	ONI11888	3760_0_002f45
OG0003090	PLAZA_proteome.selected_transcript.ppe	ONI11888	Prupe.4G132600.1
OG0003091	OrthoDB_Prunus_persica_Lovell	ONI10849, ONI10848, ONI10847, ONI10846	3760_0_00306c
OG0003091	PLAZA_proteome.selected_transcript.ppe	ONI10849, ONI10848, ONI10847, ONI10846	Prupe.4G071600.3
OG0003092	OrthoDB_Prunus_persica_Lovell	ONI10108	3760_0_002fa2
OG0003092	PLAZA_proteome.selected_transcript.ppe	ONI10108	Prupe.4G027300.1
OG0003092	OrthoDB_Prunus_persica_Lovell	ONI10109	3760_0_002d65
OG0003092	PLAZA_proteome.selected_transcript.ppe	ONI10109	Prupe.4G027400.1
OG0003093	OrthoDB_Prunus_persica_Lovell	ONI10878, ONI10876, ONI10877, ONI10875	3760_0_00299c
OG0003093	PLAZA_proteome.selected_transcript.ppe	ONI10878, ONI10876, ONI10877, ONI10875	Prupe.4G073900.2
OG0003094	OrthoDB_Prunus_persica_Lovell	ONI13904	3760_0_002a46
OG0003094	PLAZA_proteome.selected_transcript.ppe	ONI13904	Prupe.4G254000.1
OG0003094	OrthoDB_Prunus_persica_Lovell	ONI14065	3760_0_002e65
OG0003094	PLAZA_proteome.selected_transcript.ppe	ONI14065	Prupe.4G260000.1
OG0003095	OrthoDB_Prunus_persica_Lovell	ONI12358, ONI12355, ONI12357, ONI12356	3760_0_002a11
OG0003095	PLAZA_proteome.selected_transcript.ppe	ONI12358, ONI12355, ONI12357, ONI12356	Prupe.4G158700.2
OG0003096	OrthoDB_Prunus_persica_Lovell	ONI10618	3760_0_002f2b
OG0003096	PLAZA_proteome.selected_transcript.ppe	ONI10618	Prupe.4G057400.1
OG0003096	OrthoDB_Prunus_persica_Lovell	ONI10617	3760_0_002ac9
OG0003096	PLAZA_proteome.selected_transcript.ppe	ONI10617	Prupe.4G057300.1
OG0003098	OrthoDB_Prunus_persica_Lovell	ONI14035, ONI14036, ONI14037, ONI14034	3760_0_002bd5
OG0003098	PLAZA_proteome.selected_transcript.ppe	ONI14035, ONI14036, ONI14037, ONI14034	Prupe.4G258800.1
OG0003099	OrthoDB_Prunus_persica_Lovell	ONI14215, ONI14214, ONI14216, ONI14217	3760_0_003038
OG0003099	PLAZA_proteome.selected_transcript.ppe	ONI14215, ONI14214, ONI14216, ONI14217	Prupe.4G269400.2
OG0003100	OrthoDB_Prunus_persica_Lovell	ONI10774, ONI10772, ONI10773, ONI10771	3760_0_002bc3
OG0003100	PLAZA_proteome.selected_transcript.ppe	ONI10774, ONI10772, ONI10773, ONI10771	Prupe.4G067700.1
OG0003101	OrthoDB_Prunus_persica_Lovell	ONI14501, ONI14502, ONI14500, ONI14503	3760_0_0031b0
OG0003101	PLAZA_proteome.selected_transcript.ppe	ONI14501, ONI14502, ONI14500, ONI14503	Prupe.4G283600.2
OG0003102	OrthoDB_Prunus_persica_Lovell	ONI12490	3760_0_0030be
OG0003102	PLAZA_proteome.selected_transcript.ppe	ONI12490	Prupe.4G167800.1
OG0003102	OrthoDB_Prunus_persica_Lovell	ONI12491	3760_0_002d22
OG0003102	PLAZA_proteome.selected_transcript.ppe	ONI12491	Prupe.4G167900.1
OG0003103	OrthoDB_Prunus_persica_Lovell	ONI11640	3760_0_002fc3
OG0003103	PLAZA_proteome.selected_transcript.ppe	ONI11640	Prupe.4G117800.1
OG0003103	OrthoDB_Prunus_persica_Lovell	ONI11638	3760_0_003302
OG0003103	PLAZA_proteome.selected_transcript.ppe	ONI11638	Prupe.4G117600.1
OG0003104	OrthoDB_Prunus_persica_Lovell	ONI13292	3760_0_002fe2
OG0003104	PLAZA_proteome.selected_transcript.ppe	ONI13292	Prupe.4G213800.1
OG0003104	OrthoDB_Prunus_persica_Lovell	ONI09970	3760_0_003026
OG0003104	PLAZA_proteome.selected_transcript.ppe	ONI09970	Prupe.4G021300.1
OG0003105	OrthoDB_Prunus_persica_Lovell	ONI10632	3760_0_002e0e
OG0003105	PLAZA_proteome.selected_transcript.ppe	ONI10632	Prupe.4G058400.1
OG0003105	OrthoDB_Prunus_persica_Lovell	ONI12542	3760_0_003155
OG0003105	PLAZA_proteome.selected_transcript.ppe	ONI12542	Prupe.4G170500.1
OG0003106	OrthoDB_Prunus_persica_Lovell	ONI13063	3760_0_002d3e
OG0003106	PLAZA_proteome.selected_transcript.ppe	ONI13063	Prupe.4G200700.1
OG0003106	OrthoDB_Prunus_persica_Lovell	ONI10134	3760_0_002d72
OG0003106	PLAZA_proteome.selected_transcript.ppe	ONI10134	Prupe.4G029500.1
OG0003107	OrthoDB_Prunus_persica_Lovell	ONI11861, ONI11860, ONI11863, ONI11862	3760_0_0031a9
OG0003107	PLAZA_proteome.selected_transcript.ppe	ONI11861, ONI11860, ONI11863, ONI11862	Prupe.4G130500.2
OG0003108	OrthoDB_Prunus_persica_Lovell	ONI12135	3760_0_002c5a
OG0003108	PLAZA_proteome.selected_transcript.ppe	ONI12135	Prupe.4G147400.1
OG0003108	OrthoDB_Prunus_persica_Lovell	ONI12125	3760_0_0029f7
OG0003108	PLAZA_proteome.selected_transcript.ppe	ONI12125	Prupe.4G146400.1
OG0003109	OrthoDB_Prunus_persica_Lovell	ONI11553, ONI11556, ONI11555, ONI11554	3760_0_002d90
OG0003109	PLAZA_proteome.selected_transcript.ppe	ONI11553, ONI11556, ONI11555, ONI11554	Prupe.4G113100.1
OG0003110	OrthoDB_Prunus_persica_Lovell	ONI09842	3760_0_002d61
OG0003110	PLAZA_proteome.selected_transcript.ppe	ONI09842	Prupe.4G013000.1
OG0003110	OrthoDB_Prunus_persica_Lovell	ONI13443	3760_0_002a58
