Orthogroup	Species	OrthoDB_Prunus_persica_Lovell	Orthologs
OG0000740	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0035ee	ONI05362, ONI05364, ONI05360, ONI05361, ONI05366, ONI05363, ONI05365, ONI05359
OG0000741	PLAZA_proteome.selected_transcript.ppe	3760_0_003468	Prupe.5G025000.2
OG0000741	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003468	ONI05810, ONI05811
OG0000741	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0036dc	ONI05813
OG0000741	PLAZA_proteome.selected_transcript.ppe	3760_0_0036dc	Prupe.5G025200.1
OG0000741	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003729	ONI05812
OG0000741	PLAZA_proteome.selected_transcript.ppe	3760_0_003729	Prupe.5G025100.1
OG0000742	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00381f	ONI08789, ONI08788
OG0000742	PLAZA_proteome.selected_transcript.ppe	3760_0_00381f	Prupe.5G200800.2
OG0000742	PLAZA_proteome.selected_transcript.ppe	3760_0_003b22	Prupe.5G200500.2
OG0000742	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003b22	ONI08786, ONI08782, ONI08783
OG0000743	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003a49	ONI07312, ONI07314, ONI07315, ONI07316, ONI07311, ONI07313
OG0000743	PLAZA_proteome.selected_transcript.ppe	3760_0_003a49	Prupe.5G112800.1, Prupe.5G112900.1, Prupe.5G112700.2
OG0000744	PLAZA_proteome.selected_transcript.ppe	3760_0_003899	Prupe.5G027200.2
OG0000744	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003899	ONI05860, ONI05859, ONI05865, ONI05866, ONI05864, ONI05863, ONI05861, ONI05862
OG0000745	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001ea2	ONI22145
OG0000745	PLAZA_proteome.selected_transcript.ppe	3760_0_001ea2	Prupe.2G110200.1
OG0000745	PLAZA_proteome.selected_transcript.ppe	3760_0_0034ee	Prupe.5G041700.4
OG0000745	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0034ee	ONI06120, ONI06119, ONI06116, ONI06118, ONI06117
OG0000746	PLAZA_proteome.selected_transcript.ppe	3760_0_001c29	Prupe.2G323200.1
OG0000746	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001c29	ONI25847, ONI25848
OG0000746	PLAZA_proteome.selected_transcript.ppe	3760_0_003a07	Prupe.5G019600.2
OG0000746	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003a07	ONI05696, ONI05694, ONI05695
OG0000747	PLAZA_proteome.selected_transcript.ppe	3760_0_0037f9	Prupe.5G171900.2
OG0000747	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0037f9	ONI08327, ONI08328, ONI08329, ONI08332, ONI08326, ONI08333, ONI08330, ONI08331
OG0000748	PLAZA_proteome.selected_transcript.ppe	3760_0_003a09	Prupe.5G107200.2
OG0000748	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003a09	ONI07228, ONI07227, ONI07230, ONI07229, ONI07232, ONI07231, ONI07234, ONI07233
OG0000749	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001bc7	ONI23208
OG0000749	PLAZA_proteome.selected_transcript.ppe	3760_0_001bc7	Prupe.2G175200.1
OG0000749	PLAZA_proteome.selected_transcript.ppe	3760_0_0042fd	Prupe.6G090400.1
OG0000749	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0042fd	ONI00468
OG0000749	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00393e	ONI07196
OG0000749	PLAZA_proteome.selected_transcript.ppe	3760_0_00393e	Prupe.5G105500.1
OG0000750	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0035a5	ONI06945
OG0000750	PLAZA_proteome.selected_transcript.ppe	3760_0_0035a5	Prupe.5G090900.1
OG0000750	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00343e	ONI06947
OG0000750	PLAZA_proteome.selected_transcript.ppe	3760_0_00343e	Prupe.5G091100.1
OG0000750	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_000943, 3760_0_003753	ONI06831
OG0000750	PLAZA_proteome.selected_transcript.ppe	3760_0_000943, 3760_0_003753	Prupe.5G083900.1
OG0000751	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0002f5, 3760_0_000f95, 3760_0_005682, 3760_0_00331d, 3760_0_0010ea	ONH95964
OG0000751	PLAZA_proteome.selected_transcript.ppe	3760_0_0002f5, 3760_0_000f95, 3760_0_005682, 3760_0_00331d, 3760_0_0010ea	Prupe.7G098600.1
OG0000751	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0036c5	ONI09595
OG0000751	PLAZA_proteome.selected_transcript.ppe	3760_0_0036c5	Prupe.5G246300.1
OG0000752	PLAZA_proteome.selected_transcript.ppe	3760_0_0035e6	Prupe.5G234800.2
OG0000752	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0035e6	ONI09371, ONI09375, ONI09372, ONI09377, ONI09376, ONI09373, ONI09370, ONI09374
OG0000753	PLAZA_proteome.selected_transcript.ppe	3760_0_004081	Prupe.6G096400.2
OG0000753	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004081	ONI00578, ONI00579
OG0000753	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004268	ONI00601
OG0000753	PLAZA_proteome.selected_transcript.ppe	3760_0_004268	Prupe.6G097300.1
OG0000753	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003ac9	ONI09053
OG0000753	PLAZA_proteome.selected_transcript.ppe	3760_0_003ac9	Prupe.5G214700.1
OG0000754	PLAZA_proteome.selected_transcript.ppe	3760_0_0047db	Prupe.7G253100.4
OG0000754	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0047db	ONH98539, ONH98540
OG0000754	PLAZA_proteome.selected_transcript.ppe	3760_0_001afd	Prupe.2G038700.2
OG0000754	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001afd	ONI20892, ONI20890, ONI20891, ONI20893
OG0000755	PLAZA_proteome.selected_transcript.ppe	3760_0_003e79	Prupe.6G051000.2
OG0000755	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003e79	ONH99795, ONH99794
OG0000755	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002b79	ONI11682
OG0000755	PLAZA_proteome.selected_transcript.ppe	3760_0_002b79	Prupe.4G120500.1
OG0000755	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00148a	ONI24692
OG0000755	PLAZA_proteome.selected_transcript.ppe	3760_0_00148a	Prupe.2G255500.1
OG0000756	PLAZA_proteome.selected_transcript.ppe	3760_0_00139d	Prupe.2G049700.2
OG0000756	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00139d	ONI21093, ONI21091, ONI21092, ONI21090, ONI21094, ONI21096, ONI21095, ONI21089
OG0000757	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003cba	ONI00294, ONI00293
OG0000757	PLAZA_proteome.selected_transcript.ppe	3760_0_001aff	Prupe.6G080700.2
OG0000757	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001aff	ONI00292, ONI00289, ONI00290, ONI24295, ONI00291
OG0000758	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001413	ONI25152
OG0000758	PLAZA_proteome.selected_transcript.ppe	3760_0_001413	Prupe.2G284500.1
OG0000758	PLAZA_proteome.selected_transcript.ppe	3760_0_001cea, 3760_0_001595	Prupe.2G285200.2
OG0000758	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001cea	ONI25160
OG0000758	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001595	ONI25161, ONI25162, ONI25159
OG0000759	PLAZA_proteome.selected_transcript.ppe	3760_0_0016d5	Prupe.2G004500.2
OG0000759	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0016d5	ONI20242, ONI20241, ONI20239, ONI20240, ONI20244, ONI20245, ONI20243, ONI20246
OG0000760	PLAZA_proteome.selected_transcript.ppe	3760_0_001c14	Prupe.2G222600.2
OG0000760	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001c14	ONI24079, ONI24081, ONI24080
OG0000760	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00144e	ONI24086
OG0000760	PLAZA_proteome.selected_transcript.ppe	3760_0_00144e	Prupe.2G223000.1
OG0000761	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004485	ONI01624
OG0000761	PLAZA_proteome.selected_transcript.ppe	3760_0_004485	Prupe.6G149500.1
OG0000761	PLAZA_proteome.selected_transcript.ppe	3760_0_0048de	Prupe.7G087600.2
OG0000761	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0048de	ONH95722, ONH95724
OG0000761	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001528	ONI21449
OG0000761	PLAZA_proteome.selected_transcript.ppe	3760_0_001528	Prupe.2G066200.1
OG0000762	PLAZA_proteome.selected_transcript.ppe	3760_0_0059f4	Prupe.6G083600.1
OG0000762	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0059f4	ONI24218
OG0000762	PLAZA_proteome.selected_transcript.ppe	3760_0_003bf0, 3760_0_001963	Prupe.2G230100.1
OG0000762	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003bf0	ONI24216
OG0000762	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001963	ONI00341
OG0000763	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00194d	ONI24019
OG0000763	PLAZA_proteome.selected_transcript.ppe	3760_0_00194d	Prupe.2G219400.1
OG0000763	PLAZA_proteome.selected_transcript.ppe	3760_0_001ea6	Prupe.2G216400.2
OG0000763	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001ea6	ONI23925, ONI23923, ONI23926, ONI23924, ONI23922
OG0000764	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0019e0	ONI21682
OG0000764	PLAZA_proteome.selected_transcript.ppe	3760_0_0019e0	Prupe.2G080900.1
OG0000764	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00177f	ONI21676
OG0000764	PLAZA_proteome.selected_transcript.ppe	3760_0_00177f	Prupe.2G080300.1
OG0000764	PLAZA_proteome.selected_transcript.ppe	3760_0_001833	Prupe.2G081100.2
OG0000764	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001833	ONI21684, ONI21685
OG0000765	PLAZA_proteome.selected_transcript.ppe	3760_0_00187c	Prupe.2G049600.2
OG0000765	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00187c	ONI21087, ONI21083, ONI21086, ONI21081, ONI21085, ONI21084, ONI21088, ONI21082
OG0000766	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001490	ONI25068, ONI25075, ONI25074, ONI25070, ONI25071, ONI25072, ONI25073
OG0000766	PLAZA_proteome.selected_transcript.ppe	3760_0_001490	Prupe.2G278400.1, Prupe.2G278600.1
OG0000767	PLAZA_proteome.selected_transcript.ppe	3760_0_001a42	Prupe.2G023000.2
OG0000767	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001a42	ONI20569, ONI20573, ONI20575, ONI20574, ONI20568, ONI20572, ONI20571, ONI20570
OG0000768	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001a82	ONI22221
OG0000768	PLAZA_proteome.selected_transcript.ppe	3760_0_001a82	Prupe.2G115200.1
OG0000768	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0041ad	ONI02253
OG0000768	PLAZA_proteome.selected_transcript.ppe	3760_0_0041ad	Prupe.6G187300.1
OG0000768	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003b11	ONI22224, ONI22223, ONI22222
OG0000769	PLAZA_proteome.selected_transcript.ppe	3760_0_003f38	Prupe.6G014400.2
OG0000769	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003f38	ONH99150, ONH99149
OG0000769	PLAZA_proteome.selected_transcript.ppe	3760_0_001a3e	Prupe.2G003400.1
OG0000769	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001a3e	ONI20211, ONI20209, ONI20210
OG0000770	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001d71	ONI21841
OG0000770	PLAZA_proteome.selected_transcript.ppe	3760_0_001d71	Prupe.2G092900.1
OG0000770	PLAZA_proteome.selected_transcript.ppe	3760_0_004413	Prupe.6G061000.1
OG0000770	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004413	ONH99986
OG0000770	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0013c1	ONI21833
OG0000770	PLAZA_proteome.selected_transcript.ppe	3760_0_0013c1	Prupe.2G092300.1
OG0000771	PLAZA_proteome.selected_transcript.ppe	3760_0_00140d	Prupe.2G052800.1
OG0000771	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00140d	ONI21201
OG0000771	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001e0e	ONI21200
OG0000771	PLAZA_proteome.selected_transcript.ppe	3760_0_001e0e	Prupe.2G052700.1
OG0000771	PLAZA_proteome.selected_transcript.ppe	3760_0_001d93	Prupe.2G052900.2
OG0000771	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001d93	ONI21203, ONI21202
OG0000772	PLAZA_proteome.selected_transcript.ppe	3760_0_001e7e	Prupe.2G263200.2
OG0000772	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001e7e	ONI24808, ONI24803, ONI24805, ONI24809, ONI24807, ONI24802, ONI24806, ONI24804
OG0000773	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001d41	ONI22242
OG0000773	PLAZA_proteome.selected_transcript.ppe	3760_0_001d41	Prupe.2G116300.1
OG0000773	PLAZA_proteome.selected_transcript.ppe	3760_0_0016eb	Prupe.2G116000.1
OG0000773	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0016eb	ONI22233
OG0000774	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0019ac	ONI21786
OG0000774	PLAZA_proteome.selected_transcript.ppe	3760_0_0019ac	Prupe.2G089000.3
OG0000774	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001e3e	ONI21783
OG0000774	PLAZA_proteome.selected_transcript.ppe	3760_0_001e3e	Prupe.2G088900.1
OG0000774	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0014d4	ONI21778
OG0000774	PLAZA_proteome.selected_transcript.ppe	3760_0_0014d4	Prupe.2G088400.2
OG0000775	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0014b8	ONI23705
OG0000775	PLAZA_proteome.selected_transcript.ppe	3760_0_0014b8	Prupe.2G202900.1
OG0000775	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001d03	ONI23706
OG0000775	PLAZA_proteome.selected_transcript.ppe	3760_0_001d03	Prupe.2G203000.1
OG0000775	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0013f6	ONI23704
OG0000775	PLAZA_proteome.selected_transcript.ppe	3760_0_0013f6	Prupe.2G202800.1
OG0000776	PLAZA_proteome.selected_transcript.ppe	3760_0_003c82	Prupe.6G075100.1
OG0000776	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003c82	ONI00209
OG0000776	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003e86	ONI03428
OG0000776	PLAZA_proteome.selected_transcript.ppe	3760_0_003e86	Prupe.6G256500.1
OG0000776	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0016b1	ONI24377
OG0000776	PLAZA_proteome.selected_transcript.ppe	3760_0_0016b1	Prupe.2G237000.1
OG0000777	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0026a1	ONI16601
OG0000777	PLAZA_proteome.selected_transcript.ppe	3760_0_0026a1	Prupe.3G109300.1
OG0000777	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002047	ONI16604, ONI21244, ONI16598
OG0000777	PLAZA_proteome.selected_transcript.ppe	3760_0_002047	Prupe.3G109600.1, Prupe.2G055100.1, Prupe.3G109000.1
OG0000778	PLAZA_proteome.selected_transcript.ppe	3760_0_004247	Prupe.6G079200.2
OG0000778	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004247	ONI00264, ONI00270, ONI00266, ONI00265, ONI00263, ONI00267, ONI00269, ONI00268
OG0000779	PLAZA_proteome.selected_transcript.ppe	3760_0_004521	Prupe.6G135500.1
OG0000779	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004521	ONI01356, ONI01359, ONI01360, ONI01357, ONI01358, ONI01362, ONI01361, ONI01355
OG0000780	PLAZA_proteome.selected_transcript.ppe	3760_0_004712	Prupe.6G336900.2
OG0000780	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004712	ONI04731, ONI04735, ONI04733, ONI04732, ONI04734, ONI04728, ONI04729, ONI04730
OG0000781	PLAZA_proteome.selected_transcript.ppe	3760_0_0042e3	Prupe.6G231900.4
OG0000781	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0042e3	ONI02980, ONI02979, ONI02985, ONI02986, ONI02983, ONI02984, ONI02981, ONI02982
OG0000783	PLAZA_proteome.selected_transcript.ppe	3760_0_003bc1	Prupe.6G104200.1
OG0000783	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003bc1	ONI00765, ONI00762, ONI00763, ONI00770
OG0000783	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00442a	ONI00767, ONI00764
OG0000784	PLAZA_proteome.selected_transcript.ppe	3760_0_0044a7	Prupe.6G349500.3
OG0000784	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0044a7	ONI04952, ONI04946, ONI04951, ONI04953, ONI04949, ONI04948, ONI04947, ONI04950
OG0000785	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0045bf	ONI02532
OG0000785	PLAZA_proteome.selected_transcript.ppe	3760_0_0045bf	Prupe.6G204500.1
OG0000785	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00488a	ONH97511
OG0000785	PLAZA_proteome.selected_transcript.ppe	3760_0_00488a	Prupe.7G193800.1
OG0000785	PLAZA_proteome.selected_transcript.ppe	3760_0_004541	Prupe.6G204300.2
OG0000785	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004541	ONI02529, ONI02530
OG0000786	PLAZA_proteome.selected_transcript.ppe	3760_0_003f9c	Prupe.6G198700.2
OG0000786	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003f9c	ONI02439, ONI02438, ONI02437, ONI02436, ONI02443, ONI02442, ONI02441, ONI02440
OG0000787	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003d18	ONI00642
OG0000787	PLAZA_proteome.selected_transcript.ppe	3760_0_003d18	Prupe.6G099800.1
OG0000787	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003f74	ONI00643
OG0000787	PLAZA_proteome.selected_transcript.ppe	3760_0_003f74	Prupe.6G099900.1
OG0000787	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0041c8, 3760_0_003ddc	ONI00644
OG0000787	PLAZA_proteome.selected_transcript.ppe	3760_0_0041c8, 3760_0_003ddc	Prupe.6G100000.1
OG0000788	PLAZA_proteome.selected_transcript.ppe	3760_0_003e64	Prupe.6G093600.3
OG0000788	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003e64	ONI00534, ONI00533, ONI00538, ONI00537, ONI00540, ONI00539, ONI00536, ONI00535
OG0000789	PLAZA_proteome.selected_transcript.ppe	3760_0_003f58	Prupe.6G230100.2
OG0000789	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003f58	ONI02933, ONI02937, ONI02939, ONI02938, ONI02935, ONI02932, ONI02934, ONI02936
OG0000790	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0043b4	ONI03386
OG0000790	PLAZA_proteome.selected_transcript.ppe	3760_0_0043b4	Prupe.6G254300.1
OG0000790	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0040b4	ONI03394
OG0000791	PLAZA_proteome.selected_transcript.ppe	3760_0_00474e	Prupe.6G121700.2
OG0000791	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00474e	ONI01102
OG0000791	PLAZA_proteome.selected_transcript.ppe	3760_0_003e8b	Prupe.6G121300.1
OG0000791	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0022c7	ONI01098
OG0000792	PLAZA_proteome.selected_transcript.ppe	3760_0_0022bf	Prupe.3G038600.2
OG0000792	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0022bf	ONI15352, ONI15353, ONI15350, ONI15351
OG0000792	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0043ad	ONI03081
OG0000792	PLAZA_proteome.selected_transcript.ppe	3760_0_0043ad	Prupe.6G237200.2
OG0000793	PLAZA_proteome.selected_transcript.ppe	3760_0_002ddc	Prupe.4G002700.2
OG0000793	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002ddc	ONI09673, ONI09674, ONI09672
OG0000793	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003eca	ONH99414
OG0000794	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004d38	ONH96251
OG0000794	PLAZA_proteome.selected_transcript.ppe	3760_0_004d38	Prupe.7G116500.1
OG0000794	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0049fd	ONH96252
OG0000794	PLAZA_proteome.selected_transcript.ppe	3760_0_0049fd	Prupe.7G116600.1
OG0000794	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00456a	ONH99444
OG0000794	PLAZA_proteome.selected_transcript.ppe	3760_0_00456a	Prupe.6G029500.1
OG0000795	PLAZA_proteome.selected_transcript.ppe	3760_0_00206d	Prupe.3G020900.2
OG0000795	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00206d	ONI15012, ONI15009, ONI15010, ONI15013, ONI15014
OG0000795	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00288b	ONI15007
OG0000796	PLAZA_proteome.selected_transcript.ppe	3760_0_0028f8	Prupe.3G294200.2
OG0000796	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0028f8	ONI19735, ONI19730, ONI19734, ONI19728, ONI19731, ONI19732, ONI19729, ONI19733
OG0000797	PLAZA_proteome.selected_transcript.ppe	3760_0_004d4a	Prupe.7G228200.1
OG0000797	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004d4a	ONH98093, ONH98092
OG0000797	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002422	ONI15983
OG0000798	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00309f	ONI14187
OG0000798	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002753	ONI16976, ONI16977
OG0000799	PLAZA_proteome.selected_transcript.ppe	3760_0_00247d	Prupe.3G217900.1
OG0000799	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00247d	ONI18480, ONI18477, ONI18476, ONI18478, ONI18474, ONI18475, ONI18479, ONI18473
OG0000800	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00293e	ONI17827
OG0000800	PLAZA_proteome.selected_transcript.ppe	3760_0_00293e	Prupe.3G181200.1
OG0000800	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0027a5	ONI17830
OG0000800	PLAZA_proteome.selected_transcript.ppe	3760_0_0027a5	Prupe.3G181400.1
OG0000800	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001f08	ONI17826
OG0000800	PLAZA_proteome.selected_transcript.ppe	3760_0_001f08	Prupe.3G181100.1
OG0000801	PLAZA_proteome.selected_transcript.ppe	3760_0_002311	Prupe.3G095200.2
OG0000801	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002311	ONI16378, ONI16382, ONI16379, ONI16380, ONI16381, ONI16383, ONI16384, ONI16377
OG0000802	PLAZA_proteome.selected_transcript.ppe	3760_0_001fac	Prupe.3G247900.1
OG0000802	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001fac	ONI18916, ONI18920, ONI18918, ONI18922, ONI18917, ONI18921, ONI18915, ONI18919
OG0000803	PLAZA_proteome.selected_transcript.ppe	3760_0_00282a	Prupe.3G121700.2
OG0000803	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00282a	ONI16777, ONI16776, ONI16779, ONI16780, ONI16783, ONI16782, ONI16781, ONI16778
OG0000804	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0023df	ONI18724
OG0000804	PLAZA_proteome.selected_transcript.ppe	3760_0_0023df	Prupe.3G234500.1
OG0000804	PLAZA_proteome.selected_transcript.ppe	3760_0_0024af	Prupe.3G234400.2
OG0000804	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0024af	ONI18722, ONI18723
OG0000804	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0021e3	ONI18721
OG0000804	PLAZA_proteome.selected_transcript.ppe	3760_0_0021e3	Prupe.3G234300.1
OG0000805	PLAZA_proteome.selected_transcript.ppe	3760_0_00502c	Prupe.7G247300.6
OG0000805	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00502c	ONH98380
OG0000805	PLAZA_proteome.selected_transcript.ppe	3760_0_002243	Prupe.3G093100.1
OG0000805	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002243	ONH98382, ONH98381, ONI16344, ONI16345
OG0000806	PLAZA_proteome.selected_transcript.ppe	3760_0_002ac2	Prupe.4G124500.2
OG0000806	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002ac2	ONI11772, ONI11771
OG0000806	PLAZA_proteome.selected_transcript.ppe	3760_0_00214c	Prupe.3G015500.2
OG0000806	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00214c	ONI14905, ONI14908, ONI14906
OG0000807	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002b56	ONI11077
