Orthogroup	Species	OrthoDB_Prunus_dulcis_CNAG	Orthologs
OG0002274	Texas_F1_protein	3755_0_0054b0	TexasF1_G29438.1
OG0002274	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004faf	VVA15772
OG0002274	Texas_F1_protein	3755_0_004faf	TexasF1_G29437.1
OG0002275	Texas_F1_protein	3755_0_0055be	TexasF1_G29609.1
OG0002275	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0055be	VVA15970, VVA15972, VVA15971
OG0002276	Texas_F1_protein	3755_0_001cda, 3755_0_0054aa	TexasF1_G29591.1
OG0002276	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001cda	VVA20339
OG0002276	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0054aa	VVA15948
OG0002277	Texas_F1_protein	3755_0_00115b	TexasF1_G2943.1
OG0002277	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00115b	VVA15891, VVA35795, VVA28095
OG0002278	Texas_F1_protein	3755_0_004f98, 3755_0_0058e2	TexasF1_G29524.1
OG0002278	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004f98	VVA15868
OG0002278	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0058e2	VVA41198
OG0002279	Texas_F1_protein	3755_0_0038ca	TexasF1_G19676.1
OG0002279	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0038ca	VVA21421, VVA15937, VVA36723
OG0002280	Texas_F1_protein	3755_0_0036e8	TexasF1_G19965.1
OG0002280	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0036e8	VVA15787, VVA19653, VVA19652
OG0002281	Texas_F1_protein	3755_0_00052c	TexasF1_G591.1
OG0002281	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_005330	VVA15822
OG0002281	Texas_F1_protein	3755_0_005330	TexasF1_G29486.1
OG0002282	Texas_F1_protein	3755_0_0052e5	TexasF1_G29620.1
OG0002282	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0052e5	VVA15991, VVA15990, VVA15989
OG0002283	Texas_F1_protein	3755_0_00539d, 3755_0_0012b7	TexasF1_G1097.1
OG0002283	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00539d	VVA15906
OG0002283	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0012b7	VVA38845
OG0002284	Texas_F1_protein	3755_0_00527c	TexasF1_G27236.1, TexasF1_G29519.1
OG0002284	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00527c	VVA15860, VVA15861
OG0002285	Texas_F1_protein	3755_0_001223	TexasF1_G6555.1
OG0002285	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001223	VVA32052
OG0002286	Texas_F1_protein	3755_0_0007f0, 3755_0_00035c	TexasF1_G1008.1
OG0002286	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0007f0	VVA16174
OG0002286	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00035c	VVA16184
OG0002287	Texas_F1_protein	3755_0_000881	TexasF1_G935.1
OG0002287	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000881	VVA16101, VVA16103, VVA16102
OG0002288	Texas_F1_protein	3755_0_0001a8	TexasF1_G933.1
OG0002288	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0001a8	VVA16099, VVA16098, VVA16097
OG0002289	Texas_F1_protein	3755_0_000e4f	TexasF1_G968.1
OG0002289	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000e4f	VVA16126, VVA16128, VVA16127
OG0002290	Texas_F1_protein	3755_0_001236	TexasF1_G927.1
OG0002290	Texas_F1_protein	3755_0_00062b	TexasF1_G924.1
OG0002290	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00062b	VVA16090
OG0002291	Texas_F1_protein	3755_0_00032a, 3755_0_000cd4	TexasF1_G1009.1
OG0002291	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00032a	VVA16185
OG0002291	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000cd4	VVA16175
OG0002292	Texas_F1_protein	3755_0_000d34	TexasF1_G874.1
OG0002292	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000d34	VVA16041, VVA40464, VVA16040
OG0002293	Texas_F1_protein	3755_0_001212	TexasF1_G6135.1
OG0002293	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001212	VVA16227, VVA16228, VVA21758
OG0002294	Texas_F1_protein	3755_0_0009b4	TexasF1_G6194.1
OG0002294	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0009b4	VVA16302, VVA16303, VVA16301
OG0002295	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001d8f	VVA16212
OG0002295	Texas_F1_protein	3755_0_001d8f	TexasF1_G11085.1, TexasF1_G18061.1, TexasF1_G12299.1
OG0002296	Texas_F1_protein	3755_0_000e4d	TexasF1_G6123.1
OG0002296	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000e4d	VVA16240, VVA16211, VVA16210
OG0002297	Texas_F1_protein	3755_0_000e0d, 3755_0_000608	TexasF1_G6139.1
OG0002297	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000e0d	VVA16233
OG0002297	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000608	VVA16230
OG0002298	Texas_F1_protein	3755_0_00419b	TexasF1_G21040.1
OG0002298	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0012c5	VVA16200
OG0002298	Texas_F1_protein	3755_0_0012c5	TexasF1_G6113.1
OG0002299	Texas_F1_protein	3755_0_00337d, 3755_0_00080d	TexasF1_G6101.1
OG0002299	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00337d	VVA35698
OG0002299	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00080d	VVA16186
OG0002300	Texas_F1_protein	3755_0_0058e6, 3755_0_000b45	TexasF1_G6186.1
OG0002300	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0058e6	VVA41207
OG0002300	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000b45	VVA16291
OG0002301	Texas_F1_protein	3755_0_0058e7, 3755_0_000235	TexasF1_G6187.1
OG0002301	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0058e7	VVA41208
OG0002301	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000235	VVA16292
OG0002302	Texas_F1_protein	3755_0_00070b, 3755_0_003f8b	TexasF1_G22562.1
OG0002302	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00070b	VVA16289
OG0002302	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003f8b	VVA23400
OG0002303	Texas_F1_protein	3755_0_000211, 3755_0_00017f	TexasF1_G6203.1
OG0002303	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000211	VVA41444
OG0002303	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00017f	VVA16315
OG0002304	Texas_F1_protein	3755_0_00125b, 3755_0_003d7b, 3755_0_0041eb	TexasF1_G3367.1
OG0002304	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00125b, 3755_0_003d7b, 3755_0_0041eb	VVA16380
OG0002305	Texas_F1_protein	3755_0_003e57, 3755_0_0041e3	TexasF1_G20351.1
OG0002305	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003e57	VVA16390
OG0002305	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0041e3	VVA16386
OG0002306	Texas_F1_protein	3755_0_001e49	TexasF1_G11742.1
OG0002306	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001e49	VVA16532, VVA37604, VVA37603
OG0002307	Texas_F1_protein	3755_0_0042a6, 3755_0_004096	TexasF1_G20354.1
OG0002307	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0042a6	VVA16389
OG0002307	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004096	VVA16393
OG0002308	Texas_F1_protein	3755_0_003972	TexasF1_G20417.1
OG0002308	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003972	VVA16451, VVA16450, VVA16449
OG0002309	Texas_F1_protein	3755_0_003d96	TexasF1_G20452.1
OG0002309	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003d96	VVA16491, VVA16489, VVA16490
OG0002310	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003a5a	VVA16436
OG0002310	Texas_F1_protein	3755_0_003a5a	TexasF1_G20398.1, TexasF1_G20393.1, TexasF1_G20403.1
OG0002311	Texas_F1_protein	3755_0_004210, 3755_0_003a2d	TexasF1_G20352.1
OG0002311	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004210	VVA16387
OG0002311	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003a2d	VVA16391
OG0002312	Texas_F1_protein	3755_0_003963, 3755_0_00429d	TexasF1_G20339.1, TexasF1_G20340.1
OG0002312	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003963, 3755_0_00429d	VVA16368
OG0002313	Texas_F1_protein	3755_0_0040e0	TexasF1_G20472.1
OG0002313	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0042e6	VVA16513
OG0002313	Texas_F1_protein	3755_0_0042e6	TexasF1_G20473.1
OG0002314	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002838	VVA16681, VVA16682
OG0002314	Texas_F1_protein	3755_0_002838	TexasF1_G15747.1, TexasF1_G8617.1
OG0002315	Texas_F1_protein	3755_0_002c38	TexasF1_G15605.1
OG0002315	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002c38	VVA19017, VVA16587, VVA19020
OG0002316	Texas_F1_protein	3755_0_00280a, 3755_0_00595a	TexasF1_G15711.1
OG0002316	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00280a	VVA16638
OG0002316	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00595a	VVA41577
OG0002317	Texas_F1_protein	3755_0_003e49	TexasF1_G20609.1
OG0002317	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003e49	VVA32041, VVA16597, VVA32042
OG0002318	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004bca	VVA28161, VVA16600
OG0002318	Texas_F1_protein	3755_0_004bca	TexasF1_G25017.1, TexasF1_G28425.1
OG0002319	Texas_F1_protein	3755_0_005958, 3755_0_002995	TexasF1_G15710.1
OG0002319	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_005958	VVA16636
OG0002319	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002995	VVA41579
OG0002320	Texas_F1_protein	3755_0_000eeb	TexasF1_G1871.1
OG0002320	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000eeb	VVA16778, VVA16779, VVA16777
OG0002322	Texas_F1_protein	3755_0_002957	TexasF1_G16170.1
OG0002322	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002957	VVA16883, VVA22832, VVA22831
OG0002323	Texas_F1_protein	3755_0_00077c	TexasF1_G1886.1
OG0002323	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00077c	VVA16797, VVA16795, VVA16796
OG0002324	Texas_F1_protein	3755_0_00083a	TexasF1_G1939.1
OG0002324	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00083a	VVA16859, VVA16857, VVA16858
OG0002325	Texas_F1_protein	3755_0_001019, 3755_0_000f29	TexasF1_G1927.1
OG0002325	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001019	VVA40524
OG0002325	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000f29	VVA16840
OG0002326	Texas_F1_protein	3755_0_000ead	TexasF1_G1906.1
OG0002326	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000ead	VVA34906, VVA16820, VVA16819
OG0002327	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00080e	VVA16831, VVA16832
OG0002327	Texas_F1_protein	3755_0_00080e	TexasF1_G1914.1, TexasF1_G1919.1
OG0002328	Texas_F1_protein	3755_0_00030c	TexasF1_G15615.1
OG0002328	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00030c	VVA16855
OG0002329	Texas_F1_protein	3755_0_0058d1, 3755_0_0001af	TexasF1_G1860.1
OG0002329	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0058d1	VVA41150
OG0002329	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0001af	VVA16760
OG0002330	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000b4f	VVA16829
OG0002330	Texas_F1_protein	3755_0_000b4f	TexasF1_G1912.1, TexasF1_G1917.1, TexasF1_G13889.1
OG0002331	Texas_F1_protein	3755_0_0058ce	TexasF1_G27697.1, TexasF1_G27698.1
OG0002331	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0058ce	VVA16740, VVA41138
OG0002332	Texas_F1_protein	3755_0_0037c8	TexasF1_G19289.1
OG0002332	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0037c8	VVA16985, VVA16983, VVA16984
OG0002333	Texas_F1_protein	3755_0_003142	TexasF1_G19389.1, TexasF1_G19394.1, TexasF1_G26463.1
OG0002333	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003142	VVA17088
OG0002334	Texas_F1_protein	3755_0_0038a0	TexasF1_G19338.1
OG0002334	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0038a0	VVA17041, VVA17042, VVA17043
OG0002335	Texas_F1_protein	3755_0_00345d	TexasF1_G19325.1
OG0002335	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00345d	VVA17029, VVA17030, VVA17031
OG0002336	Texas_F1_protein	3755_0_00343b	TexasF1_G19295.1
OG0002336	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00343b	VVA16992, VVA16993, VVA16989
OG0002337	Texas_F1_protein	3755_0_0034e4, 3755_0_001d9e	TexasF1_G13603.1
OG0002337	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0034e4	VVA16921
OG0002337	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001d9e	VVA17692
OG0002338	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0031a1	VVA17192, VVA17191
OG0002338	Texas_F1_protein	3755_0_0031a1	TexasF1_G16634.1, TexasF1_G17534.1
OG0002339	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000de2, 3755_0_003326	VVA17220
OG0002339	Texas_F1_protein	3755_0_000de2	TexasF1_G3331.1
OG0002339	Texas_F1_protein	3755_0_003326	TexasF1_G18608.1
OG0002340	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00356a	VVA17125
OG0002340	Texas_F1_protein	3755_0_00356a	TexasF1_G463.1
OG0002341	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00323a	VVA17139, VVA17140
OG0002341	Texas_F1_protein	3755_0_00323a	TexasF1_G453.1, TexasF1_G17494.1
OG0002342	Texas_F1_protein	3755_0_00352f, 3755_0_0006d0	TexasF1_G3578.1
OG0002342	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00352f	VVA27735
OG0002342	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0006d0	VVA17235
OG0002343	Texas_F1_protein	3755_0_00314d	TexasF1_G2711.1, TexasF1_G17475.1
OG0002343	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00314d	VVA17117, VVA17116
OG0002344	Texas_F1_protein	3755_0_0036a4	TexasF1_G17565.1
OG0002344	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0036a4	VVA34367, VVA17226, VVA17225
OG0002345	Texas_F1_protein	3755_0_00359f, 3755_0_0032f4	TexasF1_G16643.1
OG0002345	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00359f	VVA17180
OG0002345	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0032f4	VVA41203
OG0002346	Texas_F1_protein	3755_0_002b86	TexasF1_G14000.1
OG0002346	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002b86	VVA30702, VVA17155, VVA22530
OG0002347	Texas_F1_protein	3755_0_003ee1	TexasF1_G22692.1
OG0002347	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003ee1	VVA17329, VVA17328, VVA17327
OG0002348	Texas_F1_protein	3755_0_00401e	TexasF1_G22688.1
OG0002348	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00401e	VVA30547, VVA17321, VVA17320
OG0002349	Texas_F1_protein	3755_0_003ece	TexasF1_G22674.1
OG0002349	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003ece	VVA17303, VVA17304, VVA17302
OG0002350	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003bdd, 3755_0_004182	VVA17344
OG0002350	Texas_F1_protein	3755_0_003bdd	TexasF1_G22704.1
OG0002350	Texas_F1_protein	3755_0_004182	TexasF1_G21042.1
OG0002351	Texas_F1_protein	3755_0_004155, 3755_0_004260	TexasF1_G22631.1
OG0002351	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004155	VVA17251
OG0002351	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004260	VVA17249
OG0002352	Texas_F1_protein	3755_0_0042c1	TexasF1_G22724.1
OG0002352	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0042c1	VVA17368, VVA17367, VVA17366
OG0002353	Texas_F1_protein	3755_0_003b18, 3755_0_003f08	TexasF1_G22649.1
OG0002353	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003b18	VVA17275
OG0002353	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003f08	VVA17270
OG0002354	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00409f	VVA41137
OG0002354	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00403c, 3755_0_0039db	VVA17237
OG0002355	Texas_F1_protein	3755_0_0006c9, 3755_0_003e3a	TexasF1_G22664.1
OG0002355	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0006c9	VVA17293
OG0002355	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003e3a	VVA40227
OG0002356	Texas_F1_protein	3755_0_002649, 3755_0_00582d	TexasF1_G12789.1
OG0002356	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002649	VVA17490
OG0002356	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00582d	VVA40441
OG0002357	Texas_F1_protein	3755_0_001e67	TexasF1_G12883.1
OG0002357	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001e67	VVA17595, VVA17593, VVA17594
OG0002358	Texas_F1_protein	3755_0_00249b, 3755_0_005826	TexasF1_G12784.1
OG0002358	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00249b	VVA17484
OG0002358	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_005826	VVA40435
OG0002359	Texas_F1_protein	3755_0_001f2a, 3755_0_001d7a	TexasF1_G12906.1
OG0002359	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001f2a	VVA17623
OG0002359	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001d7a	VVA17624
OG0002360	Texas_F1_protein	3755_0_001e61, 3755_0_0026e1	TexasF1_G12893.1
OG0002360	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001e61	VVA17604
OG0002360	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0026e1	VVA17605
OG0002361	Texas_F1_protein	3755_0_005825, 3755_0_002600	TexasF1_G12786.1
OG0002361	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_005825	VVA17485
OG0002361	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002600	VVA40437
OG0002362	Texas_F1_protein	3755_0_002460	TexasF1_G12420.1
OG0002362	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002460	VVA28574, VVA17609, VVA28575
OG0002363	Texas_F1_protein	3755_0_0022f8, 3755_0_00582a	TexasF1_G12788.1
OG0002363	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0022f8	VVA17489
OG0002363	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00582a	VVA40440
OG0002365	Texas_F1_protein	3755_0_0024fa	TexasF1_G12742.1
OG0002365	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0024fa	VVA17446, VVA17447, VVA30671
OG0002366	Texas_F1_protein	3755_0_005829, 3755_0_001e2b	TexasF1_G12790.1
OG0002366	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_005829	VVA40442
OG0002366	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001e2b	VVA17491
OG0002367	Texas_F1_protein	3755_0_0026b5	TexasF1_G13736.1
OG0002367	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0026b5	VVA17863, VVA17864, VVA17862
OG0002368	Texas_F1_protein	3755_0_002511, 3755_0_0031e7	TexasF1_G19088.1
OG0002368	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002511	VVA17830
OG0002368	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0031e7	VVA25839
OG0002369	Texas_F1_protein	3755_0_001f5a	TexasF1_G13568.1
OG0002369	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001f5a	VVA17651, VVA17650, VVA17649
OG0002370	Texas_F1_protein	3755_0_002047	TexasF1_G13560.1
OG0002370	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002047	VVA17639, VVA17638, VVA17637
OG0002371	Texas_F1_protein	3755_0_001dda, 3755_0_00240c	TexasF1_G13721.1
OG0002371	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001dda, 3755_0_00240c	VVA17843, VVA17848
OG0002372	Texas_F1_protein	3755_0_00234e, 3755_0_0028c6	TexasF1_G13556.1
OG0002372	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00234e	VVA17632
OG0002372	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0028c6	VVA28372
OG0002373	Texas_F1_protein	3755_0_002686	TexasF1_G13570.1
OG0002373	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002686	VVA17654, VVA17656, VVA17655
OG0002374	Texas_F1_protein	3755_0_0020ed	TexasF1_G13618.1
OG0002374	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0020ed	VVA17713, VVA17711, VVA17712
OG0002375	Texas_F1_protein	3755_0_001d7f, 3755_0_00262e	TexasF1_G13564.1
OG0002375	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001d7f	VVA17644
OG0002375	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00262e	VVA17643
OG0002376	Texas_F1_protein	3755_0_002276, 3755_0_00212d	TexasF1_G13611.1
OG0002376	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002276	VVA17703
OG0002376	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00212d	VVA17702
OG0002377	Texas_F1_protein	3755_0_0022b9, 3755_0_001deb	TexasF1_G13654.1
OG0002377	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0022b9	VVA17761
OG0002377	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001deb	VVA17760
OG0002378	Texas_F1_protein	3755_0_000acb	TexasF1_G3901.1
OG0002378	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000acb	VVA17885, VVA17886, VVA17884
OG0002379	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0005fe	VVA17965
OG0002379	Texas_F1_protein	3755_0_0005fe	TexasF1_G3970.1, TexasF1_G13073.1, TexasF1_G13095.1
OG0002380	Texas_F1_protein	3755_0_000f30	TexasF1_G3928.1
OG0002380	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000f30	VVA17918, VVA30264, VVA36908
OG0002381	Texas_F1_protein	3755_0_000f9f, 3755_0_00113d	TexasF1_G4070.1
OG0002381	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000f9f	VVA18066
OG0002381	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00113d	VVA35464
OG0002382	Texas_F1_protein	3755_0_0004a2, 3755_0_001241	TexasF1_G4071.1
OG0002382	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0004a2	VVA18067
OG0002382	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001241	VVA35465
OG0002383	Texas_F1_protein	3755_0_000896	TexasF1_G4032.1
OG0002383	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000896	VVA18022, VVA18023, VVA18021
OG0002385	Texas_F1_protein	3755_0_0012be	TexasF1_G1486.1
OG0002385	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0012be	VVA18159, VVA18160, VVA18158
OG0002386	Texas_F1_protein	3755_0_000556, 3755_0_005773	TexasF1_G1553.1
OG0002386	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000556	VVA18170
OG0002386	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_005773	VVA39315
OG0002387	Texas_F1_protein	3755_0_0004e3, 3755_0_000b72	TexasF1_G1542.1
OG0002387	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0004e3	VVA18097
OG0002387	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000b72	VVA18098
OG0002388	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003892	VVA19287, VVA18167
OG0002388	Texas_F1_protein	3755_0_003892	TexasF1_G18878.1, TexasF1_G13891.1
OG0002389	Texas_F1_protein	3755_0_00040a, 3755_0_00584e	TexasF1_G1530.1
OG0002389	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00040a	VVA18110
OG0002389	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00584e	VVA40588
OG0002390	Texas_F1_protein	3755_0_005157, 3755_0_004e41	TexasF1_G28809.1
OG0002390	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_005157	VVA18273
OG0002390	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004e41	VVA18277
OG0002391	Texas_F1_protein	3755_0_00515b	TexasF1_G28735.1
OG0002391	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00515b	VVA18193, VVA18219, VVA18191
OG0002392	Texas_F1_protein	3755_0_004fb1	TexasF1_G28864.1
OG0002392	Texas_F1_protein	3755_0_0053ac	TexasF1_G28863.1
OG0002392	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0053ac	VVA18334
OG0002393	Texas_F1_protein	3755_0_0055cb	TexasF1_G28814.1
OG0002393	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0055cb	VVA18281
OG0002394	Texas_F1_protein	3755_0_004eff, 3755_0_00504a	TexasF1_G28758.1
OG0002394	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004eff, 3755_0_00504a	VVA18223, VVA30149
OG0002395	Texas_F1_protein	3755_0_00564b, 3755_0_004ea0	TexasF1_G28811.1
OG0002395	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00564b	VVA18275
OG0002395	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004ea0	VVA18279
