Orthogroup	Species	OrthoDB_Prunus_armeniaca_Orared	Orthologs
OG0000537	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00259e	PruarM.2G210500.t1.p1_1
OG0000537	Prunus_armeniaca_Marouch_n14_peptide	36596_0_004dd7	PruarM.5G070800.t1.p1_1
OG0000537	Prunus_armeniaca_Marouch_n14_peptide	36596_0_006779	PruarM.7G332600.t1.p1_1
OG0000537	Prunus_armeniaca_Marouch_n14_peptide	36596_0_002b7a	PruarM.3G066700.t1.p1_1
OG0000537	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001717	PruarM.1G540400.t1.p1_1
OG0000538	Prunus_armeniaca_Marouch_n14_peptide	36596_0_002d9e	PruarM.3G154100.t1.p1_1
OG0000538	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001de7, 36596_0_001ff4, 36596_0_0032e5, 36596_0_0026c5, 36596_0_004750, 36596_0_0049d5, 36596_0_0017a1	PruarM.1G002700.t1.p1_1
OG0000539	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0019ed	PruarM.2G259800.t1.p1_1
OG0000539	Prunus_armeniaca_Marouch_n14_peptide	36596_0_003b1c, 36596_0_003db2	PruarM.4G446800.t1.p1_1
OG0000539	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b17	PruarM.1G335500.t1.p1_1
OG0000539	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0018bc	PruarM.1G210000.t1.p1_1
OG0000540	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001e02	PruarM.2G465600.t1.p1_1
OG0000540	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005032	PruarM.6G365500.t1.p1_1
OG0000540	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c51	PruarM.6G088600.t1.p1_1
OG0000540	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00198b	PruarM.2G320700.t1.p1_1
OG0000541	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0075cc	PruarM.8G159500.t1.p1_1
OG0000541	Prunus_armeniaca_Marouch_n14_peptide	36596_0_007510, 36596_0_0075c5	PruarM.8G158800.t1.p1_1
OG0000541	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001af5	PruarM.2G044100.t1.p1_1
OG0000541	Prunus_armeniaca_Marouch_n14_peptide	36596_0_004123	PruarM.2G043400.t1.p1_1
OG0000542	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001cdd	PruarM.2G324300.t1.p1_1
OG0000542	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001f27, 36596_0_002544, 36596_0_002406	PruarM.2G325600.t1.p1_1
OG0000542	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001b8b	PruarM.2G325700.t1.p1_1
OG0000543	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0023f4	PruarM.3G320800.t1.p1_1
OG0000543	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00281f, 36596_0_00309e, 36596_0_001c38, 36596_0_005a22	PruarM.6G005100.t1.p1_1
OG0000543	Prunus_armeniaca_Marouch_n14_peptide	36596_0_006b75, 36596_0_007443	PruarM.6G005900.t1.p1_1
OG0000544	Prunus_armeniaca_Marouch_n14_peptide	36596_0_003c84	PruarM.4G138900.t1.p1_1
OG0000544	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005478, 36596_0_001cde	PruarM.1G333500.t1.p1_1, PruarM.4G351100.t1.p1_1, PruarM.1G498300.t1.p1_1, PruarM.1G503500.t1.p1_1, PruarM.4G441900.t1.p1_1, PruarM.8G271500.t1.p1_1
OG0000545	Prunus_armeniaca_Marouch_n14_peptide	36596_0_002cb8, 36596_0_0031cc, 36596_0_002fe9	PruarM.3G252400.t1.p1_1
OG0000545	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0034f4, 36596_0_001dc2, 36596_0_002d2b	PruarM.3G252300.t1.p1_1, PruarM.3G252100.t1.p1_1, PruarM.3G252200.t1.p1_1
OG0000546	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00295b	PruarM.3G187600.t1.p1_1
OG0000546	Prunus_armeniaca_Marouch_n14_peptide	36596_0_002a1c	PruarM.3G146100.t1.p1_1, PruarM.3G009200.t1.p1_1
OG0000546	Prunus_armeniaca_Marouch_n14_peptide	36596_0_006a36, 36596_0_001dd8	PruarM.2G291400.t1.p1_1
OG0000547	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001e10, 36596_0_005a6f, 36596_0_0025d6, 36596_0_005c6a, 36596_0_00295d, 36596_0_006ef9, 36596_0_004faf, 36596_0_001e0d, 36596_0_005130	PruarM.1G085700.t1.p1_1
OG0000548	Prunus_armeniaca_Marouch_n14_peptide	36596_0_002070	PruarM.2G235000.t1.p1_1
OG0000548	Prunus_armeniaca_Marouch_n14_peptide	36596_0_002387	PruarM.2G234400.t1.p1_1
OG0000548	Prunus_armeniaca_Marouch_n14_peptide	36596_0_002701	PruarM.2G235900.t1.p1_1
OG0000548	Prunus_armeniaca_Marouch_n14_peptide	36596_0_006109, 36596_0_001e4e, 36596_0_001f9b	PruarM.2G233500.t1.p1_1
OG0000549	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0026e2	PruarM.2G200400.t1.p1_1
OG0000549	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0031d5, 36596_0_004b3d, 36596_0_004fd3, 36596_0_00625e	PruarM.7G078200.t1.p1_1
OG0000549	Prunus_armeniaca_Marouch_n14_peptide	36596_0_006084, 36596_0_0020bf	PruarM.2G006200.t1.p1_1
OG0000550	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00482e	PruarM.5G253100.t1.p1_1
OG0000550	Prunus_armeniaca_Marouch_n14_peptide	36596_0_006a45, 36596_0_002302, 36596_0_003010	PruarM.1G273900.t1.p1_1, PruarM.5G266700.t1.p1_1, PruarM.8G333600.t1.p1_1, PruarM.3G399500.t3.p1_1, PruarM.1G492100.t1.p1_1
OG0000551	Prunus_armeniaca_Marouch_n14_peptide	36596_0_004649	PruarM.5G136800.t1.p1_1
OG0000551	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00473f	PruarM.5G135800.t1.p1_1
OG0000551	Prunus_armeniaca_Marouch_n14_peptide	36596_0_004aab	PruarM.5G136000.t1.p1_1
OG0000551	Prunus_armeniaca_Marouch_n14_peptide	36596_0_004a14, 36596_0_004748	PruarM.5G136700.t1.p1_1
OG0000552	Prunus_armeniaca_Marouch_n14_peptide	36596_0_002d66	PruarM.3G090500.t1.p1_1
OG0000552	Prunus_armeniaca_Marouch_n14_peptide	36596_0_006de2, 36596_0_002a61, 36596_0_005a0f, 36596_0_004a71, 36596_0_0026a3, 36596_0_00701d, 36596_0_0068a3	PruarM.7G096900.t1.p1_1
OG0000553	Prunus_armeniaca_Marouch_n14_peptide	36596_0_002e53	PruarM.3G097100.t1.p1_1
OG0000553	Prunus_armeniaca_Marouch_n14_peptide	36596_0_002cf6, 36596_0_0035cf, 36596_0_00296a, 36596_0_002e63, 36596_0_003321, 36596_0_002e78, 36596_0_003122	PruarM.3G066500.t1.p1_1
OG0000554	Prunus_armeniaca_Marouch_n14_peptide	36596_0_002c23	PruarM.3G133600.t1.p1_1
OG0000554	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0033f8	PruarM.3G134900.t1.p1_1
OG0000554	Prunus_armeniaca_Marouch_n14_peptide	36596_0_002d92	PruarM.3G319800.t1.p1_1, PruarM.8G163100.t1.p1_1, PruarM.8G163200.t1.p1_1
OG0000554	Prunus_armeniaca_Marouch_n14_peptide	36596_0_002b45	PruarM.3G134800.t1.p1_1
OG0000555	Prunus_armeniaca_Marouch_n14_peptide	36596_0_002c9c	PruarM.3G389300.t1.p1_1
OG0000555	Prunus_armeniaca_Marouch_n14_peptide	36596_0_002f3c	PruarM.3G389500.t1.p1_1
OG0000555	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00327c	PruarM.3G390100.t1.p1_1
OG0000555	Prunus_armeniaca_Marouch_n14_peptide	36596_0_003658	PruarM.3G389700.t1.p1_1
OG0000555	Prunus_armeniaca_Marouch_n14_peptide	36596_0_002c1e	PruarM.3G389200.t1.p1_1
OG0000556	Prunus_armeniaca_Marouch_n14_peptide	36596_0_002f44	PruarM.3G218500.t1.p1_1, PruarM.3G218500.t2.p1_1
OG0000556	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00323f	PruarM.3G217500.t1.p1_1
OG0000556	Prunus_armeniaca_Marouch_n14_peptide	36596_0_002f33	PruarM.3G218800.t1.p1_1
OG0000556	Prunus_armeniaca_Marouch_n14_peptide	36596_0_003247, 36596_0_003c79	PruarM.4G047600.t1.p1_1
OG0000557	Prunus_armeniaca_Marouch_n14_peptide	36596_0_003694	PruarM.3G060800.t1.p1_1, PruarM.3G060900.t1.p1_1, PruarM.3G060900.t2.p1_1, PruarM.3G061100.t1.p1_1, PruarM.3G061100.t2.p1_1, PruarM.3G061200.t1.p1_1
OG0000557	Prunus_armeniaca_Marouch_n14_peptide	36596_0_002f9f	PruarM.3G007000.t1.p1_1, PruarM.3G061300.t1.p1_1
OG0000558	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00450d	PruarM.5G275600.t1.p1_1
OG0000558	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0035fd, 36596_0_0045ce, 36596_0_004d37, 36596_0_004afe, 36596_0_0030a3, 36596_0_0039b1, 36596_0_004b66	PruarM.5G275200.t1.p1_1
OG0000559	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00390c	PruarM.4G251900.t1.p1_1
OG0000559	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00317f	PruarM.3G010600.t1.p1_1
OG0000559	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005eda, 36596_0_003b39, 36596_0_00617c	PruarM.7G185800.t1.p1_1
OG0000560	Prunus_armeniaca_Marouch_n14_peptide	36596_0_004865, 36596_0_004d7c	PruarM.5G232400.t1.p1_1
OG0000560	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005736	PruarM.6G117900.t1.p1_1
OG0000560	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005646	PruarM.6G347400.t1.p1_1
OG0000560	Prunus_armeniaca_Marouch_n14_peptide	36596_0_003711	PruarM.4G299400.t1.p1_1
OG0000561	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0040fd	PruarM.4G222200.t1.p1_1
OG0000561	Prunus_armeniaca_Marouch_n14_peptide	36596_0_004160	PruarM.4G222100.t1.p1_1
OG0000561	Prunus_armeniaca_Marouch_n14_peptide	36596_0_003aae, 36596_0_003732, 36596_0_003ded	PruarM.4G222400.t2.p1_1, PruarM.4G222400.t1.p1_1
OG0000562	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00409b	PruarM.4G364500.t1.p1_1
OG0000562	Prunus_armeniaca_Marouch_n14_peptide	36596_0_004129	PruarM.4G364600.t1.p1_1
OG0000562	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0063c2, 36596_0_006aa6	PruarM.7G385100.t1.p1_1
OG0000562	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0053c5, 36596_0_003749	PruarM.4G365100.t1.p1_1
OG0000563	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00396d	PruarM.4G144000.t1.p1_1
OG0000563	Prunus_armeniaca_Marouch_n14_peptide	36596_0_003def	PruarM.4G032500.t1.p1_1
OG0000563	Prunus_armeniaca_Marouch_n14_peptide	36596_0_003dc4	PruarM.4G145400.t1.p1_1, PruarM.4G145200.t1.p1_1
OG0000563	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0037b6	PruarM.4G143800.t1.p1_1
OG0000564	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0039d3	PruarM.5G143600.t1.p1_1
OG0000564	Prunus_armeniaca_Marouch_n14_peptide	36596_0_003c1a, 36596_0_0041d3	PruarM.5G142600.t1.p1_1
OG0000564	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0042b7, 36596_0_00430b, 36596_0_00387a	PruarM.5G142700.t1.p1_1
OG0000565	Prunus_armeniaca_Marouch_n14_peptide	36596_0_004d8d	PruarM.5G305300.t1.p1_1
OG0000565	Prunus_armeniaca_Marouch_n14_peptide	36596_0_003c27, 36596_0_003f6d, 36596_0_0046b2, 36596_0_004c8b, 36596_0_003b6a, 36596_0_004311, 36596_0_0052a8	PruarM.6G026200.t1.p1_1
OG0000566	Prunus_armeniaca_Marouch_n14_peptide	36596_0_006820	PruarM.1G205400.t1.p1_1
OG0000566	Prunus_armeniaca_Marouch_n14_peptide	36596_0_003fd3	PruarM.3G179000.t1.p1_1, PruarM.5G118500.t1.p1_1, PruarM.4G257900.t1.p1_1
OG0000566	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0060f2	PruarM.4G283900.t1.p1_1
OG0000567	Prunus_armeniaca_Marouch_n14_peptide	36596_0_004e6b	PruarM.1G464800.t1.p1_1, PruarM.2G066700.t1.p1_1, PruarM.2G270700.t1.p1_1, PruarM.8G174200.t1.p1_1, PruarM.8G236700.t1.p1_1, PruarM.3G067000.t1.p1_1, PruarM.3G372700.t1.p1_1, PruarM.3G217300.t1.p1_1, PruarM.8G236500.t1.p1_1
OG0000568	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c86	PruarM.6G069800.t1.p1_1
OG0000568	Prunus_armeniaca_Marouch_n14_peptide	36596_0_004f4a	PruarM.6G068900.t1.p1_1, PruarM.6G069000.t1.p1_1, PruarM.6G069100.t1.p1_1, PruarM.6G069200.t1.p1_1, PruarM.6G069500.t1.p1_1, PruarM.6G069700.t1.p1_1, PruarM.2G412000.t1.p1_1
OG0000569	Prunus_armeniaca_Marouch_n14_peptide	36596_0_004fcd	PruarM.6G449600.t1.p1_1
OG0000569	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c93	PruarM.6G449400.t1.p1_1
OG0000569	Prunus_armeniaca_Marouch_n14_peptide	36596_0_004f55, 36596_0_0053b8	PruarM.6G449500.t1.p1_1, PruarM.6G450100.t1.p1_1, PruarM.6G449700.t1.p1_1, PruarM.6G450000.t1.p1_1
OG0000570	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005424	PruarM.6G372100.t1.p1_1
OG0000570	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00596a	PruarM.6G075800.t1.p1_1
OG0000570	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0059f6	PruarM.6G372400.t1.p1_1
OG0000570	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c29	PruarM.6G097200.t1.p1_1
OG0000570	Prunus_armeniaca_Marouch_n14_peptide	36596_0_004fc9	PruarM.6G097300.t1.p1_1
OG0000571	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0057a1	PruarM.6G424700.t1.p1_1
OG0000571	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b93, 36596_0_004ffe, 36596_0_0052d6, 36596_0_00573b, 36596_0_0071da, 36596_0_00700b, 36596_0_0070ff	PruarM.8G069100.t1.p1_1
OG0000572	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005282, 36596_0_005de8	PruarM.6G088400.t1.p1_1
OG0000572	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00567b	PruarM.6G129400.t1.p1_1
OG0000572	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005263	PruarM.6G088900.t1.p1_1
OG0000573	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005648, 36596_0_0059ff	PruarM.6G390500.t1.p1_1
OG0000573	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00599e	PruarM.6G390200.t1.p1_1
OG0000573	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0057a5	PruarM.6G390400.t1.p1_1
OG0000573	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0054a3	PruarM.6G390600.t2.p1_1
OG0000574	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0060cb	PruarM.7G207800.t1.p1_1
OG0000574	Prunus_armeniaca_Marouch_n14_peptide	36596_0_006970	PruarM.7G208000.t1.p1_1
OG0000574	Prunus_armeniaca_Marouch_n14_peptide	36596_0_006001	PruarM.7G208200.t1.p1_1
OG0000574	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0068bf	PruarM.7G208100.t2.p1_1, PruarM.7G208100.t1.p1_1
OG0000575	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00602f, 36596_0_00637f	PruarM.1G758400.t1.p1_1, PruarM.8G136800.t1.p1_1, PruarM.1G759400.t1.p1_1, PruarM.1G759100.t1.p1_1, PruarM.7G323100.t1.p1_1, PruarM.4G074500.t2.p1_1, PruarM.4G074500.t1.p1_1, PruarM.4G074000.t1.p1_1
OG0000576	Prunus_armeniaca_Marouch_n14_peptide	36596_0_006320	PruarM.7G245400.t1.p1_1
OG0000576	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0062a9	PruarM.7G102500.t1.p1_1
OG0000576	Prunus_armeniaca_Marouch_n14_peptide	36596_0_006ae1, 36596_0_006c2a, 36596_0_007637, 36596_0_0075ba, 36596_0_0072d1	PruarM.8G196400.t1.p1_1
OG0000578	Prunus_armeniaca_Marouch_n14_peptide	36596_0_003b67	PruarM.4G171000.t1.p1_1
OG0000578	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00450e, 36596_0_000049, 36596_0_0053f0	PruarM.6G353400.t1.p1_1
OG0000578	Prunus_armeniaca_Marouch_n14_peptide	36596_0_004af9, 36596_0_005f78	PruarM.7G144700.t1.p1_1
OG0000579	Prunus_armeniaca_Marouch_n14_peptide	36596_0_003277	PruarM.3G355400.t1.p1_1
OG0000579	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0047de	PruarM.5G206000.t1.p1_1
OG0000579	Prunus_armeniaca_Marouch_n14_peptide	36596_0_004797	PruarM.5G271200.t1.p1_1
OG0000579	Prunus_armeniaca_Marouch_n14_peptide	36596_0_000750, 36596_0_0000e8	PruarM.1G481300.t1.p1_1
OG0000580	Prunus_armeniaca_Marouch_n14_peptide	36596_0_000b3a	PruarM.1G199700.t1.p1_1
OG0000580	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0000ea	PruarM.1G208400.t1.p1_1, PruarM.1G208800.t1.p1_1
OG0000580	Prunus_armeniaca_Marouch_n14_peptide	36596_0_000cff	PruarM.1G208000.t1.p1_1
OG0000581	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010f7	PruarM.1G713600.t2.p1_1, PruarM.1G713600.t1.p1_1
OG0000581	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0001c6	PruarM.1G773100.t1.p1_1
OG0000581	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00734a, 36596_0_006c31	PruarM.8G241200.t1.p1_1
OG0000582	Prunus_armeniaca_Marouch_n14_peptide	36596_0_000826	PruarM.1G071400.t2.p1_1, PruarM.1G071400.t1.p1_1
OG0000582	Prunus_armeniaca_Marouch_n14_peptide	36596_0_006795, 36596_0_0001d6, 36596_0_0018e4, 36596_0_0037c4, 36596_0_004d95	PruarM.4G150500.t1.p1_1
OG0000583	Prunus_armeniaca_Marouch_n14_peptide	36596_0_000ad8	PruarM.1G005000.t1.p1_1
OG0000583	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00400e	PruarM.4G124200.t1.p1_1
OG0000583	Prunus_armeniaca_Marouch_n14_peptide	36596_0_006f4a	PruarM.8G293600.t1.p1_1
OG0000583	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0001dc	PruarM.1G167900.t1.p1_1
OG0000584	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001ac4	PruarM.2G363100.t1.p1_1
OG0000584	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001bb3	PruarM.2G364100.t1.p1_1
OG0000584	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0001fc	PruarM.1G243900.t1.p1_1
OG0000584	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001981	PruarM.2G362200.t1.p1_1
OG0000585	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001740	PruarM.1G032500.t1.p1_1
OG0000585	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00743a	PruarM.8G176100.t1.p1_1
OG0000585	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00020d	PruarM.1G577200.t1.p1_1
OG0000585	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0064fa, 36596_0_00184e	PruarM.1G670700.t1.p1_1
OG0000586	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0003bd	PruarM.1G570800.t1.p1_1
OG0000586	Prunus_armeniaca_Marouch_n14_peptide	36596_0_000bea, 36596_0_005468, 36596_0_000264, 36596_0_000ee6, 36596_0_002f2a, 36596_0_0028c5	PruarM.3G065000.t1.p1_1
OG0000587	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00032a	PruarM.1G129200.t1.p1_1
OG0000587	Prunus_armeniaca_Marouch_n14_peptide	36596_0_002892	PruarM.3G166200.t1.p1_1
OG0000587	Prunus_armeniaca_Marouch_n14_peptide	36596_0_002f35	PruarM.3G004300.t1.p1_1
OG0000587	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0042b3	PruarM.4G087600.t1.p1_1
OG0000588	Prunus_armeniaca_Marouch_n14_peptide	36596_0_003e7a	PruarM.4G359200.t1.p1_1
OG0000588	Prunus_armeniaca_Marouch_n14_peptide	36596_0_006ac9, 36596_0_00112e, 36596_0_0050db, 36596_0_005294, 36596_0_005bf7, 36596_0_0002df	PruarM.1G289100.t1.p1_1
OG0000589	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00369c	PruarM.3G123200.t1.p1_1
OG0000589	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00420c	PruarM.4G352900.t1.p1_1
OG0000589	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00037e	PruarM.1G335600.t1.p1_1
OG0000590	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00462c	PruarM.5G089600.t1.p1_1
OG0000590	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001b91, 36596_0_002627, 36596_0_003178, 36596_0_003ca2, 36596_0_0003b8, 36596_0_002cbb	PruarM.3G053500.t1.p1_1
OG0000591	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00593c	PruarM.6G076000.t1.p1_1
OG0000591	Prunus_armeniaca_Marouch_n14_peptide	36596_0_006805	PruarM.7G242300.t1.p1_1
OG0000591	Prunus_armeniaca_Marouch_n14_peptide	36596_0_006e8d	PruarM.8G206600.t1.p1_1
OG0000591	Prunus_armeniaca_Marouch_n14_peptide	36596_0_000437	PruarM.1G634000.t1.p1_1
OG0000592	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00052d	PruarM.1G056000.t1.p1_1
OG0000592	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00139b, 36596_0_00043b, 36596_0_000b86, 36596_0_0010df, 36596_0_00141b	PruarM.1G072800.t1.p1_1, PruarM.1G073500.t1.p1_1
OG0000593	Prunus_armeniaca_Marouch_n14_peptide	36596_0_002247	PruarM.2G487000.t1.p1_1
OG0000593	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0046d3	PruarM.5G187500.t1.p1_1
OG0000593	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0048df	PruarM.5G304500.t1.p1_1
OG0000593	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00043c	PruarM.1G543600.t1.p1_1
OG0000594	Prunus_armeniaca_Marouch_n14_peptide	36596_0_006339, 36596_0_00687a	PruarM.7G068900.t1.p1_1
OG0000594	Prunus_armeniaca_Marouch_n14_peptide	36596_0_002cc1, 36596_0_003357, 36596_0_003547, 36596_0_0044b0, 36596_0_000484	PruarM.1G613700.t1.p1_1
OG0000595	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0018dd	PruarM.1G085600.t1.p1_1
OG0000595	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0004a4, 36596_0_000d5d, 36596_0_00167f, 36596_0_005f97, 36596_0_0051f9, 36596_0_0030dc	PruarM.3G130600.t1.p1_1
OG0000596	Prunus_armeniaca_Marouch_n14_peptide	36596_0_000682	PruarM.1G157700.t1.p1_1, PruarM.1G158200.t1.p1_1
OG0000596	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0009eb, 36596_0_001781	PruarM.1G158000.t1.p1_1
OG0000596	Prunus_armeniaca_Marouch_n14_peptide	36596_0_000573	PruarM.1G158500.t1.p1_1
OG0000597	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0028d2	PruarM.3G005200.t1.p1_1
OG0000597	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0058fa	PruarM.6G428200.t1.p1_1
OG0000597	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00672e	PruarM.7G235100.t1.p1_1
OG0000597	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0005b2	PruarM.1G134000.t1.p1_1, PruarM.1G134000.t2.p1_1
OG0000598	Prunus_armeniaca_Marouch_n14_peptide	36596_0_004ed2	PruarM.6G349500.t1.p1_1
OG0000598	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00529b, 36596_0_00394c, 36596_0_00525d, 36596_0_0005be, 36596_0_0060a8, 36596_0_003fe9	PruarM.4G088400.t1.p1_1
OG0000599	Prunus_armeniaca_Marouch_n14_peptide	36596_0_000aef	PruarM.1G628700.t1.p1_1
OG0000599	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00106b	PruarM.1G628100.t1.p1_1
OG0000599	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0017e0	PruarM.1G628000.t1.p1_1
OG0000599	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00060f	PruarM.1G628600.t1.p1_1
OG0000600	Prunus_armeniaca_Marouch_n14_peptide	36596_0_002534	PruarM.2G396500.t1.p1_1
OG0000600	Prunus_armeniaca_Marouch_n14_peptide	36596_0_003d91	PruarM.4G082500.t1.p1_1
OG0000600	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00386f, 36596_0_003e02, 36596_0_0006da	PruarM.1G279900.t1.p1_1
OG0000601	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00351e, 36596_0_003d2d	PruarM.4G414000.t1.p1_1
OG0000601	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0037a9	PruarM.4G068800.t2.p1_1, PruarM.4G068800.t1.p1_1
OG0000601	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0006f8, 36596_0_004f91	PruarM.6G398400.t1.p1_1
OG0000602	Prunus_armeniaca_Marouch_n14_peptide	36596_0_000eec	PruarM.1G235900.t1.p1_1
OG0000602	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001e4b	PruarM.1G236100.t1.p1_1
OG0000602	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00070c	PruarM.1G234900.t1.p1_1
OG0000602	Prunus_armeniaca_Marouch_n14_peptide	36596_0_000932	PruarM.1G235400.t1.p1_1, PruarM.1G235700.t1.p1_1
OG0000603	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00558b	PruarM.6G330000.t1.p1_1
OG0000603	Prunus_armeniaca_Marouch_n14_peptide	36596_0_006cb6	PruarM.8G242100.t1.p1_1
OG0000603	Prunus_armeniaca_Marouch_n14_peptide	36596_0_006c40, 36596_0_00713a	PruarM.8G242000.t1.p1_1
OG0000603	Prunus_armeniaca_Marouch_n14_peptide	36596_0_000955	PruarM.1G616300.t1.p1_1
OG0000604	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00304c	PruarM.3G352900.t1.p1_1
OG0000604	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011d8, 36596_0_006c2f, 36596_0_0074b1, 36596_0_000a33, 36596_0_004bf6, 36596_0_0066c3	PruarM.7G382000.t1.p1_1
