Orthogroup	Species	Pyrus_hap1_v2.3.a1.all.maker.proteins	Orthologs
OG0005151	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.409330.t1	2448454_0_001ce1
OG0005152	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.429420.t1	2448454_0_002d1a
OG0005152	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.409620.t1	2448454_0_001ce2
OG0005153	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.415250.t1	2448454_0_001edb
OG0005153	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.326990.t1	2448454_0_001cf4
OG0005154	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.324060.t1	2448454_0_006d4a
OG0005154	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.412170.t1	2448454_0_001cfd
OG0005155	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.augustus.329600.t1	2448454_0_007066
OG0005155	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.417700.t1	2448454_0_001d01
OG0005156	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.419050.t1	2448454_0_00a3dd, 2448454_0_001d16, 2448454_0_001f54
OG0005157	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.322960.t1	2448454_0_007077
OG0005157	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.410990.t1	2448454_0_001d21
OG0005158	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.326590.t1	2448454_0_006b07
OG0005158	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.414720.t1	2448454_0_001d30
OG0005159	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.323750.t1	2448454_0_006f5b
OG0005159	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.411840.t1	2448454_0_001d31
OG0005160	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.409260.t1, Pyrco.da.v2a1.chr6A.444710.t1, Pyrco.da.v2a1.chr14A.379640.t1	2448454_0_001d34
OG0005161	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.325150.t1	2448454_0_006c1e
OG0005161	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.augustus.413250.t1	2448454_0_001d37
OG0005162	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.334020.t1	2448454_0_002030
OG0005162	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.421870.t1	2448454_0_001d40
OG0005163	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr6A.430930.t1	2448454_0_003215
OG0005163	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.408640.t1	2448454_0_001d4d
OG0005164	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.417130.t1	2448454_0_002025
OG0005164	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.329060.t1	2448454_0_001d50
OG0005165	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr6A.427510.t1	2448454_0_002fc5
OG0005165	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.406760.t1	2448454_0_001d6d
OG0005166	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.325540.t1	2448454_0_0072a8
OG0005166	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.413720.t1	2448454_0_001d6e
OG0005167	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr6A.430870.t1	2448454_0_002db9
OG0005167	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.408790.t1	2448454_0_001d71
OG0005168	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.323660.t1	2448454_0_006c7b
OG0005168	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.411750.t1	2448454_0_001d72
OG0005169	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.403760.t1	2448454_0_001d7e, 2448454_0_001e0b, 2448454_0_001e37
OG0005170	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.423410.t1, Pyrco.da.v2a1.chr12A.335520.t1	2448454_0_001d80, 2448454_0_006ca6
OG0005171	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.333980.t1	2448454_0_006ace
OG0005171	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.421820.t1	2448454_0_001d82
OG0005172	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr6A.427670.t1	2448454_0_002f2b
OG0005172	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.406660.t1	2448454_0_001d8e
OG0005173	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.323590.t1	2448454_0_0071fe
OG0005173	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.411650.t1	2448454_0_001d95
OG0005174	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.328780.t1	2448454_0_007215
OG0005174	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.416950.t1	2448454_0_001d9c
OG0005175	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.409250.t1, Pyrco.da.v2a1.chr6A.444730.t1, Pyrco.da.v2a1.chr14A.379660.t1	2448454_0_001da2
OG0005176	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.329530.t1	2448454_0_006dac
OG0005176	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.417660.t1	2448454_0_001da5
OG0005177	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.405300.t1	2448454_0_001f40
OG0005177	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.405400.t1	2448454_0_001da6
OG0005178	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr13A.259260.t1	2448454_0_00787a
OG0005178	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.403000.t1	2448454_0_001db7
OG0005179	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.327860.t1	2448454_0_006e6b
OG0005179	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.415820.t1	2448454_0_001dc0
OG0005180	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr6A.428310.t1	2448454_0_002dd0
OG0005180	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.407450.t1	2448454_0_001dcb
OG0005181	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.403220.t1, Pyrco.da.v2a1.chr4A.403250.t1, Pyrco.da.v2a1.chr13A.259170.t1	2448454_0_001dd1
OG0005182	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.334330.t1	2448454_0_006e8d
OG0005182	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.422210.t1	2448454_0_001dda
OG0005183	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.323490.t1	2448454_0_006f20
OG0005183	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.augustus.411520.t1	2448454_0_001ddb
OG0005184	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.323450.t1	2448454_0_0071a6
OG0005184	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.411500.t1	2448454_0_001df0
OG0005185	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.283120.t1, Pyrco.da.v2a1.chr6A.428280.t1, Pyrco.da.v2a1.chr6A.434360.t1	2448454_0_001df3
OG0005186	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.419800.t1	2448454_0_001dfa, 2448454_0_001f9a, 2448454_0_007322
OG0005187	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.333640.t1	2448454_0_006d8e
OG0005187	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.421510.t1	2448454_0_001dfe
OG0005188	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr6A.429570.t1	2448454_0_003495
OG0005188	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.409390.t1	2448454_0_001e06
OG0005189	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.324900.t1	2448454_0_007181
OG0005189	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.413010.t1	2448454_0_001e0a
OG0005190	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.329970.t1	2448454_0_006f90
OG0005190	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.418070.t1	2448454_0_001e19
OG0005191	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.330060.t1	2448454_0_007104
OG0005191	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.418210.t1	2448454_0_001e2c
OG0005192	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.421450.t1, Pyrco.da.v2a1.chr12A.333600.t1	2448454_0_001e2f, 2448454_0_007162
OG0005193	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.334080.t1	2448454_0_006e23
OG0005193	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.421950.t1	2448454_0_001e36
OG0005194	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.415000.t1, Pyrco.da.v2a1.chr5A.053740.t1, Pyrco.da.v2a1.chr12A.326830.t1	2448454_0_001e3b
OG0005195	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.322790.t1	2448454_0_006d9c
OG0005195	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.410830.t1	2448454_0_001e46
OG0005196	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.334160.t1	2448454_0_006e0b
OG0005196	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.422050.t1	2448454_0_001e48
OG0005197	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.417100.t1, Pyrco.da.v2a1.snap.122820.t1, Pyrco.da.v2a1.chr12A.328930.t1	2448454_0_001e58
OG0005198	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.414990.t1, Pyrco.da.v2a1.augustus.326820.t1, Pyrco.da.v2a1.chr13A.240840.t1	2448454_0_001e60
OG0005199	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.324690.t1	2448454_0_006b6b
OG0005199	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.augustus.412750.t1	2448454_0_001e61
OG0005200	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.332150.t1	2448454_0_006d01
OG0005200	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.420130.t1	2448454_0_001e62
OG0005201	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr6A.429430.t1	2448454_0_003376
OG0005201	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.409580.t1	2448454_0_001e64
OG0005202	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.329510.t1	2448454_0_006fb4
OG0005202	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.417640.t1	2448454_0_001e68
OG0005203	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.augustus.428340.t1	2448454_0_0032aa
OG0005203	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.407490.t1	2448454_0_001e6a
OG0005204	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.423520.t1	2448454_0_001e6c, 2448454_0_006d1f, 2448454_0_00a5fc
OG0005205	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.329670.t1	2448454_0_006dd4
OG0005205	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.417760.t1	2448454_0_001e6f
OG0005206	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr6A.428000.t1	2448454_0_002d53
OG0005206	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.407070.t1	2448454_0_001e71
OG0005207	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.329960.t1	2448454_0_006eae
OG0005207	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.418060.t1	2448454_0_001e79
OG0005208	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.335100.t1	2448454_0_007255
OG0005208	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.422840.t1	2448454_0_001e7f
OG0005209	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.335620.t1	2448454_0_007264
OG0005209	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.423480.t1	2448454_0_001e81
OG0005210	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.402230.t1, Pyrco.da.v2a1.chr15A.037870.t1, Pyrco.da.v2a1.chr15A.037950.t1	2448454_0_001e84
OG0005211	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.331340.t1	2448454_0_006e6e
OG0005211	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.419450.t1	2448454_0_001e8b
OG0005212	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.330970.t1	2448454_0_006e44
OG0005212	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.419140.t1	2448454_0_001e97
OG0005213	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.334870.t1	2448454_0_006bca
OG0005213	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.422630.t1	2448454_0_001e9e
OG0005214	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.328790.t1	2448454_0_007045
OG0005214	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.416960.t1	2448454_0_001eb8
OG0005215	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr6A.427720.t1	2448454_0_003463
OG0005215	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.406610.t1	2448454_0_001ebd
OG0005216	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.324090.t1	2448454_0_006fa2
OG0005216	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.412200.t1	2448454_0_001ec6
OG0005217	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.331370.t1	2448454_0_006bb9
OG0005217	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.419500.t1	2448454_0_001ecc
OG0005218	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.324660.t1	2448454_0_0070dc
OG0005218	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.412720.t1	2448454_0_001ed5
OG0005219	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.326550.t1	2448454_0_006d3f
OG0005219	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.414650.t1	2448454_0_001ed9
OG0005220	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.325710.t1	2448454_0_0071cf
OG0005220	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.413910.t1	2448454_0_001edc
OG0005221	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.335260.t1	2448454_0_007196
OG0005221	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.423060.t1	2448454_0_001ee6
OG0005222	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.422450.t1, Pyrco.da.v2a1.chr12A.334650.t1, Pyrco.da.v2a1.chr12A.334660.t1	2448454_0_001efe
OG0005223	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.334180.t1	2448454_0_007167
OG0005223	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.422070.t1	2448454_0_001eff
OG0005224	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.329990.t1	2448454_0_00702b
OG0005224	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.418110.t1	2448454_0_001f14
OG0005225	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.427490.t1	2448454_0_0032f1
OG0005225	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.406730.t1	2448454_0_001f20
OG0005226	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.augustus.405530.t1, Pyrco.da.v2a1.augustus.101480.t1	2448454_0_001f23, 2448454_0_006d8b
OG0005227	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.augustus.327520.t1	2448454_0_007242
OG0005227	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.415420.t1	2448454_0_001f29
OG0005228	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr9A.214760.t1	2448454_0_007867
OG0005228	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.405030.t1	2448454_0_001f2c
OG0005229	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.331010.t1	2448454_0_006cce
OG0005229	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.419170.t1	2448454_0_001f2d
OG0005230	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.327820.t1	2448454_0_006a9d
OG0005230	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.415790.t1	2448454_0_001f43
OG0005231	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.329810.t1	2448454_0_00714f
OG0005231	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.417880.t1	2448454_0_001f47
OG0005232	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.324630.t1	2448454_0_0070fe, 2448454_0_001f4d, 2448454_0_003cdc
OG0005233	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr6A.431360.t1	2448454_0_002d42
OG0005233	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.408220.t1	2448454_0_001f58
OG0005234	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.335490.t1	2448454_0_006f16
OG0005234	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.423350.t1	2448454_0_001f5b
OG0005235	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.140500.t1	2448454_0_00a79b
OG0005235	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr2A.140830.t1	2448454_0_001f5e
OG0005237	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.423260.t1	2448454_0_006ad0
OG0005237	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.335420.t1	2448454_0_001f75
OG0005238	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr11A.109810.t1	2448454_0_0065c7, 2448454_0_001f7a, 2448454_0_006d27
OG0005239	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.324550.t1	2448454_0_006d9d
OG0005239	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.412620.t1	2448454_0_001f86
OG0005240	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.335730.t1	2448454_0_006af9
OG0005240	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr10A.102840.t1	2448454_0_001f88
OG0005241	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.335070.t1	2448454_0_006f71
OG0005241	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.422780.t1	2448454_0_001f8a
OG0005242	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.325750.t1	2448454_0_006c65
OG0005242	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.413950.t1	2448454_0_001f8d
OG0005243	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.412160.t1, Pyrco.da.v2a1.chr7A.167930.t1, Pyrco.da.v2a1.chr13A.250130.t1	2448454_0_001f8f
OG0005244	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.331250.t1	2448454_0_007040
OG0005244	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.419400.t1	2448454_0_001f92
OG0005245	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.322570.t1	2448454_0_006c9a
OG0005245	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.410660.t1	2448454_0_001f9b
OG0005246	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr6A.427660.t1	2448454_0_0030d5
OG0005246	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.406670.t1	2448454_0_001f9e
OG0005247	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr5A.039540.t1	2448454_0_0022d6, 2448454_0_001fe5, 2448454_0_009eb3
OG0005248	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.augustus.429160.t1	2448454_0_0031ae
OG0005248	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr4A.409900.t1	2448454_0_002006
OG0005249	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr12A.335580.t1	2448454_0_007059
OG0005249	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.423430.t1	2448454_0_002020
OG0005250	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr10A.077890.t1	2448454_0_005d90
OG0005250	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr5A.045370.t1	2448454_0_002064
OG0005251	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr10A.077940.t1	2448454_0_005df2
OG0005251	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr5A.045430.t1	2448454_0_002067
OG0005252	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr10A.094130.t1	2448454_0_00553e
OG0005252	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr5A.063510.t1	2448454_0_002069
OG0005253	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr10A.076460.t1	2448454_0_00584c
OG0005253	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr5A.043870.t1	2448454_0_00206c
OG0005254	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.chr10A.075310.t1	2448454_0_005bf3
OG0005254	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Pyrco.da.v2a1.snap.042870.t1	2448454_0_00206d
