Orthogroup	Species	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Orthologs
OG0003791	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0093d0, 2448454_0_009c2f	Pyrco.da.v2a1.chr16A.201540.t1
OG0003791	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007608	Pyrco.da.v2a1.chr13A.253680.t1
OG0003792	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0091cb	Pyrco.da.v2a1.chr16A.204540.t1
OG0003792	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009622, 2448454_0_00760f	Pyrco.da.v2a1.chr13A.256450.t1
OG0003793	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007624	Pyrco.da.v2a1.chr3A.279830.t1, Pyrco.da.v2a1.chr9A.223130.t1, Pyrco.da.v2a1.chr15A.037820.t1, Pyrco.da.v2a1.chr13A.247140.t1
OG0003794	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009cb3	Pyrco.da.v2a1.chr16A.203780.t1
OG0003794	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007662	Pyrco.da.v2a1.augustus.223270.t1, Pyrco.da.v2a1.chr13A.255770.t1
OG0003795	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009c4b	Pyrco.da.v2a1.chr16A.201780.t1
OG0003795	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00972d, 2448454_0_007667	Pyrco.da.v2a1.augustus.253860.t1
OG0003796	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009c24	Pyrco.da.v2a1.chr16A.201640.t1
OG0003796	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0099aa, 2448454_0_007675	Pyrco.da.v2a1.chr13A.253760.t1
OG0003797	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007676	Pyrco.da.v2a1.chr13A.252620.t1, Pyrco.da.v2a1.augustus.252660.t1, Pyrco.da.v2a1.augustus.252640.t1, Pyrco.da.v2a1.chr13A.252690.t1
OG0003798	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009ca9	Pyrco.da.v2a1.chr16A.203620.t1
OG0003798	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009d46, 2448454_0_007699	Pyrco.da.v2a1.chr13A.255680.t1
OG0003799	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0092ec	Pyrco.da.v2a1.chr16A.204350.t1
OG0003799	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00920c, 2448454_0_00769b	Pyrco.da.v2a1.chr13A.256190.t1
OG0003800	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0096a4, 2448454_0_009756	Pyrco.da.v2a1.chr16A.204450.t1
OG0003800	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0076f3	Pyrco.da.v2a1.chr13A.256330.t1
OG0003801	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0094d5, 2448454_0_009744	Pyrco.da.v2a1.chr16A.204490.t1
OG0003801	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0076f4	Pyrco.da.v2a1.chr13A.256430.t1
OG0003802	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009406	Pyrco.da.v2a1.chr16A.203160.t1
OG0003802	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0076f6, 2448454_0_007962	Pyrco.da.v2a1.chr13A.255270.t1
OG0003803	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0092fd	Pyrco.da.v2a1.chr16A.195980.t1
OG0003803	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00770a	Pyrco.da.v2a1.chr16A.196040.t1, Pyrco.da.v2a1.augustus.247850.t1
OG0003804	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0095ab, 2448454_0_0098af	Pyrco.da.v2a1.chr16A.204420.t1
OG0003804	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007712	Pyrco.da.v2a1.chr13A.256270.t1
OG0003805	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009a4a, 2448454_0_0077da, 2448454_0_007717, 2448454_0_007995	Pyrco.da.v2a1.chr16A.194750.t1
OG0003806	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009586	Pyrco.da.v2a1.chr16A.205100.t1
OG0003806	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009b9e, 2448454_0_007767	Pyrco.da.v2a1.snap.256900.t1
OG0003807	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009c6f	Pyrco.da.v2a1.chr16A.203830.t1
OG0003807	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009a2e, 2448454_0_00777e	Pyrco.da.v2a1.snap.255810.t1
OG0003808	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0099bc	Pyrco.da.v2a1.chr16A.204160.t1
OG0003808	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0099b8, 2448454_0_007780	Pyrco.da.v2a1.chr13A.256050.t1
OG0003809	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009651	Pyrco.da.v2a1.chr16A.199030.t1
OG0003809	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0093ab, 2448454_0_007784	Pyrco.da.v2a1.chr13A.251100.t1
OG0003810	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00938f	Pyrco.da.v2a1.chr16A.191890.t1
OG0003810	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007792, 2448454_0_00a6fb	Pyrco.da.v2a1.augustus.243860.t1
OG0003811	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009168	Pyrco.da.v2a1.chr16A.199270.t1
OG0003811	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00991a, 2448454_0_00779c	Pyrco.da.v2a1.chr13A.251310.t1
OG0003812	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009c27	Pyrco.da.v2a1.chr16A.201330.t1
OG0003812	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0092fe, 2448454_0_00779f	Pyrco.da.v2a1.chr13A.253460.t1
OG0003813	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0096f2	Pyrco.da.v2a1.chr16A.200260.t1
OG0003813	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0077ad	Pyrco.da.v2a1.chr15A.031310.t1, Pyrco.da.v2a1.chr13A.252440.t1
OG0003814	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0096c2	Pyrco.da.v2a1.chr16A.199340.t1
OG0003814	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009a33, 2448454_0_0077d3	Pyrco.da.v2a1.chr13A.251400.t1
OG0003815	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008a40, 2448454_0_0090f6, 2448454_0_0077d8, 2448454_0_009364	Pyrco.da.v2a1.augustus.250800.t1
OG0003816	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0095a3	Pyrco.da.v2a1.chr16A.194340.t1
OG0003816	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007813, 2448454_0_007801	Pyrco.da.v2a1.chr13A.246250.t1
OG0003817	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009754, 2448454_0_009d82	Pyrco.da.v2a1.snap.194290.t1
OG0003817	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007812	Pyrco.da.v2a1.augustus.246190.t1
OG0003818	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00782f	Pyrco.da.v2a1.chr13A.241850.t1, Pyrco.da.v2a1.chr16A.189700.t1, Pyrco.da.v2a1.snap.195380.t1, Pyrco.da.v2a1.chr13A.247210.t1
OG0003819	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00971a	Pyrco.da.v2a1.chr16A.196260.t1
OG0003819	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007830, 2448454_0_007986	Pyrco.da.v2a1.chr13A.248110.t1
OG0003820	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007837	Pyrco.da.v2a1.chr13A.246380.t1, Pyrco.da.v2a1.chr16A.194460.t1, Pyrco.da.v2a1.chr16A.194470.t1, Pyrco.da.v2a1.chr16A.196780.t1
OG0003821	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009134, 2448454_0_009983	Pyrco.da.v2a1.chr16A.200220.t1
OG0003821	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007839	Pyrco.da.v2a1.chr13A.252400.t1
OG0003822	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00958f	Pyrco.da.v2a1.chr16A.199070.t1
OG0003822	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009866, 2448454_0_007857	Pyrco.da.v2a1.chr13A.251150.t1
OG0003823	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009a18	Pyrco.da.v2a1.chr16A.205910.t1
OG0003823	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007865	Pyrco.da.v2a1.chr13A.257270.t1, Pyrco.da.v2a1.chr8A.397370.t1
OG0003824	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009120, 2448454_0_009c62	Pyrco.da.v2a1.chr16A.201560.t1
OG0003824	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007871	Pyrco.da.v2a1.chr13A.253690.t1
OG0003825	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009508	Pyrco.da.v2a1.chr16A.195840.t1
OG0003825	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0078aa	Pyrco.da.v2a1.chr3A.280270.t1, Pyrco.da.v2a1.chr13A.247640.t1
OG0003826	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00954f	Pyrco.da.v2a1.chr16A.194770.t1
OG0003826	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007994, 2448454_0_0078d9	Pyrco.da.v2a1.chr13A.246630.t1
OG0003827	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0091b2	Pyrco.da.v2a1.chr16A.192970.t1
OG0003827	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007999, 2448454_0_007900	Pyrco.da.v2a1.snap.244990.t1
OG0003828	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009227	Pyrco.da.v2a1.chr16A.192990.t1
OG0003828	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009d1e, 2448454_0_00790d	Pyrco.da.v2a1.chr13A.245010.t1
OG0003829	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007910, 2448454_0_0099a0, 2448454_0_009cd8	Pyrco.da.v2a1.chr13A.244430.t1, Pyrco.da.v2a1.chr16A.192440.t1
OG0003830	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007918	Pyrco.da.v2a1.snap.163980.t1, Pyrco.da.v2a1.chr14A.367460.t1, Pyrco.da.v2a1.augustus.192740.t1, Pyrco.da.v2a1.chr13A.244710.t1
OG0003831	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009d17	Pyrco.da.v2a1.chr16A.193020.t1
OG0003831	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009a02, 2448454_0_00791a	Pyrco.da.v2a1.chr13A.245030.t1
OG0003832	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009318, 2448454_0_009cd6	Pyrco.da.v2a1.snap.192410.t1
OG0003832	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007924	Pyrco.da.v2a1.chr13A.244400.t1
OG0003833	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009a00, 2448454_0_009cc5	Pyrco.da.v2a1.chr16A.192510.t1
OG0003833	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007926	Pyrco.da.v2a1.chr13A.244510.t1
OG0003834	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00792a	Pyrco.da.v2a1.chr13A.244780.t1, Pyrco.da.v2a1.snap.244770.t1, Pyrco.da.v2a1.chr16A.192800.t1, Pyrco.da.v2a1.snap.192830.t1
OG0003835	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009766	Pyrco.da.v2a1.chr16A.193050.t1
OG0003835	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009d1f, 2448454_0_00792e	Pyrco.da.v2a1.chr13A.245060.t1
OG0003836	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00991c	Pyrco.da.v2a1.chr3A.279910.t1
OG0003836	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007935	Pyrco.da.v2a1.augustus.244320.t1, Pyrco.da.v2a1.augustus.192330.t1
OG0003837	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0092b3, 2448454_0_009cc4	Pyrco.da.v2a1.chr16A.192500.t1
OG0003837	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00793a	Pyrco.da.v2a1.chr13A.244500.t1
OG0003838	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0091a4, 2448454_0_009d15	Pyrco.da.v2a1.chr16A.193030.t1
OG0003838	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00793c	Pyrco.da.v2a1.chr13A.245040.t1
OG0003839	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009a87	Pyrco.da.v2a1.chr13A.244280.t1, Pyrco.da.v2a1.chr16A.192310.t1
OG0003839	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00793d	Pyrco.da.v2a1.chr13A.244290.t1
OG0003840	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0099af	Pyrco.da.v2a1.chr16A.193210.t1
OG0003840	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0079a0, 2448454_0_00795c	Pyrco.da.v2a1.chr13A.245300.t1
OG0003841	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0094f5	Pyrco.da.v2a1.snap.197160.t1
OG0003841	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009878, 2448454_0_007963	Pyrco.da.v2a1.chr13A.248920.t1
OG0003842	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0092bd	Pyrco.da.v2a1.chr16A.197200.t1
OG0003842	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0099b6, 2448454_0_007969	Pyrco.da.v2a1.augustus.248940.t1
OG0003843	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0092c2, 2448454_0_00796d, 2448454_0_0095b3	Pyrco.da.v2a1.chr9A.218310.t1, Pyrco.da.v2a1.snap.202750.t1
OG0003844	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0092b2	Pyrco.da.v2a1.chr13A.254890.t1
OG0003844	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00796e, 2448454_0_009816	Pyrco.da.v2a1.chr16A.202720.t1
OG0003845	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009935	Pyrco.da.v2a1.chr16A.195600.t1
OG0003845	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009cd0, 2448454_0_007979	Pyrco.da.v2a1.chr13A.247410.t1
OG0003846	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00972b	Pyrco.da.v2a1.chr16A.195580.t1
OG0003846	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009ccc, 2448454_0_00797d	Pyrco.da.v2a1.chr13A.247400.t1
OG0003847	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007c94	Pyrco.da.v2a1.chr14A.365310.t1
OG0003847	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007a16, 2448454_0_007e59	Pyrco.da.v2a1.chr14A.365410.t1
OG0003848	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009198, 2448454_0_00941d, 2448454_0_007aa1, 2448454_0_007c6c	Pyrco.da.v2a1.chr16A.204220.t1
OG0003849	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007ab4	Pyrco.da.v2a1.chr6A.437000.t1, Pyrco.da.v2a1.augustus.443820.t1, Pyrco.da.v2a1.chr6A.443800.t1, Pyrco.da.v2a1.chr14A.378900.t1
OG0003850	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007c2b	Pyrco.da.v2a1.chr14A.376700.t1
OG0003850	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007b70, 2448454_0_007e95	Pyrco.da.v2a1.snap.376720.t1
OG0003851	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0080fe, 2448454_0_007bab, 2448454_0_00823e	Pyrco.da.v2a1.chr12A.319690.t1, Pyrco.da.v2a1.chr14A.365240.t1
OG0003852	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007c57	Pyrco.da.v2a1.chr8A.401410.t1, Pyrco.da.v2a1.chr15A.038630.t1, Pyrco.da.v2a1.chr12A.316130.t1, Pyrco.da.v2a1.chr14A.361920.t1
OG0003853	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007cee	Pyrco.da.v2a1.chr12A.312440.t1, Pyrco.da.v2a1.chr12A.312430.t1
OG0003853	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007c77	Pyrco.da.v2a1.snap.358610.t1
OG0003854	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0080b5	Pyrco.da.v2a1.chr14A.374410.t1
OG0003854	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007c97, 2448454_0_007d31	Pyrco.da.v2a1.chr14A.374420.t1
OG0003855	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007cdb	Pyrco.da.v2a1.chr12A.316180.t1, Pyrco.da.v2a1.chr14A.361960.t1, Pyrco.da.v2a1.chr14A.361970.t1, Pyrco.da.v2a1.chr14A.361980.t1
OG0003856	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008b65	Pyrco.da.v2a1.chr15A.006170.t1
OG0003856	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007d8b, 2448454_0_008220	Pyrco.da.v2a1.chr8A.388090.t1
OG0003857	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007ded	Pyrco.da.v2a1.augustus.442060.t1, Pyrco.da.v2a1.augustus.442090.t1, Pyrco.da.v2a1.chr6A.442120.t1, Pyrco.da.v2a1.chr14A.377480.t1
OG0003858	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007e77, 2448454_0_008251	Pyrco.da.v2a1.chr6A.443480.t1, Pyrco.da.v2a1.chr10A.091340.t1, Pyrco.da.v2a1.chr14A.378740.t1
OG0003859	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0081bc, 2448454_0_007edb, 2448454_0_00802d, 2448454_0_008057	Pyrco.da.v2a1.chr14A.369680.t1
OG0003860	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007fae	Pyrco.da.v2a1.chr6A.437230.t1, Pyrco.da.v2a1.chr7A.158450.t1, Pyrco.da.v2a1.chr7A.158480.t1, Pyrco.da.v2a1.augustus.372600.t1
OG0003861	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007ff8	Pyrco.da.v2a1.chr8A.392070.t1, Pyrco.da.v2a1.chr15A.021130.t1, Pyrco.da.v2a1.chr14A.361640.t1, Pyrco.da.v2a1.chr15A.021120.t1
OG0003862	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00804c	Pyrco.da.v2a1.snap.444980.t1, Pyrco.da.v2a1.chr15A.038660.t1, Pyrco.da.v2a1.chr17A.295790.t1, Pyrco.da.v2a1.chr14A.379900.t1
OG0003863	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00a693	Pyrco.da.v2a1.chr17A.307870.t1
OG0003863	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00a651, 2448454_0_00826a	Pyrco.da.v2a1.chr2A.141150.t1
OG0003864	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00884d	Pyrco.da.v2a1.chr15A.016090.t1
OG0003864	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008d3b, 2448454_0_008286	Pyrco.da.v2a1.augustus.133830.t1
OG0003865	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00828d	Pyrco.da.v2a1.chr2A.136130.t1, Pyrco.da.v2a1.chr8A.387660.t1, Pyrco.da.v2a1.chr8A.387720.t1, Pyrco.da.v2a1.augustus.017940.t1
OG0003866	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008f53, 2448454_0_0090c4	Pyrco.da.v2a1.chr2A.137610.t1
OG0003866	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0082bf	Pyrco.da.v2a1.chr15A.019210.t1
OG0003867	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00888d	Pyrco.da.v2a1.chr2A.132330.t1
OG0003867	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0082cf	Pyrco.da.v2a1.augustus.132340.t1, Pyrco.da.v2a1.chr15A.014570.t1
OG0003868	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0087ea	Pyrco.da.v2a1.chr2A.142080.t1
OG0003868	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0082f3	Pyrco.da.v2a1.chr2A.142090.t1, Pyrco.da.v2a1.chr15A.022930.t1
OG0003869	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0083e0	Pyrco.da.v2a1.chr8A.389000.t1, Pyrco.da.v2a1.chr15A.007060.t1, Pyrco.da.v2a1.chr8A.389010.t1, Pyrco.da.v2a1.chr15A.007050.t1
OG0003870	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008414	Pyrco.da.v2a1.chr7A.174870.t1, Pyrco.da.v2a1.chr10A.078210.t1, Pyrco.da.v2a1.chr8A.392850.t1, Pyrco.da.v2a1.snap.010470.t1
OG0003871	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008437	Pyrco.da.v2a1.augustus.133250.t1, Pyrco.da.v2a1.chr7A.160780.t1, Pyrco.da.v2a1.chr9A.232350.t1, Pyrco.da.v2a1.chr15A.015550.t1
OG0003872	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00865b	Pyrco.da.v2a1.snap.136570.t1
OG0003872	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0086d9, 2448454_0_008491	Pyrco.da.v2a1.chr15A.018260.t1
OG0003873	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0084a6, 2448454_0_009cfd	Pyrco.da.v2a1.chr2A.138590.t1, Pyrco.da.v2a1.augustus.138570.t1, Pyrco.da.v2a1.snap.138550.t1
OG0003874	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008c0b	Pyrco.da.v2a1.chr15A.015450.t1, Pyrco.da.v2a1.snap.015440.t1
OG0003874	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0084ca	Pyrco.da.v2a1.snap.015420.t1
OG0003875	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008808	Pyrco.da.v2a1.chr15A.019470.t1
OG0003875	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0084db, 2448454_0_008df2	Pyrco.da.v2a1.chr2A.137870.t1
OG0003876	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00864e	Pyrco.da.v2a1.chr15A.022000.t1
OG0003876	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0087e9, 2448454_0_008515	Pyrco.da.v2a1.chr2A.141100.t1
OG0003877	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008540	Pyrco.da.v2a1.augustus.142780.t1, Pyrco.da.v2a1.chr15A.023570.t1, Pyrco.da.v2a1.chr17A.308920.t1, Pyrco.da.v2a1.chr15A.023580.t1
OG0003878	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008555	Pyrco.da.v2a1.chr2A.131690.t1, Pyrco.da.v2a1.chr3A.281040.t1, Pyrco.da.v2a1.chr10A.080830.t1, Pyrco.da.v2a1.snap.014180.t1
OG0003879	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008587, 2448454_0_00861b, 2448454_0_008adc	Pyrco.da.v2a1.chr8A.392090.t1, Pyrco.da.v2a1.chr15A.009870.t1
OG0003880	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008589	Pyrco.da.v2a1.chr2A.133060.t1, Pyrco.da.v2a1.snap.060650.t1, Pyrco.da.v2a1.chr9A.227660.t1, Pyrco.da.v2a1.chr15A.015370.t1
OG0003881	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0085cf	Pyrco.da.v2a1.chr2A.135840.t1, Pyrco.da.v2a1.chr9A.224660.t1, Pyrco.da.v2a1.chr15A.017700.t1, Pyrco.da.v2a1.chr15A.028570.t1
OG0003882	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008f60, 2448454_0_0090be	Pyrco.da.v2a1.chr2A.137620.t1
OG0003882	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0085da	Pyrco.da.v2a1.chr15A.019220.t1
OG0003883	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008d14	Pyrco.da.v2a1.chr2A.142510.t1
OG0003883	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0085db	Pyrco.da.v2a1.chr2A.142500.t1, Pyrco.da.v2a1.chr15A.023220.t1
OG0003884	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0089e7	Pyrco.da.v2a1.chr15A.014810.t1, Pyrco.da.v2a1.chr15A.014780.t1
OG0003884	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008600	Pyrco.da.v2a1.chr15A.014840.t1
OG0003885	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008bd4	Pyrco.da.v2a1.chr2A.131640.t1
OG0003885	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0086a6	Pyrco.da.v2a1.chr1A.336930.t1, Pyrco.da.v2a1.chr15A.014100.t1
OG0003886	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0086d2	Pyrco.da.v2a1.snap.142700.t1, Pyrco.da.v2a1.augustus.142690.t1, Pyrco.da.v2a1.augustus.023460.t1, Pyrco.da.v2a1.chr2A.142680.t1
OG0003887	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008fb5	Pyrco.da.v2a1.chr2A.132410.t1
OG0003887	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008fc7, 2448454_0_008723	Pyrco.da.v2a1.snap.014610.t1
OG0003888	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_009616	Pyrco.da.v2a1.chr15A.020120.t1
OG0003888	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008793, 2448454_0_009095	Pyrco.da.v2a1.chr2A.139000.t1
OG0003889	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00a7a6	Pyrco.da.v2a1.snap.140510.t1
