query_id	subject_id	perc_identity	num_ident_matches	alig_length	mismatches	gap_openings	n_gaps	pos_match	ppos	q_start	q_end	q_len	qcov	qcovhsp	s_start	s_end	s_len	evalue	bit_score	score_raw
AT1G49320.1	PaF106G0800031404.01.P01	49.339	112	227	110	2	5	151	66.52	52	278	281	81	81	5	226	230	3.01e-77	234	596
AT1G49330.1	PaF106G0600024475.01.P01	48.677	92	189	90	3	7	126	66.67	133	319	332	56	56	77	260	266	3.56e-58	188	477
AT1G49330.1	PaF106G0800031400.01.P01	50	111	222	97	4	14	135	60.81	105	324	332	66	66	87	296	302	5.66e-64	204	519
AT1G49340.2	PaF106G0800031401.01.P01	78.006	1596	2046	417	15	33	1789	87.44	1	2028	2029	99	99	1	2031	2031	0	3228	8370
AT1G49350.1	PaF106G0800031364.01.P01	52.59	132	251	111	5	8	178	70.92	133	377	379	65	65	1	249	918	1.02e-75	251	641
AT1G49380.1	PaF106G0800031326.01.P01	81.44	294	361	67	0	0	338	93.63	185	545	548	66	66	1	361	365	0	627	1617
AT1G49390.1	PaF106G0400015254.01.P01	57.558	198	344	139	2	7	259	75.29	7	348	349	98	98	10	348	348	1.26e-149	425	1092
AT1G49390.1	PaF106G0400015259.01.P01	56.069	194	346	147	2	5	253	73.12	8	348	349	98	98	51	396	396	2.73e-145	416	1068
AT1G49400.1	PaF106G0100000022.01.P01	76.744	33	43	10	0	0	39	90.7	41	83	117	37	37	1	43	55	1.99e-21	80.1	196
AT1G49400.1	PaF106G0600022887.01.P01	73.469	72	98	26	0	0	85	86.73	1	98	117	84	84	1	98	98	5.36e-51	156	394
AT1G49405.1	PaF106G0800031302.01.P01	64.474	98	152	53	1	1	122	80.26	1	151	153	99	99	1	152	152	1.93e-67	201	511
AT1G49410.1	PaF106G0800031301.01.P01	75.926	41	54	13	0	0	48	88.89	1	54	55	98	98	38	91	91	8.62e-28	94.7	234
AT1G49430.1	PaF106G0800031286.01.P02	73.432	199	271	70	2	2	233	85.98	380	650	666	41	41	7	275	275	6.38e-147	427	1098
AT1G49430.1	PaF106G0800031291.01.P01	68.541	451	658	204	3	3	549	83.43	6	663	666	99	99	2	656	658	0	980	2533
AT1G49470.1	PaF106G0600023246.01.P01	55	33	60	27	0	0	41	68.33	146	205	303	20	20	7	66	76	2.01e-15	69.7	169
AT1G49470.1	PaF106G0800031251.01.P01	56.897	165	290	113	5	12	200	68.97	1	286	303	94	94	1	282	295	1.07e-104	307	786
AT1G49475.1	PaF106G0700027388.01.P01	45.57	36	79	43	0	0	49	62.03	55	133	191	41	41	1	79	659	7.24e-16	74.7	182
AT1G49475.1	PaF106G0700027389.01.P01	47.126	41	87	45	1	1	56	64.37	48	133	191	45	45	200	286	419	3.67e-19	83.6	205
AT1G49475.1	PaF106G0700027389.01.P01	45.57	36	79	43	0	0	49	62.03	55	133	191	45	41	1	79	419	5.12e-16	74.7	182
AT1G49475.1	PaF106G0700028608.01.P01	42.857	45	105	58	2	2	67	63.81	30	132	191	54	54	10	114	462	1.61e-19	84.7	208
AT1G49475.1	PaF106G0700028688.01.P01	41.6	52	125	66	4	7	78	62.4	30	150	191	63	63	13	134	333	8.85e-22	90.1	222
AT1G49475.1	PaF106G0800031712.01.P01	38.938	44	113	68	1	1	66	58.41	25	136	191	59	59	14	126	290	5.03e-21	87.4	215
AT1G49480.2	PaF106G0700027390.01.P02	30.052	58	193	91	5	44	84	43.52	34	224	227	84	84	393	543	709	1.12e-17	80.9	198
AT1G49480.2	PaF106G0800031249.01.P02	72.667	109	150	40	1	1	125	83.33	76	224	227	66	66	250	399	420	2.7e-72	225	574
AT1G49510.1	PaF106G0800031228.01.P01	52.066	126	242	102	6	14	166	68.6	4	234	241	96	96	7	245	259	2.23e-78	236	602
AT1G49520.1	PaF106G0400015548.01.P01	57.143	52	91	39	0	0	64	70.33	238	328	373	24	24	152	242	349	5.5e-28	112	279
AT1G49520.1	PaF106G0800031224.01.P03	54.783	189	345	134	5	22	245	71.01	1	328	373	88	88	1	340	404	6.94e-113	334	857
AT1G49540.2	PaF106G0100003761.01.P01	68.711	437	636	185	9	14	518	81.45	13	643	841	75	75	17	643	646	0	892	2305
AT1G49570.1	PaF106G0800031221.01.P01	66.019	204	309	101	3	4	247	79.94	40	347	351	88	88	24	329	332	6.66e-152	430	1105
AT1G49580.1	PaF106G0400016050.01.P01	79.365	50	63	13	0	0	60	95.24	246	308	607	10	10	61	123	158	4.09e-30	115	288
AT1G49590.1	PaF106G0800031157.01.P02	61.176	156	255	82	5	17	194	76.08	1	241	243	99	99	1	252	253	7.13e-92	270	691
AT1G49600.3	PaF106G0800031153.01.P01	73.22	216	295	71	4	8	248	84.07	116	403	451	64	64	113	406	450	2.27e-155	447	1150
AT1G49610.1	PaF106G0100005741.01.P01	30.415	66	217	109	7	42	102	47	24	198	355	49	49	32	248	465	3.02e-13	70.1	170
AT1G49610.1	PaF106G0400016364.01.P02	33.793	49	145	76	4	20	77	53.1	26	157	355	37	37	22	159	460	1.15e-16	80.5	197
AT1G49610.1	PaF106G0500020626.01.P01	53.704	29	54	25	0	0	35	64.81	18	71	355	15	15	6	59	71	5.42e-11	57.8	138
AT1G49620.3	PaF106G0700027510.01.P03	30.508	54	177	103	4	20	95	53.67	34	200	201	83	83	34	200	200	8.75e-20	82.8	203
AT1G49620.3	PaF106G0800031120.01.P02	44.737	51	114	59	2	4	69	60.53	88	200	201	56	56	91	201	201	3.64e-25	96.7	239
AT1G49630.1	PaF106G0800031122.01.P01	81.493	819	1005	181	4	5	920	91.54	78	1078	1081	93	93	82	1085	1086	0	1698	4398
AT1G49670.2	PaF106G0800031103.01.P01	74.026	57	77	20	0	0	65	84.42	1	77	653	12	12	1	77	83	3.2e-32	119	297
AT1G49670.2	PaF106G0800031105.01.P01	68.939	455	660	174	4	31	547	82.88	1	652	653	99	99	1	637	637	0	948	2451
AT1G49710.1	PaF106G0800031066.01.P02	66.344	343	517	156	6	18	402	77.76	1	513	514	99	99	1	503	503	0	700	1807
AT1G49730.1	PaF106G0800030154.01.P01	70.769	46	65	19	0	0	57	87.69	500	564	694	9	9	292	356	426	3.78e-24	105	262
AT1G49730.1	PaF106G0800031052.01.P05	61.381	391	637	237	5	9	494	77.55	31	663	694	91	91	1	632	674	0	801	2069
AT1G49740.1	PaF106G0800031051.01.P01	71.143	249	350	101	0	0	290	82.86	6	355	360	97	97	3	352	405	0	540	1390
AT1G49750.1	PaF106G0100005038.01.P01	60.455	133	220	85	2	2	156	70.91	246	464	495	44	44	2	220	232	1.01e-82	255	652
AT1G49750.1	PaF106G0800030999.01.P01	57.218	218	381	148	7	15	260	68.24	118	491	495	76	76	258	630	630	1.82e-135	404	1039
AT1G49760.1	PaF106G0800031028.01.P01	75.513	478	633	138	6	17	544	85.94	44	670	672	93	93	31	652	653	0	921	2380
AT1G49770.1	PaF106G0100005054.01.P06	42.017	100	238	108	3	30	133	55.88	70	307	309	77	77	422	629	1159	8.97e-50	177	448
AT1G49770.1	PaF106G0800031047.01.P01	46.154	120	260	112	8	28	159	61.15	47	306	309	84	84	83	314	314	4.8e-50	168	425
AT1G49780.1	PaF106G0800031048.01.P01	68.246	288	422	127	4	7	356	84.36	1	421	422	99	99	1	416	416	0	570	1469
AT1G49790.2	PaF106G0300013338.01.P01	29.932	44	147	86	4	17	64	43.54	50	192	307	47	47	175	308	315	2.77e-13	68.9	167
AT1G49820.1	PaF106G0800030950.01.P01	79.187	331	418	84	2	3	378	90.43	1	418	421	99	99	1	415	417	0	711	1834
AT1G49850.1	PaF106G0800030909.01.P01	38.113	101	265	116	7	48	130	49.06	1	231	251	92	92	1	251	270	1.27e-32	119	299
AT1G49870.1	PaF106G0800030906.01.P02	46.939	414	882	353	26	115	539	61.11	6	827	829	99	99	1	827	832	0	580	1495
AT1G49880.2	PaF106G0800030899.01.P01	59.146	97	164	55	3	12	120	73.17	1	156	158	99	99	1	160	200	2.91e-61	187	475
AT1G49890.1	PaF106G0800030892.01.P01	56.897	396	696	224	20	76	483	69.4	1	656	660	99	99	1	660	663	0	575	1483
AT1G49900.1	PaF106G0600024510.01.P01	39.394	39	99	42	4	18	54	54.55	730	820	918	26	10	27	115	181	1.65e-14	72.4	176
AT1G49900.1	PaF106G0600024510.01.P01	30.769	48	156	98	4	10	79	50.64	179	326	918	26	16	26	179	181	7.89e-13	67.4	163
AT1G49900.1	PaF106G0800030887.01.P01	39.024	64	164	68	6	32	83	50.61	111	273	918	26	18	33	165	241	1.44e-22	97.4	241
AT1G49900.1	PaF106G0800030887.01.P01	51.25	41	80	33	2	6	51	63.75	749	823	918	26	8	84	162	241	3.86e-18	84.7	208
AT1G49910.1	PaF106G0800030877.01.P01	87.097	297	341	42	1	2	319	93.55	1	339	340	99	99	1	341	341	0	627	1617
AT1G49950.2	PaF106G0800030834.01.P01	65.902	201	305	92	4	12	239	78.36	1	299	301	99	99	1	299	300	6.25e-107	313	801
AT1G49960.1	PaF106G0800030831.01.P01	71.565	375	524	146	1	3	440	83.97	2	525	527	99	99	7	527	528	0	777	2007
AT1G49970.1	PaF106G0800030878.01.P01	73.204	265	362	89	6	8	306	84.53	29	387	388	93	93	36	392	392	0	539	1388
AT1G49975.1	PaF106G0800030825.01.P01	60.606	80	132	48	2	4	98	74.24	1	129	130	99	99	1	131	131	5.79e-48	150	378
AT1G49980.3	PaF106G0800030854.01.P01	62.557	411	657	213	7	33	502	76.41	1	628	655	96	96	4	656	694	0	815	2105
AT1G50000.1	PaF106G0800030790.01.P01	68.056	147	216	69	0	0	180	83.33	79	294	297	73	73	1	216	220	4.98e-109	315	806
AT1G50000.1	PaF106G0800030798.01.P01	67.568	125	185	45	1	15	147	79.46	32	201	297	57	57	11	195	198	5.89e-89	263	672
AT1G50010.1	PaF106G0100006249.01.P01	96.674	436	451	14	1	1	443	98.23	1	450	451	99	99	1	451	451	0	909	2348
AT1G50010.1	PaF106G0300011411.01.P01	96.447	380	394	14	0	0	387	98.22	57	450	451	87	87	25	418	418	0	795	2054
AT1G50010.1	PaF106G0600024096.01.P01	96.674	436	451	14	1	1	444	98.45	1	450	451	99	99	1	451	451	0	910	2352
AT1G50010.1	PaF106G0800030763.01.P01	97.333	438	450	12	0	0	445	98.89	1	450	451	99	99	1	450	450	0	919	2376
AT1G50020.1	PaF106G0800030762.01.P02	57.658	128	222	75	6	19	156	70.27	4	209	210	98	98	2	220	220	6.11e-75	224	572
AT1G50030.1	PaF106G0800030759.01.P01	82.849	2053	2478	404	7	21	2237	90.27	16	2481	2482	99	99	1	2469	2469	0	4198	10888
AT1G50060.1	PaF106G0800030745.01.P01	64.286	99	154	53	2	2	127	82.47	9	161	162	94	94	5	157	157	6.6e-72	213	541
AT1G50090.1	PaF106G0800030723.01.P01	63.69	107	168	60	1	1	136	80.95	2	168	368	45	45	3	170	173	1.59e-79	241	614
AT1G50090.1	PaF106G0800030725.01.P03	61.605	215	349	133	1	1	277	79.37	8	355	368	95	95	11	359	359	7.16e-165	464	1195
AT1G50110.1	PaF106G0800030725.01.P03	59.659	210	352	140	2	2	274	77.84	2	352	357	98	98	9	359	359	1.99e-158	448	1152
AT1G50120.1	PaF106G0200008267.01.P02	62.734	335	534	184	7	15	416	77.9	1	524	533	98	98	1	529	534	0	669	1726
AT1G50140.2	PaF106G0100004094.01.P06	65.347	677	1036	291	12	68	794	76.64	1	981	982	99	99	2	1024	1024	0	1284	3323
AT1G50170.1	PaF106G0300011191.01.P01	63.212	122	193	67	2	4	143	74.09	34	222	226	84	84	11	203	203	1.61e-85	251	642
AT1G50180.1	PaF106G0100000526.01.P01	35.586	337	947	508	17	102	523	55.23	1	852	858	99	99	1	940	949	2.08e-177	536	1381
AT1G50180.1	PaF106G0100000566.01.P01	36.78	345	938	498	19	95	529	56.4	1	853	858	99	99	1	928	933	4.4e-179	540	1391
AT1G50180.1	PaF106G0100000575.01.P01	37.326	349	935	498	19	88	532	56.9	1	852	858	99	99	1	930	935	0	555	1429
AT1G50180.1	PaF106G0100000577.01.P02	35.966	337	937	505	17	95	522	55.71	1	852	858	99	99	1	927	933	6.33e-178	537	1383
AT1G50180.1	PaF106G0100000579.01.P01	40.58	28	69	41	0	0	49	71.01	66	134	858	8	8	1	69	164	5.55e-13	67.4	163
AT1G50180.1	PaF106G0100000580.01.P01	36.578	342	935	505	19	88	525	56.15	1	852	858	99	99	1	930	935	4.95e-176	532	1370
AT1G50180.1	PaF106G0100000585.01.P01	37.299	348	933	491	20	94	528	56.59	1	852	858	99	99	1	920	926	1.22e-178	538	1387
AT1G50180.1	PaF106G0100000613.01.P01	43.284	174	402	213	6	15	261	64.93	41	432	858	46	46	1	397	398	1.85e-104	328	840
AT1G50180.1	PaF106G0100000617.01.P02	37.116	350	943	489	20	104	533	56.52	1	852	858	99	99	1	930	935	0	558	1437
AT1G50180.1	PaF106G0100000620.01.P01	37.116	350	943	489	20	104	533	56.52	1	852	858	99	99	1	930	935	0	558	1437
AT1G50180.1	PaF106G0100000625.01.P01	37.261	351	942	489	18	102	529	56.16	1	852	858	99	99	1	930	942	0	560	1442
AT1G50180.1	PaF106G0100002663.01.P01	50.968	79	155	72	2	4	110	70.97	193	343	858	18	18	1	155	189	4.09e-46	163	412
AT1G50180.1	PaF106G0200008310.01.P01	39.236	226	576	308	10	42	335	58.16	94	636	858	63	63	17	583	675	1.9e-120	379	973
AT1G50180.1	PaF106G0800031601.01.P01	36.189	283	782	404	18	95	426	54.48	1	690	858	80	80	1	779	812	8.01e-145	447	1150
AT1G50200.1	PaF106G0100004085.01.P03	77.642	573	738	158	2	7	652	88.35	270	1002	1004	73	73	12	747	748	0	1137	2940
AT1G50240.2	PaF106G0200010823.01.P03	66.197	893	1349	423	13	33	1065	78.95	1	1319	1323	99	99	1	1346	1348	0	1756	4549
AT1G50240.2	PaF106G0300012984.01.P03	64.602	876	1356	434	16	46	1045	77.06	1	1319	1323	99	99	1	1347	1349	0	1677	4344
AT1G50250.1	PaF106G0100004192.01.P01	83.702	606	724	105	9	13	652	90.06	1	716	717	99	99	1	719	719	0	1158	2996
AT1G50270.1	PaF106G0100001872.01.P01	50.947	296	581	279	4	6	397	68.33	14	593	597	97	97	28	603	612	0	600	1547
AT1G50280.1	PaF106G0100004075.01.P01	54.818	256	467	196	5	15	333	71.31	1	463	526	88	88	1	456	545	2.08e-171	494	1273
AT1G50300.2	PaF106G0100004076.01.P01	68.085	160	235	60	7	15	178	75.74	1	222	283	78	78	96	328	403	1.64e-70	222	566
AT1G50310.1	PaF106G0100000817.01.P01	69.124	347	502	152	3	3	416	82.87	15	514	518	97	97	13	513	513	0	684	1765
AT1G50310.1	PaF106G0100000818.01.P01	69.323	348	502	151	3	3	416	82.87	15	514	518	97	97	14	514	514	0	688	1776
AT1G50310.1	PaF106G0400014934.01.P01	65.385	51	78	27	0	0	61	78.21	402	479	518	15	15	1	78	81	7.72e-29	108	271
AT1G50320.1	PaF106G0100000816.01.P01	58.031	112	193	67	5	14	133	68.91	1	182	183	99	99	1	190	190	2.59e-65	198	503
AT1G50360.1	PaF106G0100004118.01.P05	76.373	779	1020	208	9	33	860	84.31	4	990	1154	86	86	6	1025	1053	0	1577	4084
AT1G50370.1	PaF106G0100004148.01.P02	97.464	269	276	7	0	0	275	99.64	1	276	304	91	91	1	276	319	0	572	1473
AT1G50380.2	PaF106G0100004142.01.P01	77.252	343	444	101	0	0	393	88.51	333	776	777	57	57	58	501	505	0	745	1923
AT1G50380.2	PaF106G0100004144.01.P01	75.616	307	406	99	0	0	352	86.7	365	770	777	52	52	13	418	479	0	662	1708
AT1G50380.2	PaF106G0100004147.01.P01	75	534	712	175	2	3	619	86.94	67	776	777	91	91	60	770	774	0	1145	2963
AT1G50400.1	PaF106G0100002102.01.P01	67.808	198	292	92	1	2	237	81.16	16	307	311	94	94	19	308	312	1.71e-150	424	1090
AT1G50410.4	PaF106G0100004134.01.P02	66.167	309	467	146	4	12	365	78.16	397	856	884	52	52	77	538	556	0	595	1534
AT1G50420.1	PaF106G0400015117.01.P01	69.917	337	482	137	5	8	404	83.82	1	482	483	99	99	1	474	474	0	680	1754
AT1G50430.1	PaF106G0300014348.01.P01	87.471	377	431	54	0	0	405	93.97	2	432	433	99	99	4	434	434	0	801	2069
AT1G50440.1	PaF106G0300014351.01.P01	71.483	188	263	58	6	17	210	79.85	1	250	251	99	99	1	259	259	7.26e-129	364	935
AT1G50450.1	PaF106G0400015151.01.P05	76.942	307	399	92	0	0	361	90.48	30	428	429	93	93	41	439	439	0	664	1713
AT1G50460.1	PaF106G0400015149.01.P01	70.043	325	464	136	3	3	387	83.41	37	498	499	93	93	37	499	508	0	645	1665
AT1G50480.1	PaF106G0600021521.01.P01	92.704	216	233	17	0	0	225	96.57	138	370	635	37	37	5	237	246	3.83e-150	433	1113
AT1G50490.1	PaF106G0400015143.01.P01	73.333	66	90	24	0	0	68	75.56	1	90	181	50	50	1	90	132	3.1e-39	130	326
AT1G50500.1	PaF106G0300012287.01.P01	82.509	684	829	136	4	9	749	90.35	1	828	829	99	99	1	821	821	0	1367	3538
AT1G50510.1	PaF106G0400015116.01.P01	73.27	233	318	85	0	0	278	87.42	12	329	331	96	96	13	330	343	5.32e-176	491	1263
AT1G50520.1	PaF106G0200006883.01.P01	49.818	137	275	126	6	12	189	68.73	253	516	534	49	49	1	274	276	6.71e-90	276	707
AT1G50520.1	PaF106G0200006890.01.P01	45.322	155	342	170	5	17	226	66.08	190	516	534	61	61	1	340	347	9.38e-105	317	813
AT1G50575.1	PaF106G0400015526.01.P02	57.075	121	212	86	4	5	151	71.23	1	208	307	68	68	1	211	213	7.46e-76	231	588
AT1G50575.1	PaF106G0400015528.01.P01	41.553	91	219	65	6	63	119	54.34	127	287	307	52	52	6	219	240	4.77e-44	150	378
AT1G50590.2	PaF106G0400015535.01.P02	63.948	149	233	75	3	9	171	73.39	1	233	237	98	98	1	224	226	4.02e-97	282	722
AT1G50600.2	PaF106G0400015492.01.P03	62.863	325	517	169	8	23	391	75.63	93	601	602	85	85	69	570	570	0	639	1647
AT1G50610.1	PaF106G0300014308.01.P01	52.632	340	646	288	10	18	443	68.58	24	659	687	93	93	22	659	673	0	642	1656
AT1G50620.1	PaF106G0400015586.01.P01	43.424	208	479	195	9	76	267	55.74	15	420	630	64	64	16	491	925	1.06e-108	348	893
AT1G50640.1	PaF106G0400015605.01.P01	60.094	128	213	63	6	22	146	68.54	25	225	226	89	89	29	231	231	1.65e-48	158	400
AT1G50640.1	PaF106G0400017747.01.P02	76.119	51	67	16	0	0	56	83.58	18	84	226	30	30	2	68	172	4e-30	109	273
AT1G50640.1	PaF106G0600021840.01.P01	72.414	42	58	16	0	0	49	84.48	27	84	226	26	26	149	206	305	5.67e-23	94	232
AT1G50650.1	PaF106G0400015616.01.P01	44.444	56	126	59	4	11	74	58.73	19	141	175	70	70	21	138	169	1.14e-28	103	258
AT1G50660.1	PaF106G0400015724.01.P01	63.964	355	555	172	10	28	430	77.48	114	663	726	76	76	1	532	532	0	685	1768
AT1G50670.1	PaF106G0400015720.01.P01	83.784	62	74	12	0	0	68	91.89	53	126	209	35	35	1	74	81	5.41e-41	134	336
AT1G50670.1	PaF106G0400015722.01.P02	80.769	168	208	39	1	1	189	90.87	1	208	209	99	99	1	207	207	5.62e-129	361	926
AT1G50680.1	PaF106G0700026018.01.P02	50.193	130	259	101	6	28	161	62.16	8	256	338	74	74	54	294	400	6.6e-79	246	628
AT1G50700.1	PaF106G0400015713.01.P01	77.888	391	502	102	2	9	447	89.04	29	521	522	94	94	44	545	545	0	803	2074
AT1G50700.1	PaF106G0400018143.01.P02	80.969	234	289	55	0	0	271	93.77	60	348	522	55	55	97	385	386	1.15e-179	509	1312
AT1G50710.1	PaF106G0300013851.01.P01	76.457	328	429	95	4	6	368	85.78	1	423	424	99	99	1	429	433	0	614	1584
AT1G50720.1	PaF106G0400015652.01.P01	43.137	66	153	78	2	9	97	63.4	9	154	155	94	94	13	163	163	1.16e-41	136	342
AT1G50730.2	PaF106G0400015661.01.P01	52.98	480	906	413	8	13	651	71.85	3	898	909	99	99	1	903	917	0	946	2444
AT1G50740.1	PaF106G0400015737.01.P01	72.269	86	119	33	0	0	98	82.35	1	119	120	99	99	1	119	119	1.81e-51	158	399
AT1G50900.1	PaF106G0400015761.01.P01	77.551	114	147	33	0	0	129	87.76	29	175	176	84	84	28	174	174	6.21e-85	247	630
AT1G50910.1	PaF106G0400015767.01.P01	61.446	153	249	90	2	6	188	75.5	3	251	501	50	50	2	244	379	1.19e-85	268	685
AT1G50920.1	PaF106G0500019035.01.P02	77.892	532	683	131	5	20	593	86.82	1	671	672	99	99	1	675	675	0	1092	2825
AT1G50940.1	PaF106G0400015790.01.P01	74.38	270	363	90	1	3	306	84.3	1	363	364	99	99	1	360	360	0	537	1384
AT1G50960.1	PaF106G0400015805.01.P02	47.552	136	286	149	1	1	198	69.23	39	324	337	85	85	32	316	330	5.46e-99	295	755
AT1G51055.1	PaF106G0400016363.01.P01	36.552	53	145	71	4	21	70	48.28	37	160	162	77	77	171	315	329	1.86e-16	74.7	182
AT1G51060.1	PaF106G0400018005.01.P01	90.152	119	132	13	0	0	124	93.94	1	132	133	99	99	1	132	132	1.23e-83	240	613
AT1G51080.1	PaF106G0300014341.01.P01	54.301	101	186	61	3	24	120	64.52	4	189	286	65	65	6	167	276	8.46e-59	188	478
AT1G51100.1	PaF106G0400015818.01.P01	70.621	125	177	46	2	6	147	83.05	37	211	212	83	83	45	217	217	1.75e-84	249	635
AT1G51110.1	PaF106G0600021529.01.P02	66.402	251	378	122	3	5	304	80.42	31	407	410	92	92	25	398	405	0	510	1314
AT1G51120.1	PaF106G0600021540.01.P01	53.106	171	322	123	6	28	210	65.22	45	351	353	87	87	60	368	369	5.47e-109	322	826
AT1G51130.1	PaF106G0600021543.01.P01	54.839	221	403	170	5	12	283	70.22	1	400	404	99	99	1	394	394	3.57e-139	402	1033
AT1G51160.2	PaF106G0200010579.01.P03	84.472	136	161	24	1	1	150	93.17	1	161	170	95	95	1	160	171	1.24e-102	291	745
AT1G51170.1	PaF106G0600021637.01.P01	60	138	230	84	4	8	161	70	1	226	405	56	56	1	226	407	3.5e-79	249	636
AT1G51190.1	PaF106G0300014127.01.P02	85.211	121	142	21	0	0	134	94.37	224	365	569	25	25	357	498	533	1.61e-79	259	662
AT1G51190.1	PaF106G0600021644.01.P01	63.489	353	556	126	21	77	400	71.94	20	537	569	91	91	29	545	558	0	592	1527
AT1G51190.1	PaF106G0600025851.01.P01	84.404	184	218	32	2	2	207	94.95	162	379	569	38	38	240	455	781	1.37e-128	394	1013
AT1G51200.1	PaF106G0600021647.01.P01	58.757	104	177	65	3	8	128	72.32	1	173	174	99	99	1	173	173	2.12e-71	213	541
AT1G51210.1	PaF106G0100003508.01.P01	54.072	239	442	176	10	27	316	71.49	16	432	434	96	96	4	443	476	2.05e-155	447	1151
AT1G51260.1	PaF106G0400015300.01.P01	67.93	233	343	109	1	1	286	83.38	1	343	377	91	91	30	371	385	1.25e-178	501	1289
AT1G51270.5	PaF106G0400014719.01.P01	41.718	68	163	93	2	2	104	63.8	189	349	362	44	44	24	186	1042	1.6e-33	131	330
AT1G51270.5	PaF106G0400014722.01.P02	41.718	68	163	93	2	2	106	65.03	189	349	362	44	44	20	182	547	6.53e-34	131	329
AT1G51310.1	PaF106G0500018826.01.P03	67.928	341	502	99	4	62	380	75.7	32	484	498	91	91	43	531	581	0	681	1756
AT1G51310.1	PaF106G0500018845.01.P02	74.286	26	35	9	0	0	31	88.57	438	472	498	7	7	36	70	71	6.63e-12	60.8	146
AT1G51340.2	PaF106G0200006957.01.P01	65.722	232	353	121	0	0	279	79.04	162	514	516	68	68	239	591	596	2.97e-161	470	1210
AT1G51340.2	PaF106G0400015239.01.P02	87.5	35	40	5	0	0	38	95	352	391	516	8	8	72	111	124	8.51e-14	67.8	164
AT1G51340.2	PaF106G0400015251.01.P03	73.757	371	503	123	5	9	414	82.31	3	502	516	97	97	4	500	567	0	668	1724
AT1G51340.2	PaF106G0700028354.01.P04	67.331	338	502	157	5	7	407	81.08	15	515	516	97	97	5	500	500	0	651	1680
AT1G51350.1	PaF106G0400015248.01.P01	61.774	404	654	239	2	11	507	77.52	21	664	667	97	97	32	684	687	0	805	2079
AT1G51355.1	PaF106G0400015244.01.P01	66.071	37	56	17	1	2	43	76.79	58	111	117	46	46	71	126	130	1.37e-19	77.4	189
AT1G51390.1	PaF106G0100003524.01.P01	86.111	31	36	5	0	0	32	88.89	181	216	276	13	13	106	141	142	2.36e-14	68.2	165
AT1G51400.1	PaF106G0400015234.01.P01	61.905	65	105	36	3	4	73	69.52	4	106	107	96	96	1	103	103	3.27e-23	85.5	210
AT1G51405.1	PaF106G0400015225.01.P01	45.825	236	515	220	15	59	317	61.55	11	487	488	98	98	13	506	514	1.96e-122	367	942
AT1G51410.1	PaF106G0200007042.01.P01	78.512	95	121	26	0	0	107	88.43	3	123	326	37	37	2	122	124	6.92e-65	200	508
AT1G51410.1	PaF106G0400015193.01.P01	79.077	257	325	68	0	0	294	90.46	1	325	326	99	99	1	325	325	0	553	1424
AT1G51440.1	PaF106G0400015192.01.P01	75.227	331	440	93	6	16	372	84.55	81	514	528	82	82	78	507	517	0	680	1754
AT1G51450.1	PaF106G0400015184.01.P01	74.556	252	338	79	3	7	277	81.95	173	508	510	66	66	98	430	432	1.23e-153	444	1143
AT1G51460.1	PaF106G0400015183.01.P01	64.137	431	672	229	2	12	539	80.21	7	678	679	99	99	34	693	693	0	918	2372
AT1G51500.1	PaF106G0400015175.01.P01	74.663	498	667	163	4	6	584	87.56	22	687	688	97	97	19	680	680	0	1057	2734
AT1G51510.1	PaF106G0400015170.01.P01	61.458	118	192	69	2	5	145	75.52	1	188	203	93	93	1	191	206	9.89e-76	226	576
AT1G51520.1	PaF106G0400015168.01.P01	39.158	186	475	176	17	113	242	50.95	48	414	415	88	88	5	474	635	1.02e-74	244	623
AT1G51540.1	PaF106G0100006757.01.P01	75.472	40	53	13	0	0	48	90.57	298	350	416	13	13	1	53	111	5.03e-23	92.8	229
AT1G51540.1	PaF106G0300011057.01.P01	68.204	281	412	123	3	8	333	80.83	10	413	416	97	97	77	488	488	0	590	1522
AT1G51540.1	PaF106G0300014392.01.P01	72.6	310	427	103	4	14	359	84.07	1	414	416	99	99	1	426	427	0	632	1630
AT1G51550.1	PaF106G0300014393.01.P01	60.633	268	442	160	5	14	334	75.57	19	454	479	91	91	20	453	464	0	548	1413
AT1G51560.1	PaF106G0300014394.01.P02	73.864	260	352	84	2	8	295	83.81	47	390	393	88	88	33	384	384	0	537	1383
AT1G51570.1	PaF106G0600021576.01.P01	81.725	635	777	136	4	6	714	91.89	1	776	777	99	99	1	772	772	0	1360	3520
AT1G51570.1	PaF106G0700028270.01.P02	88.194	127	144	12	2	5	132	91.67	564	703	777	18	18	1	143	148	4.92e-83	260	665
AT1G51580.1	PaF106G0300014401.01.P03	43.453	302	695	257	19	136	400	57.55	17	621	622	97	97	2	650	652	6.79e-155	460	1183
AT1G51590.1	PaF106G0300014404.01.P02	76.029	425	559	116	3	18	483	86.4	15	556	561	97	97	14	571	574	0	886	2289
AT1G51600.1	PaF106G0300014403.01.P01	60.69	176	290	97	6	17	216	74.48	1	281	303	93	93	1	282	287	6.22e-116	335	859
AT1G51610.1	PaF106G0300014410.01.P05	74.505	339	455	103	5	13	370	81.32	3	451	458	98	98	4	451	459	0	655	1690
AT1G51620.2	PaF106G0300013975.01.P01	47.312	88	186	91	2	7	128	68.82	37	215	337	53	53	562	747	1632	3.56e-50	179	454
AT1G51630.1	PaF106G0300014417.01.P01	60.757	257	423	159	4	7	335	79.2	1	423	424	99	99	1	416	416	0	545	1405
