query_id	subject_id	perc_identity	num_ident_matches	alig_length	mismatches	gap_openings	n_gaps	pos_match	ppos	q_start	q_end	q_len	qcov	qcovhsp	s_start	s_end	s_len	evalue	bit_score	score_raw
AT1G21340.1	Vitvi05_01chr17g12090_t001_CDS1.prot	55.34	57	103	30	3	16	67	65.05	37	136	261	38	38	54	143	309	1.64e-28	110	275
AT1G21340.1	Vitvi05_01chr18g18600_t001_CDS1.prot	40.351	92	228	113	7	23	115	50.44	16	226	261	81	81	16	237	282	1.23e-42	146	369
AT1G21350.5	Vitvi05_01chr18g18570_t001_CDS1.prot	73.6	184	250	62	2	4	202	80.8	14	263	266	94	94	3	248	249	3.37e-129	366	939
AT1G21360.1	Vitvi05_01chr18g18560_t001_CDS1.prot	54.348	125	230	94	3	11	163	70.87	1	222	224	99	99	1	227	229	3.76e-82	244	623
AT1G21370.2	Vitvi05_01chr18g18540_t001_CDS1.prot	74.277	257	346	81	7	8	298	86.13	1	342	343	99	99	3	344	346	0	514	1324
AT1G21380.1	Vitvi05_01chr18g02550_t001_CDS1.prot	55.429	291	525	168	14	66	361	68.76	1	485	507	96	96	1	499	515	1.29e-167	483	1244
AT1G21390.1	Vitvi05_01chr18g17620_t001_CDS1.prot	48.333	87	180	75	4	18	105	58.33	26	192	249	67	67	62	236	294	6.03e-38	134	337
AT1G21400.5	Vitvi05_01chr18g17640_t001_CDS1.prot	65.751	311	473	149	3	13	364	76.96	53	519	525	89	89	1	466	472	0	634	1635
AT1G21410.1	Vitvi05_01chr18g17680_t001_CDS1.prot	70.43	262	372	98	2	12	311	83.6	1	361	361	100	100	59	429	429	0	541	1394
AT1G21430.1	Vitvi05_01chr18g17820_t001_CDS1.prot	57.412	213	371	154	3	4	281	75.74	8	376	392	94	94	4	372	380	8.66e-157	446	1148
AT1G21450.1	Vitvi05_01chr18g18040_t001_CDS1.prot	58.844	346	588	211	12	31	433	73.64	16	594	594	97	97	1	566	566	0	642	1655
AT1G21460.1	Vitvi05_01chr18g18110_t001_CDS1.prot	72.614	175	241	60	2	6	199	82.57	5	241	248	96	96	8	246	249	3.02e-116	332	852
AT1G21480.1	Vitvi05_01chr18g18170_t001_CDS1.prot	70.524	323	458	133	2	2	381	83.19	6	463	463	99	99	5	460	460	0	686	1771
AT1G21500.1	Vitvi05_01chr05g25800_t001_CDS1.prot	70.732	29	41	12	0	0	37	90.24	75	115	127	32	32	84	124	130	3.48e-12	59.3	142
AT1G21510.1	Vitvi05_01chr18g02860_t001_CDS1.prot	36.134	86	238	114	9	38	116	48.74	110	324	324	66	66	80	302	302	6.81e-20	88.2	217
AT1G21550.1	Vitvi05_01chr18g03230_t001_CDS1.prot	47.333	71	150	72	2	7	99	66	10	153	156	92	92	10	158	163	4.19e-36	122	306
AT1G21580.2	Vitvi05_01chr18g03270_t001_CDS1.prot	46.003	328	713	284	24	101	423	59.33	1397	2032	2044	31	31	1413	2101	2280	2.14e-147	509	1310
AT1G21600.2	Vitvi05_01chr18g03340_t001_CDS1.prot	76.341	242	317	68	2	7	263	82.97	13	329	329	96	96	25	334	334	1.44e-158	446	1148
AT1G21630.1	Vitvi05_01chr03g04330_t001_CDS1.prot	40	66	165	60	8	39	85	51.52	1057	1219	1219	13	13	977	1104	1104	3.56e-15	81.3	199
AT1G21640.2	Vitvi05_01chr18g03380_t001_CDS1.prot	63.384	663	1046	309	14	74	763	72.94	1	997	1000	99	99	1	1021	1028	0	1285	3325
AT1G21650.3	Vitvi05_01chr18g03410_t001_CDS1.prot	82.423	830	1007	173	1	4	914	90.76	800	1806	1806	56	56	57	1059	1059	0	1727	4473
AT1G21650.3	Vitvi05_01chr18g03450_t001_CDS1.prot	47.5	399	840	393	10	48	557	66.31	1	805	1806	45	45	3	829	835	0	762	1967
AT1G21651.1	Vitvi05_01chr18g03450_t001_CDS1.prot	47.506	400	842	394	10	48	561	66.63	1	807	812	99	99	3	831	835	0	759	1959
AT1G21660.1	Vitvi05_01chr07g30560_t001_CDS1.prot	53.913	124	230	97	2	9	167	72.61	302	522	524	42	42	719	948	950	1.25e-76	259	662
AT1G21660.1	Vitvi05_01chr10g14910_t001_CDS1.prot	52.577	51	97	46	0	0	72	74.23	426	522	524	19	19	387	483	487	2.44e-30	124	310
AT1G21660.1	Vitvi05_01chr18g03480_t001_CDS1.prot	40.702	232	570	233	20	105	305	53.51	1	521	524	99	99	1	514	517	1.44e-97	305	780
AT1G21680.1	Vitvi05_01chr18g03540_t001_CDS1.prot	65.67	461	702	221	11	20	550	78.35	1	697	707	99	99	9	695	716	0	902	2332
AT1G21690.1	Vitvi05_01chr18g03570_t001_CDS1.prot	84.366	286	339	51	1	2	308	90.86	1	339	340	99	99	1	337	342	0	595	1534
AT1G21700.1	Vitvi05_01chr18g03630_t001_CDS1.prot	54.491	455	835	307	19	73	571	68.38	1	803	808	99	99	1	794	795	0	791	2043
AT1G21710.1	Vitvi05_01chr18g03670_t001_CDS1.prot	64.875	181	279	95	2	3	215	77.06	7	285	366	91	76	26	301	1155	4.73e-118	368	945
AT1G21710.1	Vitvi05_01chr18g03670_t001_CDS1.prot	76.786	43	56	13	0	0	51	91.07	284	339	366	91	15	1064	1119	1155	6.6e-21	94.7	234
AT1G21720.1	Vitvi05_01chr18g03730_t001_CDS1.prot	91.133	185	203	18	0	0	197	97.04	3	205	205	99	99	14	216	216	1.37e-142	396	1017
AT1G21722.1	Vitvi05_01chr18g03740_t001_CDS1.prot	40.784	104	255	116	5	35	135	52.94	1	225	234	96	96	1	250	252	5.09e-52	169	427
AT1G21730.1	Vitvi05_01chr18g03820_t001_CDS1.prot	62.064	409	659	201	12	49	486	73.75	276	889	891	69	69	1089	1743	1964	0	683	1762
AT1G21740.1	Vitvi05_01chr18g03910_t001_CDS1.prot	51.192	494	965	332	23	139	620	64.25	1	944	954	99	99	1	847	856	0	817	2111
AT1G21750.1	Vitvi05_01chr18g03920_t001_CDS1.prot	65.483	332	507	163	4	12	416	82.05	1	502	502	100	100	1	500	500	0	701	1808
AT1G21760.1	Vitvi05_01chr18g03970_t001_CDS1.prot	78.485	259	330	68	2	3	292	88.48	1	329	329	100	100	1	328	328	0	548	1413
AT1G21770.1	Vitvi05_01chr18g03980_t001_CDS1.prot	60.577	63	104	41	0	0	84	80.77	4	107	112	93	93	8	111	112	1.24e-47	148	373
AT1G21780.2	Vitvi05_01chr18g04000_t001_CDS1.prot	74.788	264	353	63	1	26	296	83.85	1	327	327	100	100	1	353	353	0	550	1416
AT1G21790.1	Vitvi05_01chr18g04030_t001_CDS1.prot	69.424	193	278	81	1	4	228	82.01	1	278	289	96	96	1	274	275	1.72e-135	384	986
AT1G21830.1	Vitvi05_01chr18g04100_t001_CDS1.prot	51.659	109	211	83	8	19	143	67.77	1	203	207	98	98	1	200	201	9.61e-63	193	491
AT1G21840.2	Vitvi05_01chr06g16530_t001_CDS1.prot	70.485	160	227	67	0	0	196	86.34	15	241	241	94	94	18	244	244	1.59e-123	350	899
AT1G21870.1	Vitvi05_01chr18g04170_t001_CDS1.prot	86.55	296	342	45	1	1	321	93.86	1	342	342	100	100	1	341	341	0	609	1570
AT1G21880.2	Vitvi05_01chr18g04200_t001_CDS1.prot	71.688	276	385	105	3	4	318	82.6	11	393	417	92	92	10	392	419	0	553	1424
AT1G21890.1	Vitvi05_01chr18g04300_t001_CDS1.prot	64.266	232	361	113	3	16	281	77.84	5	358	390	91	91	13	364	392	8.4e-170	479	1234
AT1G21910.1	Vitvi05_01chr07g27720_t001_CDS1.prot	53.165	42	79	32	1	5	55	69.62	33	106	231	32	32	3	81	153	2.11e-26	99.8	247
AT1G21910.1	Vitvi05_01chr11g00740_t001_CDS1.prot	53.846	49	91	35	2	7	60	65.93	49	139	231	39	39	18	101	151	1.61e-26	100	248
AT1G21910.1	Vitvi05_01chr18g04400_t001_CDS1.prot	48.855	128	262	71	9	63	152	58.02	1	229	231	99	99	1	232	234	7.22e-40	137	344
AT1G21920.1	Vitvi05_01chr18g04440_t001_CDS1.prot	66.588	283	425	122	7	20	332	78.12	2	417	418	99	99	5	418	422	0	511	1316
AT1G21930.1	Vitvi05_01chr02g12480_t001_CDS1.prot	78.313	65	83	18	0	0	73	87.95	1	83	99	84	84	1	83	86	2.02e-46	143	361
AT1G21960.1	Vitvi05_01chr01g14190_t001_CDS1.prot	44.643	25	56	31	0	0	33	58.93	148	203	205	27	27	180	235	240	2.04e-12	63.9	154
AT1G21970.1	Vitvi05_01chr12g11380_t001_CDS1.prot	62.857	66	105	38	1	1	92	87.62	57	161	239	44	44	22	125	216	3.99e-47	155	392
AT1G21980.1	Vitvi05_01chr18g04790_t001_CDS1.prot	80.286	562	700	118	5	20	617	88.14	71	751	753	90	90	71	769	771	0	1170	3027
AT1G22000.1	Vitvi05_01chr10g07120_t001_CDS1.prot	30.734	67	218	125	9	26	105	48.17	18	213	466	42	42	12	225	499	1.52e-14	75.9	185
AT1G22020.2	Vitvi05_01chr12g19690_t001_CDS1.prot	70.804	405	572	153	2	14	470	82.17	27	598	600	95	95	19	576	578	0	848	2191
AT1G22030.1	Vitvi05_01chr18g05110_t001_CDS1.prot	59.827	207	346	103	7	36	252	72.83	1	334	334	100	100	2	323	323	2.8e-128	369	948
AT1G22040.1	Vitvi05_01chr18g05310_t001_CDS1.prot	68.267	327	479	148	3	4	395	82.46	1	476	476	100	100	1	478	478	0	660	1702
AT1G22050.1	Vitvi05_01chr18g05300_t001_CDS1.prot	74.167	89	120	30	1	1	103	85.83	1	120	120	100	100	1	119	119	1.02e-59	179	454
AT1G22060.1	Vitvi05_01chr10g21910_t001_CDS1.prot	59.259	48	81	29	1	4	64	79.01	538	614	2000	4	4	1	81	638	1.22e-20	99	245
AT1G22060.1	Vitvi05_01chr10g22140_t001_CDS1.prot	58.824	50	85	35	0	0	67	78.82	538	622	2000	4	4	1	85	232	6.26e-26	108	270
AT1G22060.1	Vitvi05_01chr12g13220_t001_CDS1.prot	62.5	35	56	21	0	0	45	80.36	82	137	2000	3	3	285	340	1365	1.68e-14	79.7	195
AT1G22060.1	Vitvi05_01chr15g05110_t001_CDS1.prot	58.824	50	85	35	0	0	68	80	538	622	2000	4	4	1	85	249	5.25e-26	108	271
AT1G22060.1	Vitvi05_01chr15g05140_t001_CDS1.prot	60.526	46	76	30	0	0	60	78.95	548	623	2000	4	4	830	905	2149	1.5e-19	96.7	239
AT1G22060.1	Vitvi05_01chr15g05290_t001_CDS1.prot	60	51	85	34	0	0	68	80	538	622	2000	4	4	1	85	872	5.19e-24	110	275
AT1G22060.1	Vitvi05_01chr18g05290_t001_CDS1.prot	49.962	660	1321	608	16	53	890	67.37	1	1278	2000	99	64	1	1311	1914	0	1167	3019
AT1G22060.1	Vitvi05_01chr18g05290_t001_CDS1.prot	47.27	381	806	334	17	91	519	64.39	1262	1995	2000	99	37	1126	1912	1914	1.33e-178	593	1530
AT1G22070.1	Vitvi05_01chr18g05150_t001_CDS1.prot	66.489	250	376	108	5	18	293	77.93	7	382	385	98	98	2	359	362	3.37e-170	479	1233
AT1G22100.1	Vitvi05_01chr18g14980_t001_CDS1.prot	51.335	250	487	182	5	55	337	69.2	3	439	442	99	99	4	485	498	2.36e-175	500	1287
AT1G22110.1	Vitvi05_01chr18g05320_t001_CDS1.prot	38	76	200	96	6	28	104	52	40	218	283	63	63	80	272	321	6.06e-29	112	280
AT1G22110.1	Vitvi05_01chr18g05340_t001_CDS1.prot	52.288	80	153	53	3	20	101	66.01	16	168	283	54	54	10	142	223	4.81e-40	139	349
AT1G22130.1	Vitvi05_01chr07g28980_t001_CDS1.prot	50.938	163	320	131	6	26	211	65.94	1	306	336	91	91	1	308	339	1.81e-101	302	773
AT1G22130.1	Vitvi05_01chr19g00510_t001_CDS1.prot	56.41	44	78	33	1	1	62	79.49	1	78	336	23	23	1	77	79	1.11e-23	92.8	229
AT1G22140.3	Vitvi05_01chr18g05420_t001_CDS1.prot	67.164	45	67	22	0	0	56	83.58	7	73	73	92	92	89	155	155	2.3e-27	96.7	239
AT1G22150.1	Vitvi05_01chr12g15240_t001_CDS1.prot	74.057	471	636	164	1	1	557	87.58	20	654	657	97	97	3	638	640	0	976	2522
AT1G22150.1	Vitvi05_01chr18g05440_t001_CDS1.prot	78.891	512	649	134	1	3	584	89.98	9	657	657	99	99	14	659	659	0	1049	2712
AT1G22160.1	Vitvi05_01chr04g05360_t001_CDS1.prot	60.417	29	48	19	0	0	35	72.92	75	122	148	32	32	338	385	412	1.26e-14	69.7	169
AT1G22160.1	Vitvi05_01chr05g00360_t001_CDS1.prot	52.542	31	59	26	1	2	39	66.1	62	118	148	39	39	36	94	144	1.5e-14	66.2	160
AT1G22160.1	Vitvi05_01chr07g22410_t001_CDS1.prot	51.128	68	133	56	4	9	82	61.65	1	125	148	84	84	1	132	161	7.95e-35	119	297
AT1G22160.1	Vitvi05_01chr11g00760_t001_CDS1.prot	50	37	74	35	2	2	52	70.27	75	147	148	49	49	160	232	236	1.23e-16	73.6	179
AT1G22160.1	Vitvi05_01chr11g12940_t001_CDS1.prot	60.417	29	48	18	1	1	36	75	75	122	148	32	32	173	219	249	2.4e-14	67.8	164
AT1G22170.1	Vitvi05_01chr18g05540_t001_CDS1.prot	76.316	232	304	68	1	4	264	86.84	28	327	335	90	90	39	342	346	1.34e-171	480	1235
AT1G22190.1	Vitvi05_01chr05g16090_t001_CDS1.prot	66.292	59	89	30	0	0	70	78.65	79	167	262	34	34	262	350	443	6.94e-36	132	332
AT1G22190.1	Vitvi05_01chr12g05880_t001_CDS1.prot	83.582	56	67	11	0	0	62	92.54	80	146	262	26	26	216	282	466	4.63e-33	125	313
AT1G22190.1	Vitvi05_01chr18g05620_t001_CDS1.prot	61.574	133	216	56	6	27	150	69.44	62	253	262	73	73	150	362	368	9.11e-76	234	597
AT1G22220.1	Vitvi05_01chr18g05660_t001_CDS1.prot	49.691	161	324	144	8	19	215	66.36	2	315	315	99	99	7	321	321	2.12e-91	275	702
AT1G22240.1	Vitvi05_01chr12g13500_t001_CDS1.prot	62.928	202	321	117	2	2	260	81	198	516	516	62	62	466	786	786	4.71e-143	430	1106
AT1G22240.1	Vitvi05_01chr18g05750_t001_CDS1.prot	63.551	204	321	117	0	0	262	81.62	196	516	516	62	62	405	725	725	1.95e-148	442	1137
AT1G22250.1	Vitvi05_01chr18g05790_t001_CDS1.prot	56.164	41	73	24	2	8	49	67.12	129	201	201	36	36	148	212	212	4.25e-21	86.7	213
AT1G22260.1	Vitvi05_01chr18g05830_t001_CDS1.prot	52.834	466	882	401	7	15	649	73.58	1	872	872	100	100	1	877	877	0	856	2212
AT1G22270.1	Vitvi05_01chr14g27300_t001_CDS1.prot	72.8	91	125	32	2	2	111	88.8	1	125	125	100	100	13	135	135	6.48e-65	193	490
AT1G22275.1	Vitvi05_01chr18g05830_t001_CDS1.prot	52.105	458	879	397	5	24	633	72.01	1	857	857	100	100	1	877	877	0	839	2167
AT1G22280.1	Vitvi05_01chr18g05910_t001_CDS1.prot	78.723	222	282	59	1	1	254	90.07	1	281	282	99	99	1	282	284	1.09e-170	473	1217
AT1G22300.1	Vitvi05_01chr18g05940_t001_CDS1.prot	82.8	207	250	42	1	1	231	92.4	4	253	255	98	98	3	251	261	9.38e-154	428	1100
AT1G22310.2	Vitvi05_01chr03g17810_t001_CDS1.prot	35.109	145	413	182	14	86	199	48.18	17	427	525	78	78	5	333	858	2.04e-41	159	401
AT1G22310.2	Vitvi05_01chr18g05960_t001_CDS1.prot	47.586	69	145	65	2	11	94	64.83	238	382	525	60	28	160	293	1169	7.35e-32	130	328
AT1G22310.2	Vitvi05_01chr18g05960_t001_CDS1.prot	39.548	70	177	75	6	32	96	54.24	21	188	525	60	32	14	167	1169	2.62e-19	92	227
AT1G22330.1	Vitvi05_01chr18g06080_t001_CDS1.prot	63.107	130	206	49	8	27	147	71.36	6	195	292	65	65	5	199	277	2.52e-60	193	490
AT1G22340.1	Vitvi05_01chr03g18120_t001_CDS1.prot	61.667	296	480	177	5	7	374	77.92	6	482	488	98	98	4	479	483	0	608	1569
AT1G22340.1	Vitvi05_01chr18g06150_t001_CDS1.prot	61.053	290	475	180	3	5	385	81.05	11	483	488	97	97	19	490	496	0	624	1608
AT1G22340.1	Vitvi05_01chr18g06260_t001_CDS1.prot	60.549	287	474	182	4	5	380	80.17	10	483	488	97	97	5	473	474	0	632	1629
AT1G22340.1	Vitvi05_01chr18g06280_t001_CDS1.prot	61.765	294	476	177	3	5	387	81.3	8	483	488	98	98	6	476	477	0	630	1624
AT1G22340.1	Vitvi05_01chr18g06290_t001_CDS1.prot	61.975	295	476	176	3	5	391	82.14	8	483	488	98	98	6	476	477	0	637	1642
AT1G22360.1	Vitvi05_01chr03g18070_t001_CDS1.prot	61.426	293	477	176	4	8	367	76.94	5	478	482	98	98	1	472	476	0	618	1593
AT1G22360.1	Vitvi05_01chr03g18120_t001_CDS1.prot	63.693	307	482	168	5	7	380	78.84	1	478	482	99	99	1	479	483	0	628	1619
AT1G22360.1	Vitvi05_01chr18g06150_t001_CDS1.prot	62.815	299	476	173	2	4	382	80.25	8	481	482	98	98	19	492	496	0	639	1647
AT1G22360.1	Vitvi05_01chr18g06160_t001_CDS1.prot	59.081	283	479	191	3	5	378	78.91	1	479	482	99	99	1	474	475	0	624	1609
AT1G22360.1	Vitvi05_01chr18g06190_t001_CDS1.prot	61.378	294	479	178	3	7	374	78.08	1	479	482	99	99	1	472	473	0	617	1591
AT1G22360.1	Vitvi05_01chr18g06260_t001_CDS1.prot	62.213	298	479	175	3	6	380	79.33	1	479	482	99	99	1	473	474	0	645	1665
AT1G22360.1	Vitvi05_01chr18g06280_t001_CDS1.prot	62.917	302	480	173	3	5	389	81.04	1	479	482	99	99	1	476	477	0	644	1661
AT1G22360.1	Vitvi05_01chr18g06290_t001_CDS1.prot	62.917	302	480	173	3	5	390	81.25	1	479	482	99	99	1	476	477	0	648	1671
AT1G22370.2	Vitvi05_01chr03g18120_t001_CDS1.prot	62.083	298	480	171	5	11	379	78.96	5	476	480	98	98	3	479	483	0	617	1592
AT1G22370.2	Vitvi05_01chr18g06280_t001_CDS1.prot	61.925	296	478	173	3	9	385	80.54	5	477	480	99	99	3	476	477	0	631	1627
AT1G22370.2	Vitvi05_01chr18g06290_t001_CDS1.prot	61.925	296	478	173	3	9	386	80.75	5	477	480	99	99	3	476	477	0	635	1637
AT1G22380.1	Vitvi05_01chr18g06150_t001_CDS1.prot	60.87	294	483	185	2	4	384	79.5	6	486	489	98	98	14	494	496	0	632	1629
AT1G22380.1	Vitvi05_01chr18g06160_t001_CDS1.prot	58.824	280	476	192	2	4	373	78.36	7	482	489	97	97	3	474	475	0	626	1615
AT1G22380.1	Vitvi05_01chr18g06260_t001_CDS1.prot	61.945	293	473	176	2	4	371	78.44	10	482	489	97	97	5	473	474	0	640	1651
AT1G22380.1	Vitvi05_01chr18g06280_t001_CDS1.prot	62.448	301	482	175	3	6	390	80.91	1	482	489	99	99	1	476	477	0	640	1652
AT1G22380.1	Vitvi05_01chr18g06290_t001_CDS1.prot	62.656	302	482	174	3	6	391	81.12	1	482	489	99	99	1	476	477	0	645	1665
AT1G22400.1	Vitvi05_01chr18g06150_t001_CDS1.prot	61.088	292	478	181	3	5	388	81.17	11	486	490	97	97	19	493	496	0	629	1623
AT1G22400.1	Vitvi05_01chr18g06160_t001_CDS1.prot	59.494	282	474	187	4	5	378	79.75	10	483	490	97	97	6	474	475	0	630	1625
AT1G22400.1	Vitvi05_01chr18g06190_t001_CDS1.prot	61.263	291	475	179	3	5	376	79.16	9	483	490	97	97	3	472	473	0	617	1592
AT1G22400.1	Vitvi05_01chr18g06260_t001_CDS1.prot	61.181	290	474	179	3	5	377	79.54	10	483	490	97	97	5	473	474	0	644	1660
AT1G22400.1	Vitvi05_01chr18g06280_t001_CDS1.prot	61.284	296	483	180	4	7	396	81.99	1	483	490	99	99	1	476	477	0	640	1652
AT1G22400.1	Vitvi05_01chr18g06290_t001_CDS1.prot	61.284	296	483	180	4	7	396	81.99	1	483	490	99	99	1	476	477	0	643	1658
AT1G22410.1	Vitvi05_01chr07g23400_t001_CDS1.prot	83.57	412	493	72	3	9	445	90.26	37	527	528	93	93	45	530	533	0	868	2242
AT1G22410.1	Vitvi05_01chr18g06400_t001_CDS1.prot	80.645	425	527	93	4	9	456	86.53	5	522	528	98	98	14	540	549	0	869	2246
AT1G22430.5	Vitvi05_01chr18g06480_t001_CDS1.prot	67.778	183	270	86	1	1	224	82.96	1	270	293	92	92	1	269	388	1.71e-133	383	984
AT1G22440.1	Vitvi05_01chr18g06480_t001_CDS1.prot	65.195	251	385	133	1	1	315	81.82	3	387	387	99	99	5	388	388	0	532	1371
AT1G22450.1	Vitvi05_01chr11g11790_t001_CDS1.prot	73.077	57	78	21	0	0	73	93.59	113	190	192	41	41	84	161	162	2.52e-45	147	371
AT1G22450.1	Vitvi05_01chr13g03100_t001_CDS1.prot	53.846	105	195	81	4	9	124	63.59	1	190	192	99	99	102	292	293	2.98e-53	171	434
AT1G22460.1	Vitvi05_01chr18g06500_t001_CDS1.prot	65.091	358	550	157	2	35	430	78.18	12	561	566	97	97	11	525	536	0	743	1918
AT1G22480.1	Vitvi05_01chr18g06690_t001_CDS1.prot	68.539	61	89	28	0	0	74	83.15	27	115	175	51	51	33	121	188	6.91e-40	133	335
AT1G22490.1	Vitvi05_01chr02g11980_t001_CDS1.prot	51.121	114	223	87	2	22	152	68.16	104	304	305	66	66	89	311	316	7.63e-71	221	564
AT1G22500.1	Vitvi05_01chr02g13530_t001_CDS1.prot	52.542	31	59	26	2	2	40	67.8	109	165	382	15	15	97	155	185	1.64e-13	68.6	166
AT1G22500.1	Vitvi05_01chr07g05530_t001_CDS1.prot	42.5	51	120	61	3	8	66	55	82	197	382	30	30	77	192	264	9.52e-21	90.9	224
AT1G22500.1	Vitvi05_01chr16g20990_t001_CDS1.prot	50.98	26	51	24	1	1	34	66.67	117	166	382	13	13	103	153	188	2.27e-12	65.5	158
AT1G22520.1	Vitvi05_01chr18g29830_t001_CDS1.prot	55	55	100	41	1	4	68	68	1	100	100	100	100	1	96	96	1.83e-35	116	290
AT1G22540.1	Vitvi05_01chr18g30040_t001_CDS1.prot	66.667	352	528	161	4	15	426	80.68	1	513	558	92	92	1	528	529	0	696	1796
AT1G22540.1	Vitvi05_01chr18g30060_t001_CDS1.prot	64.623	369	571	187	4	15	447	78.28	1	556	558	99	99	1	571	573	0	748	1932
AT1G22540.1	Vitvi05_01chr18g30270_t001_CDS1.prot	67.951	388	571	165	5	18	469	82.14	2	557	558	99	99	5	572	581	0	769	1986
AT1G22540.1	Vitvi05_01chr18g30290_t001_CDS1.prot	65.096	373	573	185	4	15	445	77.66	1	558	558	100	100	1	573	573	0	734	1896
AT1G22550.1	Vitvi05_01chr18g30020_t001_CDS1.prot	59.259	64	108	44	0	0	89	82.41	7	114	565	19	19	9	116	127	2.72e-40	142	358
AT1G22550.1	Vitvi05_01chr18g30110_t001_CDS1.prot	63.462	66	104	38	0	0	85	81.73	18	121	565	18	18	103	206	208	2.96e-39	142	359
AT1G22570.1	Vitvi05_01chr18g30020_t001_CDS1.prot	63.81	67	105	38	0	0	86	81.9	10	114	566	19	19	12	116	127	2.43e-41	145	366
AT1G22570.1	Vitvi05_01chr18g30110_t001_CDS1.prot	63.889	69	108	39	0	0	85	78.7	14	121	566	19	19	99	206	208	1.44e-40	146	368
AT1G22600.1	Vitvi05_01chr18g28990_t001_CDS1.prot	43.062	90	209	115	2	4	129	61.72	182	386	386	53	53	138	346	346	3.58e-49	169	428
AT1G22610.1	Vitvi05_01chr18g25570_t001_CDS1.prot	70.424	731	1038	264	15	43	854	82.27	1	1030	1030	100	100	1	1003	1003	0	1475	3819
AT1G22620.1	Vitvi05_01chr14g09000_t001_CDS1.prot	76.451	698	913	212	3	3	798	87.4	1	911	913	99	99	1	912	913	0	1472	3812
AT1G22640.1	Vitvi05_01chr01g06040_t001_CDS1.prot	77.778	98	126	28	0	0	118	93.65	3	128	258	49	49	2	127	226	3.23e-74	225	574
AT1G22640.1	Vitvi05_01chr04g20720_t001_CDS1.prot	66.837	131	196	44	3	21	148	75.51	1	195	258	76	76	1	176	243	1e-83	250	638
AT1G22640.1	Vitvi05_01chr14g15080_t001_CDS1.prot	73.134	98	134	35	1	1	121	90.3	3	136	258	52	52	2	134	229	3.61e-75	228	581
AT1G22640.1	Vitvi05_01chr17g03410_t001_CDS1.prot	76.19	96	126	30	0	0	114	90.48	3	128	258	49	49	2	127	176	5.5e-72	218	555
AT1G22640.1	Vitvi05_01chr17g03420_t001_CDS1.prot	76.23	93	122	29	0	0	113	92.62	7	128	258	47	47	22	143	230	1.14e-70	216	551
AT1G22650.1	Vitvi05_01chr18g25310_t001_CDS1.prot	84.095	460	547	74	3	13	507	92.69	1	534	535	99	99	9	555	557	0	967	2499
AT1G22660.4	Vitvi05_01chr18g27080_t001_CDS1.prot	58.79	311	529	205	2	13	406	76.75	79	607	611	87	87	49	564	565	0	644	1660
AT1G22670.1	Vitvi05_01chr11g08550_t001_CDS1.prot	53.191	25	47	22	0	0	33	70.21	232	278	423	11	11	480	526	543	1.61e-12	69.3	168
AT1G22680.1	Vitvi05_01chr18g26080_t001_CDS1.prot	42.424	84	198	86	8	28	110	55.56	1	175	186	94	94	1	193	200	1.6e-21	87	214
AT1G22690.1	Vitvi05_01chr18g25490_t001_CDS1.prot	50.459	55	109	52	2	2	69	63.3	9	117	120	91	91	4	110	170	1.6e-30	107	266
AT1G22700.2	Vitvi05_01chr18g25020_t001_CDS1.prot	73.384	193	263	63	3	7	215	81.75	40	297	297	87	87	82	342	342	2.69e-119	346	887
AT1G22710.1	Vitvi05_01chr18g19450_t001_CDS1.prot	68.191	328	481	149	2	4	389	80.87	26	506	513	94	94	21	497	506	0	635	1637
AT1G22710.1	Vitvi05_01chr18g19480_t001_CDS1.prot	64.562	317	491	161	4	13	378	76.99	18	499	513	94	94	14	500	507	0	629	1623
AT1G22730.1	Vitvi05_01chr18g23110_t001_CDS1.prot	66.879	420	628	198	5	10	507	80.73	63	688	694	90	90	106	725	728	0	818	2113
AT1G22740.1	Vitvi05_01chr18g23210_t001_CDS1.prot	82.524	170	206	34	1	2	184	89.32	1	204	204	100	100	1	206	206	2.7e-126	354	909
AT1G22750.1	Vitvi05_01chr18g23340_t001_CDS1.prot	54.393	130	239	106	2	3	168	70.29	6	244	245	98	98	5	240	267	1.55e-78	237	605
AT1G22750.1	Vitvi05_01chr18g23340_t001_CDS1.prot	46.602	48	103	49	2	6	73	70.87	26	128	245	98	42	148	244	267	3.1e-28	108	269
AT1G22760.1	Vitvi05_01chr18g11460_t001_CDS1.prot	86.486	32	37	5	0	0	36	97.3	608	644	661	6	6	3	39	65	7.48e-15	69.7	169
AT1G22760.1	Vitvi05_01chr18g23360_t001_CDS1.prot	59.513	391	657	229	12	37	486	73.97	20	651	661	96	96	3	647	660	0	755	1949
AT1G22770.1	Vitvi05_01chr18g23800_t001_CDS1.prot	74.142	605	816	200	4	11	671	82.23	361	1171	1174	99	69	420	1229	1230	0	1151	2978
AT1G22770.1	Vitvi05_01chr18g23800_t001_CDS1.prot	82.222	296	360	62	2	2	323	89.72	4	361	1174	99	30	2	361	1230	0	622	1604
AT1G22780.1	Vitvi05_01chr05g07550_t001_CDS1.prot	96.078	147	153	6	0	0	151	98.69	1	153	153	100	100	1	153	153	4.62e-108	304	778
AT1G22780.1	Vitvi05_01chr07g02060_t001_CDS1.prot	96.078	147	153	6	0	0	151	98.69	1	153	153	100	100	1	153	153	4.62e-108	304	778
